,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,42.01944047466988,109.27546248142255,206.00166885357055,306.53413088214927,376.79906117470983,2001
1,41549.1776,204310.533875,155.21058127047812,149.98006926428198,157.80747658148445,178.48076185136554,202.05236682889776,2002
2,41589.569225,204168.115775,49.80785669379351,141.1938424695764,269.72048735124883,400.7354420138731,490.32529570828603,2003
3,41668.75582,204238.61746666665,48.41510997535083,137.4393802714562,263.5593365859999,392.0619352939021,479.43032913096755,2004
4,41521.489305,204334.882175,187.9457797469281,216.8468145400534,270.5516454986996,334.72778025209413,384.7936164303219,2005
5,41617.044348,204259.03512,42.18190996028014,122.86744269074431,235.2769238834011,348.9052932699953,425.858366066412,2006
6,41576.955798,204271.22694,11.613652350311089,74.82124544831507,164.89433469108826,258.62343746674526,324.6556109397597,2007
7,41532.757848,204357.01175,160.0023163243239,169.32767629835166,196.8669035904944,235.97835040454692,270.3589951005878,2008
8,41642.451125,204298.9764,57.987307614039636,102.6890022920195,171.15387700007014,245.0941691331737,298.44523044289684,2009
9,41701.9493775,204262.2071625,88.99251417172857,183.96391457207596,317.3797328442221,451.41650334425526,540.5916640549844,2010
10,41513.514865000005,204286.3595,190.42473514019792,205.34108161739653,242.4474799517081,291.9894394241888,333.5902742154671,2011
11,41619.62907333334,204273.00583333336,8.036172908533477,54.93785474466515,131.07063162477814,208.9610131425956,257.8503010263639,2012
12,41684.651975,204247.00405,80.5447681062554,195.34579570714817,356.25317792008263,518.9075009433016,628.6093971956809,2013
13,41591.159478,204181.23082,52.42881098275677,139.5754937911264,262.17833852017395,386.951607083423,471.9910286913551,2014
14,41562.70514875,204364.9238625,243.73372135764964,237.37998876341686,247.97447232589946,272.97666703479774,299.4436943976002,2015
