x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,Unnamed: 0,x_clhs,y_clhs,z,t,code,depth,ph-eau,CEC,clay,silt,sand,TOC,humus,bd,vwc,copeky,temp,rperm,iperm,bulk_ec_hp,bulk_ec_dc_hp,bulk_ec_tc_hp,bulk_ec_dc_tc_hp,water_ec_hp,water_ec_hp_t,iperm_water_t,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,bulk_ec_inv,bulk_ec_dc_tc_inv,ideal_bulk_ec
107719.9979,183326.6793,26.1909152,40954.67,56.35169266739969,60.08414500808891,53.4258847929007,69.5160374791226,38.61468971282981,59.164624620050255,0.99,0.96,1.04,0.15,1.31,-3.69,5166,107720.118,183326.96,26.1909152,40954.67,1,50,6.86,28.088,54.928,34.73,10.343,0.0,0.0,1.492,0.40361,20,25.4,56.8,89.9,0.09991773308862842,0.0635,0.09904418245569187,917.3097557004457,0.15139050467974002,0.15016740731779626,53.98549403113093,119.0344679007284,69.19519461349121,41.09333694305481,24.707217504435786,18.81386825007818,69.19519461349121,65.02647896675354,0.176864
107755.6395,183331.2104,26.8825864,42473.18,15.69298424259865,20.58161697103417,22.32955208633614,24.625304221029893,32.82462043548812,30.537492105936145,0.97,1.04,1.01,0.45,1.3,-2.5,19244,107755.589,183331.1,26.8951584,42473.18,2,50,6.77,7.12,14.82,52.238,32.942,0.0,0.0,1.77,0.25845,15,23.0,20.6,12.8,0.025590945481543604,0.00926,0.026671291234368923,146.29261753476015,0.1233298577423788,0.12851538799581336,46.201548228596494,38.11125300060545,20.50449954959582,21.56896503653911,28.61408284083075,35.28335879730878,20.50449954959582,19.843791448371036,0.02023
107797.4476,183278.6469,28.4585888,42812.37,99.61229618804754,70.69626209693575,125.75478973096992,94.33861969049406,139.26706565804128,126.98369151618552,0.96,1.04,1.06,0.49,1.71,-2.57,22350,107797.402,183278.579,28.4706568,42812.37,3,50,7.37,21.549,37.307,28.79,33.903,0.0,0.0,1.248,0.47371,3,26.4,60.9,97.8,0.10748150836195498,0.06989,0.10440048116972918,972.6618563285871,0.15111635622067485,0.14691137089368703,52.81494219116411,122.61321859919674,114.700168197936,131.75672003341495,149.4171398662714,159.1254385178209,114.700168197936,106.42910483954772,0.14609
107763.959,183318.2535,27.3376096,42491.37,6.6738846699627805,16.55985614344549,9.433811689304887,17.152473945645713,26.593314919257946,16.64711634515045,0.97,1.04,1.02,0.47,1.32,-2.9,19352,107763.816,183318.112,27.3446688,42491.37,4,50,6.79,6.41,14.739,45.399,39.861,0.0,0.0,1.742,0.23969,10,24.4,21.5,14.4,0.027794978418854376,0.01063,0.028126774221433195,159.39364886968377,0.12706275848619145,0.12862809215380297,46.24206560688189,29.454443454582705,7.867036144552586,7.598791542861736,17.52150011703867,29.20570020699456,7.867036144552586,7.204993270322483,0.01928
107723.0048,183309.1898,26.586,40592.63,69.97382165422825,68.50048040634749,65.2329028774429,80.28469659991156,43.08165872581044,70.8390042300373,1.0,0.97,1.02,0.25,1.31,-3.02,1556,107723.005,183309.182,26.586,40592.63,5,50,7.13,32.962,60.946,33.328,5.725,0.0,0.0,1.291,0.46804,7,25.4,51.0,67.1,0.08565845889528177,0.05172,0.08490957279997804,747.1379616508198,0.14580163216218175,0.14462368779874954,51.99251537916287,136.8220982928751,84.8842851051852,52.23412662648053,29.88452399131805,18.903225169860598,84.8842851051852,80.02420193576239,0.293785
107742.7404,183330.3354,26.664,41813.36,29.331521991906683,31.18590496207165,34.43185739949402,40.27986346924766,33.50269814677892,42.73773727150047,0.97,1.01,1.01,0.32,1.28,-3.06,14669,107742.651,183330.207,26.664,41906.95,6,50,6.99,14.162,26.589,43.811,29.6,0.0,0.0,1.379,0.45196,18,23.7,43.8,61.1,0.07472348859727368,0.04302,0.07673198153109081,662.1326258496704,0.15019796702969584,0.15425430498820983,55.45474221043147,61.60661195984778,38.67522426296886,32.21242384763046,30.54886494053197,30.445489557797742,38.67522426296886,37.30651420798679,0.088047
107805.4925,183273.6275,28.6522848,42915.67,95.20419103271898,60.08414500808891,127.00161586263498,83.0947713508458,153.11621714734886,121.58127579878008,0.96,1.03,1.06,0.37,1.8,-3.18,23383,107805.822,183273.987,28.65,42915.67,7,50,7.32,7.422,14.696,28.668,56.637,0.0,0.0,1.691,0.2201,12,27.5,18.1,15.9,0.026516602107744352,0.00984,0.02519767704760689,131.43982696699075,0.15044880628507432,0.14310099199919166,51.445103084667466,93.83688565912306,92.67337142238809,121.44658573616344,151.7684133379119,170.31631695999525,92.67337142238809,83.86048070623131,0.020093
107758.6659,183312.5732,27.35,42107.27,14.62841072668204,23.50672603512893,18.651054383386608,26.49391407202521,31.47100625613257,28.823507530468447,0.98,1.01,1.02,0.39,1.36,-2.79,15706,107758.685,183312.601,27.35,42107.27,8,50,6.33,7.612,16.873,46.152,36.975,0.0,0.0,1.876,0.15773,423,22.4,12.7,9.4,0.017251434507493765,0.00421,0.018212069121899658,68.01595803715372,0.15863388052867833,0.1673949569997102,60.17883383192909,43.23265776998442,19.019603698822827,16.96789171136373,23.64534846862332,31.56240866166232,19.019603698822827,18.61171478114584,0.011288
107776.6894,183310.7317,27.5510368,42797.16,45.2344971690345,30.820204608460887,63.02442461663164,44.253700353382655,81.38244535854285,67.58359307077806,0.95,1.05,1.0,0.5,1.44,-2.67,22198,107776.692,183310.756,27.5510368,42797.16,9,50,7.24,8.751,18.018,45.765,36.217,0.0,0.0,1.78,0.30722,4,23.9,16.3,15.6,0.0246960924542596,0.00871,0.025253484703451557,133.0618755127298,0.16062499157242016,0.16428321658094258,59.060156704819235,72.00778035218809,64.74278457560462,75.82530723864397,87.82664279496449,94.39138229437434,64.74278457560462,62.703995981702604,0.032866
107726.3815,183318.7508,26.563,40950.86,80.37026400040284,72.89213302944692,81.9970041775892,91.9956833560452,55.09249962779661,91.74669907664438,0.99,0.98,1.01,0.24,1.37,-3.35,5128,107726.371,183318.719,26.563,40950.86,10,50,7.19,33.2,64.061,30.681,5.259,0.0,0.0,1.24,0.48412,23,23.7,58.6,79.3,0.09917697407186195,0.06288,0.10184275233462854,967.8033359699507,0.14531424772433985,0.14923869297891912,53.65161930229598,147.0276453547385,101.34940401515564,72.56846890173749,48.24288749617523,31.56295737960739,101.34940401515564,99.23758692705321,0.341196
107766.4694,183327.2822,27.1940128,42851.76,13.564689274716525,16.55985614344549,20.391574306565733,20.421520059826356,36.56436641682963,24.82581911198172,0.95,1.04,1.01,0.52,1.29,-2.6,22744,107766.469,183327.314,27.1795488,42851.76,11,50,6.75,4.891,12.692,54.808,32.5,0.0,0.0,1.681,0.21031,8,23.7,21.3,12.2,0.025273329487892054,0.00906,0.025952651407188998,139.44494630864747,0.11687088780528117,0.12002717432383346,43.150017828568544,29.157786362516497,14.95099792455657,19.78992437734162,31.781509209115345,43.094345173916444,14.95099792455657,14.160661462376488,0.014682
107777.0025,183299.3846,27.85,42500.46,52.27862476228689,35.57450514523887,74.30037449403083,51.26811006947504,93.8463132752696,78.8880596777793,0.97,1.03,1.02,0.43,1.45,-2.6,19443,107777.021,183299.37,27.85,42500.46,12,50,7.24,8.064,16.931,50.535,32.534,0.0,0.0,1.898,0.16165,415,23.0,21.8,21.0,0.03310994624624087,0.01395,0.03450771366476781,220.38682663173913,0.14880874717411624,0.15506556344369274,55.74639130585397,59.33216333721685,61.018458225903295,82.32073892016109,103.21300766512414,115.02686122098294,61.018458225903295,60.17754822631006,0.011373
107752.314,183298.7686,27.45,41407.83,63.1542911111864,58.25468083356022,71.27211995836137,73.96332806859655,60.73639899555749,79.65510213760744,0.99,1.0,1.04,0.22,1.4,-3.37,9680,107752.33,183298.809,27.45,41407.83,13,50,7.34,19.254,32.385,27.489,40.126,0.0,0.0,1.382,0.40536,470,23.7,30.8,38.6,0.05102676438816131,0.02565,0.052398312981957997,394.7861890526277,0.1523186996661532,0.15643231142446115,56.23774003641895,113.41494097463338,79.51145941722221,65.65100199984043,56.54506550878034,50.65666981263737,79.51145941722221,77.57043994691223,0.091297
107732.7209,183327.4299,26.5541536,41420.95,51.736045232806944,41.79230698454021,63.22506231228518,60.39018770103443,64.82073414567276,73.71264153852346,0.99,0.99,1.03,0.17,1.36,-3.48,9811,107732.66,183327.436,26.5541536,41420.95,14,50,6.92,7.14,12.707,11.525,75.767,0.0,0.0,1.628,0.14206,17,25.1,18.2,16.1,0.026739038191895485,0.00998,0.02666899566745747,145.7912517270502,0.15064246868673514,0.15033671360213308,54.046359991100225,81.74130928806363,65.88627954696761,66.10410467220615,66.66622080718864,64.77110909684426,65.88627954696761,62.25649171133063,0.010183
107776.5235,183291.4178,27.95,42241.07,70.79326598704817,52.40081366873416,90.95239205642471,70.68629055446982,102.00872737067876,91.1704535214978,0.98,1.0,1.05,0.26,1.59,-3.59,17044,107776.543,183291.428,27.95,42241.07,15,50,7.45,10.744,22.892,50.941,26.167,0.0,0.0,1.724,0.30856,400,22.8,30.7,32.4,0.04817847354827262,0.02372,0.05042705732088474,377.5419441549641,0.14435497692366328,0.15105444947328409,54.304387523705564,92.50699353042832,81.75857894153576,92.9666175442152,106.88135969247492,116.10945101647702,81.75857894153576,81.3368779830604,0.037271
107766.4694,183327.2822,27.1940128,42851.76,13.564689274716525,16.55985614344549,20.391574306565733,20.421520059826356,36.56436641682963,24.82581911198172,0.95,1.04,1.01,0.52,1.29,-2.6,22744,107766.469,183327.314,27.1795488,42851.76,11,10,6.19,5.176,11.694,49.72,38.585,14.2,2.8,1.635,0.2534,19,23.3,16.3,7.3,0.016559194475144978,0.00384,0.017148600977618545,59.99070981615566,0.1077020778871218,0.1115315886323461,40.095837172255116,29.157786362516497,14.95099792455657,19.78992437734162,31.781509209115345,43.094345173916444,29.157786362516497,28.23029002718374,0.017833
107777.0025,183299.3846,27.85,42500.46,52.27862476228689,35.57450514523887,74.30037449403083,51.26811006947504,93.8463132752696,78.8880596777793,0.97,1.03,1.02,0.43,1.45,-2.6,19443,107777.021,183299.37,27.85,42500.46,12,10,6.49,7.247,12.271,47.864,39.866,13.7,2.7,1.602,0.26763,404,22.6,15.7,8.4,0.017888538094142058,0.00457,0.01880373969868742,73.28343593161576,0.12231479038729613,0.12852883152569752,46.206381205440685,59.33216333721685,61.018458225903295,82.32073892016109,103.21300766512414,115.02686122098294,59.33216333721685,58.99117447925521,0.020852
107752.314,183298.7686,27.45,41407.83,63.1542911111864,58.25468083356022,71.27211995836137,73.96332806859655,60.73639899555749,79.65510213760744,0.99,1.0,1.04,0.22,1.4,-3.37,9680,107752.33,183298.809,27.45,41407.83,13,10,6.6,11.743,20.303,39.878,39.819,19.0,3.8,1.588,0.23165,416,23.0,13.4,10.4,0.018608700171410555,0.00498,0.019394283893210996,78.67572735670687,0.15837191635243025,0.1650308258701515,59.32892379310486,113.41494097463338,79.51145941722221,65.65100199984043,56.54506550878034,50.65666981263737,113.41494097463338,112.89283034073269,0.026394
107732.7209,183327.4299,26.5541536,41420.95,51.736045232806944,41.79230698454021,63.22506231228518,60.39018770103443,64.82073414567276,73.71264153852346,0.99,0.99,1.03,0.17,1.36,-3.48,9811,107732.66,183327.436,26.5541536,41420.95,14,10,6.79,13.421,22.237,38.55,39.213,18.9,3.8,1.578,0.27103,21,24.9,24.6,19.6,0.0345686060044355,0.01487,0.034620489365841715,218.8522338280602,0.13424701360945826,0.13452038603781155,48.36035746519192,81.74130928806363,65.88627954696761,66.10410467220615,66.66622080718864,64.77110909684426,81.74130928806363,77.81661844798563,0.034503
107776.5235,183291.4178,27.95,42241.07,70.79326598704817,52.40081366873416,90.95239205642471,70.68629055446982,102.00872737067876,91.1704535214978,0.98,1.0,1.05,0.26,1.59,-3.59,17044,107776.543,183291.428,27.95,42241.07,15,10,6.76,9.322,15.223,46.155,38.621,14.0,2.8,1.679,0.27536,422,23.0,20.6,12.5,0.02525825051341801,0.00906,0.02632455123629084,143.13294976943058,0.12172650849840003,0.12684462428980836,45.60090521498249,92.50699353042832,81.75857894153576,92.9666175442152,106.88135969247492,116.10945101647702,92.50699353042832,91.80880192683846,0.023604
