,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,107719.9979,183326.6793,48.41156166457358,60.07137497943921,115.9472349504834,104.49159534565868,72.49382526008739,1,-0.405317908839591
1,1,107755.6395,183331.2104,8.752780058885133,93.3598243295268,89.23155205939126,97.09576752276116,67.94974446910592,2,-0.405317908839591
2,2,107797.4476,183278.6469,63.69487650108961,210.75477243802777,213.46100843707453,153.485088066687,90.79999905124072,3,-0.405317908839591
3,3,107764.0831,183318.0822,15.853430513813882,47.122670209402685,92.72647025682758,142.41200371058724,67.74724390105324,4,-0.405317908839591
4,4,107723.0048,183309.1898,45.0158694598124,54.56888452422788,96.31112519979968,115.5312795414222,68.15300017310472,5,-0.405317908839591
5,5,107742.871,183330.0981,29.914414467462088,47.001699289306345,101.81399752387792,109.8712947329731,69.53219740921034,6,-0.405317908839591
6,6,107806.7161,183274.99,43.24693408300163,157.6259115929266,186.02539487438085,170.70970377209915,103.18804195519482,7,-0.405317908839591
7,7,107758.6659,183312.5732,30.73189401108541,67.99447546741037,101.41278264983232,115.06684486640208,73.00505566329888,8,-0.405317908839591
8,8,107775.383,183309.8767,72.23543614624583,85.64318478386991,99.46610753819962,111.09650739007188,72.4988908815754,9,-0.405317908839591
9,9,107726.3815,183318.7508,68.35561769082742,115.65636132165234,77.53640103812288,103.35481303379278,71.29210143286868,10,-0.405317908839591
10,10,107766.4694,183327.2822,30.10411521884993,69.04959278002666,87.72341743784084,113.29162032997372,77.8280115625327,11,-0.405317908839591
11,11,107777.0025,183299.3846,59.00793361133908,53.92138613882711,103.12180481002169,146.59109080795923,77.69998451530432,12,-0.405317908839591
12,12,107752.314,183298.7686,60.44816651830765,90.08907948230669,127.63450367368624,103.73003488864484,73.3920861465547,13,-0.405317908839591
13,13,107732.7209,183327.4299,30.800983837746145,107.81648349157304,104.96587447127824,108.99995212195049,84.14766794061705,14,-0.405317908839591
14,14,107776.5235,183291.4178,63.64862951078782,122.63106626370612,142.15212349872655,120.79088713928272,73.19575798077425,15,-0.405317908839591
