,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,107719.9979,183326.6793,97.56757659082061,62.08167282089729,38.76491240323905,23.916295468328794,41.550030211401165,1,0.22091369560555907
1,107755.6395,183331.2104,17.786238725465136,18.233272919999095,38.70767244095045,39.84044467195466,28.319308259710883,2,0.22091369560555907
2,107797.4476,183278.6469,85.40754855124933,76.89311710061946,61.46912919060312,84.34495673657129,92.72232554430006,3,0.22091369560555907
3,107764.0831,183318.0822,19.406377407166474,11.232895153451796,21.778570865458104,15.254021217554683,39.02798390299871,4,0.22091369560555907
4,107723.0048,183309.1898,92.95615896390967,82.70917427032461,61.85983813909138,60.51683807120334,31.00197250782234,5,0.22091369560555907
5,107742.871,183330.0981,59.244401168122764,20.900780106364422,29.204579651602685,32.23511890037349,39.14592966029333,6,0.22091369560555907
6,107806.7161,183274.99,91.86809486926815,90.55503574630174,71.49337173279147,46.20014439312863,91.25184045098881,7,0.22091369560555907
7,107758.6659,183312.5732,32.33797639188154,15.550962907093556,29.22831058712302,32.256055236512196,12.329014290228471,8,0.22091369560555907
8,107775.383,183309.8767,76.87276164933685,65.24993678790109,78.43520242792174,66.42865571308727,90.97258352290125,9,0.22091369560555907
9,107726.3815,183318.7508,86.774304467059,96.16798078461511,82.1706795286906,76.64299072555305,62.79774620913204,10,0.22091369560555907
10,107766.4694,183327.2822,10.031750544931779,18.559638688813042,31.407620586954963,46.02793950214945,25.253634612263365,11,0.22091369560555907
11,107777.0025,183299.3846,74.3471716837443,63.14616243113471,71.93143160416648,92.09797868158216,71.44998691225182,12,0.22091369560555907
12,107752.314,183298.7686,95.9793886831016,82.86614510522293,70.88134133935917,76.31750237553696,41.3579709014384,13,0.22091369560555907
13,107732.7209,183327.4299,78.44518804116669,65.46620789749466,75.53251773077275,74.21404984480768,50.15187232023381,14,0.22091369560555907
14,107776.5235,183291.4178,98.91767856297612,92.04077407870628,77.85317303767552,83.85407440971382,52.738747399688016,15,0.22091369560555907
