,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41565.59265666668,204206.96052222225,46.263404424312384,127.21549523527057,225.0912617824829,298.232567029807,420.95082408562007,2001,-0.111380234869058
1,1,41549.1776,204310.533875,66.1423069284439,86.62689122745975,153.91439570172844,216.5057258904526,341.1252748755704,2002,-0.111380234869058
2,2,41589.569225,204168.115775,61.81424634319222,173.80973591985816,331.8648299640574,391.6296436611255,630.8968940909666,2003,-0.111380234869058
3,3,41668.75582,204238.61746666665,49.2729548549667,175.08221977332477,254.56922700289672,455.14068091299794,577.6120158970142,2004,-0.111380234869058
4,4,41521.489305,204334.882175,71.37973209019904,231.28901410914412,342.8111995450611,404.33561513134646,487.6137633859384,2005,-0.111380234869058
5,5,41617.044348,204259.03512,49.93221336306854,98.80970529716168,232.8240982591469,379.5356083855416,529.6608703644198,2006,-0.111380234869058
6,6,41576.955798,204271.22694,53.20009049994759,114.68855041422664,166.3646419470238,257.2794219210475,429.4390078960541,2007,-0.111380234869058
7,7,41532.757848,204357.01175,82.43488304658675,99.3141640019568,201.51669229053752,351.7716055958738,406.6005560618247,2008,-0.111380234869058
8,8,41642.451125,204298.9764,49.03736048654154,97.84376219798624,153.01394778952638,319.709309925569,396.6388361075661,2009,-0.111380234869058
9,9,41701.9493775,204262.2071625,60.93327062049973,149.09728708788558,313.23375609226827,554.645854865495,651.9685791121894,2010,-0.111380234869058
10,10,41513.514865000005,204286.3595,71.42184392048263,237.28740580665504,289.794471728624,395.4460656998382,422.8704365269702,2011,-0.111380234869058
11,11,41619.62907333334,204273.00583333336,54.8616684068151,100.70421646318265,95.03837455098062,254.05611204765975,352.3611658941604,2012,-0.111380234869058
12,12,41684.651975,204247.00405,67.8039667088523,181.1960366675792,342.4582769924591,603.5517380559629,793.6676089121678,2013,-0.111380234869058
13,13,41591.159478,204181.23082,60.6029461310272,190.60814955558885,307.7298184920456,407.5852515852121,526.870354744655,2014,-0.111380234869058
14,14,41562.70514875,204364.9238625,60.23670973491715,200.0153564969966,303.5452379858315,361.7895100468358,444.0562280617879,2015,-0.111380234869058
