,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41564.53508,204206.635,95.70274902149863,83.69556332557079,82.28046398670756,88.0561710626631,86.16669707523839,2001,-234.58335916383
1,1,41548.70351,204311.6093,84.41428302320838,91.00310312536024,70.2773601276532,93.54088356022346,82.55892198282093,2002,-234.58335916383
2,2,41589.68646,204167.8156,74.24625800126388,88.07318884088953,60.24823991378153,81.2304505830452,96.65787689229562,2003,-234.58335916383
3,3,41668.92012,204238.2888,78.48871523933599,78.15419462080798,74.28052697044133,93.6098995885694,96.7091233425554,2004,-234.58335916383
4,4,41521.64592,204334.5815,71.0948347351683,78.76552391369117,55.875149056706135,76.65183852100552,94.63134856485551,2005,-234.58335916383
5,5,41617.05436,204259.0171,74.51962160638446,80.39239350197191,81.68226979095243,75.1586694251807,96.40768547572156,2006,-234.58335916383
6,6,41576.95294,204271.2311,76.2490509044452,93.75588303349092,70.81288494464202,54.27992189970802,93.56035086736247,2007,-234.58335916383
7,7,41533.54743,204357.0333,65.94186575281073,59.96759926674242,88.24114225208629,94.57471401420484,92.65750627738058,2008,-234.58335916383
8,8,41642.94946,204299.055,60.047041226137154,64.04855761871845,94.17025182337788,90.65214722147157,88.36712265000348,2009,-234.58335916383
9,9,41701.0223,204261.7069,97.78352474612709,72.54874212404306,54.483640391710665,89.78882082903954,89.70550065208552,2010,-234.58335916383
10,10,41513.61527,204286.1329,93.0871631671176,86.46122873537128,64.93122941395998,86.44615666301249,79.79125751943302,2011,-234.58335916383
11,11,41619.48192,204273.3088,78.1803838138381,53.786566018451,96.85960645349118,92.75260440057266,90.89420935397156,2012,-234.58335916383
12,12,41684.4859,204247.3604,78.5072891274615,97.20367636943328,92.32547496989456,74.11540600856092,91.09090344487338,2013,-234.58335916383
13,13,41591.14582,204181.2118,69.93265518967554,92.67590519130384,72.58874886193652,72.93745423886963,93.43103485936447,2014,-234.58335916383
14,14,41563.2081,204364.9004,94.54609588543406,79.38296319174697,96.6081062892619,84.84309529733672,80.80761863790495,2015,-234.58335916383
