,Unnamed: 0,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,0,107719.9937888889,183326.6925333333,30.68531849129921,63.99644850354407,57.07164244759842,75.11964961726751,87.73522155509265,93.09665194897012,105.02690483041992,90.52809780149248,1,-1.1286880568011686
1,1,107755.86151818182,183331.1214,29.95521654172764,34.738846493198146,50.3946684572818,121.87103506353026,107.69750167973324,110.13007992771084,111.8117149282452,84.29713432764657,2,-1.1286880568011686
2,2,107797.93544545454,183278.9048727273,38.53292044964273,73.32288236394541,144.81110317434656,202.32945252222865,224.17035507113965,198.47916484959612,142.71478342182658,75.46544631404495,3,-1.1286880568011686
3,3,107764.40281538464,183318.4132153846,18.29675858650349,36.81680335951162,69.80133580066695,92.50905629377372,120.42908002386434,131.15535977195665,122.01710538072736,80.09311375933851,4,-1.1286880568011686
4,4,107723.42537142856,183309.4027142857,31.46442369802537,70.14860567915292,45.59809228865541,91.74723508375388,97.30864316932414,92.28920009552446,97.25962780039109,76.99002535367656,5,-1.1286880568011686
5,5,107742.897625,183330.1258375,32.30787518970574,57.75233382859773,72.40029863224657,54.78384733460658,128.2352718538296,128.54914573762716,108.02928054456795,85.79390156632044,6,-1.1286880568011686
6,6,107806.755275,183274.783715,46.69298903052819,69.75664357970159,139.772736914076,149.29910522632613,210.3035391937817,180.09077863272952,126.23658500053894,95.71767552150187,7,-1.1286880568011686
7,7,107758.59206,183312.54344,18.426805726614766,45.90441697882473,108.2897751545149,85.37503830940916,95.8027564074296,113.73359621157616,106.9045717426168,72.7791881645639,8,-1.1286880568011686
8,8,107776.02779,183310.31861,40.2439092609271,73.80625387654284,127.89013116034776,116.7088942161804,96.9037845881869,124.93707702625248,113.97554797742823,80.06759926173548,9,-1.1286880568011686
9,9,107726.3215,183318.8376333333,49.36627986559875,81.64311998885836,88.071938226467,107.1224919309175,115.10000430100187,100.6651837027769,116.92200085400395,69.16533640281226,10,-1.1286880568011686
10,10,107766.74172,183327.35406,16.23830774797603,78.10757429323681,85.26237324643262,72.09235959547377,100.45131022688766,101.0957710832768,103.16749268207528,82.1912335934001,11,-1.1286880568011686
11,11,107777.31210000002,183299.6196181818,29.48818594010197,77.25029008431785,90.09245944685186,94.95815951594358,107.91850840456222,120.31262612319112,114.63682860282076,77.55786249013235,12,-1.1286880568011686
12,12,107751.80372307693,183298.45846153845,45.459126244717375,48.53938270004802,103.58197738264072,103.84111889172274,107.96004325267776,108.09792646504498,105.1841729239949,73.9903592125681,13,-1.1286880568011686
13,13,107732.68432857144,183327.4764857143,17.54256375755318,48.40786349497526,77.65413849394994,117.93743234464642,126.04726945062409,99.73547644548536,109.97092120643806,65.57341906199726,14,-1.1286880568011686
14,14,107776.3765111111,183291.22352222225,41.528397069490126,68.00939437640757,102.274322753801,97.2783624734418,139.81567960645506,135.5216615214539,130.2579388474327,79.96879887096061,15,-1.1286880568011686
