,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41565.59265666668,204206.96052222225,64.10506370494849,41.632401434423045,82.26279530854723,97.70497011793884,94.19464514963984,2001,-185.8914250388006
1,1,41549.1776,204310.533875,81.59356274525386,89.54181765422815,67.10360681314192,79.68543188482109,89.93287806740923,2002,-185.8914250388006
2,2,41589.569225,204168.115775,94.623822633614,30.964616132263146,87.87370049904088,87.83794830165208,99.48748983981164,2003,-185.8914250388006
3,3,41668.75582,204238.61746666665,87.65857597428369,58.89772940895211,58.8032437182648,73.25316241200497,92.21791117467818,2004,-185.8914250388006
4,4,41521.489305,204334.882175,66.11183383418097,71.00408699257319,61.61006961213992,86.11616182432913,96.36078188908046,2005,-185.8914250388006
5,5,41617.044348,204259.03512,97.53163146870672,81.64744135750726,89.08572837275948,93.7382948611584,81.7269244818617,2006,-185.8914250388006
6,6,41576.955798,204271.22694,71.10833271227214,55.36142499849101,68.58897891692483,95.50747698977474,92.43443849505628,2007,-185.8914250388006
7,7,41532.757848,204357.01175,52.90946531316056,89.461626327861,82.99658561359735,89.65660262094461,91.04871519986938,2008,-185.8914250388006
8,8,41642.451125,204298.9764,94.14048681012974,41.01133397136913,82.93631275713523,79.03715688139293,96.62385519093448,2009,-185.8914250388006
9,9,41701.9493775,204262.2071625,69.05903135472693,76.26385029582563,64.8303432002002,88.96320091197266,89.95488721688739,2010,-185.8914250388006
10,10,41513.514865000005,204286.3595,90.7637260314134,54.54188205747469,90.44348163539304,80.66343360246107,96.05280387351009,2011,-185.8914250388006
11,11,41619.62907333334,204273.00583333336,81.82179487316213,89.01413059269065,85.36969270092534,90.8419285776942,96.28266077152205,2012,-185.8914250388006
12,12,41684.651975,204247.00405,79.68749551663203,52.5761921179188,88.25323204982843,90.04708216151545,86.7870634231279,2013,-185.8914250388006
13,13,41591.159478,204181.23082,85.39220288969649,65.10340430842263,92.86976978805195,87.5772992478265,97.8588327841199,2014,-185.8914250388006
14,14,41562.70514875,204364.9238625,86.46423688172936,81.94311386921851,96.86041593657856,62.88140384990106,96.66911022136512,2015,-185.8914250388006
