,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,107719.9937888889,183326.6925333333,47.37957502831855,75.58577137177969,96.22809418682955,108.09623369002915,68.4931310472393,1
1,107755.86151818182,183331.1214,29.995704920293758,44.3099535585631,108.78325802097775,120.10274670082534,69.15957128676686,2
2,107797.93544545454,183278.9048727273,96.41526180915679,150.59001368495638,158.4732264491917,147.06260787893862,110.06004343904027,3
3,107764.40281538464,183318.4132153846,33.854199023058335,74.4630080542769,143.5985485273284,103.39729202405876,75.17636332808439,4
4,107723.42537142856,183309.4027142857,90.83363853817143,82.41376540647823,96.696466452681,124.01888073221559,70.03064804184332,5
5,107742.897625,183330.1258375,34.58153017734871,62.35354203757733,127.65646175097892,100.28407318056342,86.11607069784066,6
6,107806.755275,183274.783715,92.79594296762075,116.65922104026835,135.96893844658857,153.01064690111107,110.69384443262159,7
7,107758.59206,183312.54344,55.20252611716075,59.670351802899866,98.68908081851137,105.13824024915793,61.10251224670189,8
8,107776.02779,183310.31861,50.34000010750552,73.26897630895661,104.38295754139091,110.83033518685819,82.55984477236862,9
9,107726.3215,183318.8376333333,96.80580987044341,111.42335378491924,134.38015526434873,139.53759721588213,67.79501189161834,10
10,107766.74172,183327.35406,25.192341426431646,76.582367992257,111.93817801248143,103.77003028013543,66.34902089871453,11
11,107777.31210000002,183299.6196181818,77.92857496792044,60.3830158408029,86.93191033357736,104.07259358811231,100.01661658580772,12
12,107751.80372307693,183298.45846153845,78.11146902287132,69.06418868939896,98.04058480106032,138.14708561214528,70.69093067409004,13
13,107732.68432857144,183327.4764857143,45.33856834835902,106.80856553603167,109.06581315611416,118.02486749351698,83.81484363892176,14
14,107776.3765111111,183291.22352222225,77.84323271042344,94.89894325098086,135.122170707699,131.5788354372727,84.82311029195314,15
