,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41564.53508,204206.635,77.47397771025878,62.40334926162017,79.24049452219354,86.5284897259379,93.0555003767143,2001
1,41548.70351,204311.6093,80.66137224903405,60.884292356293784,58.07847711170394,79.92882922760653,95.39835687598917,2002
2,41589.68646,204167.8156,85.10547197229327,88.45531849260465,88.06561118662916,83.0235243363116,98.2563998304003,2003
3,41668.92012,204238.2888,82.54790112314656,63.40826954809376,96.08201415635034,89.02531701847961,89.63564390360821,2004
4,41521.64592,204334.5815,95.16689874207417,81.41366329535603,62.225991881044465,77.08515751153091,92.88983085618612,2005
5,41617.05436,204259.0171,38.47371347245752,98.30984999204544,55.52006355931252,90.0472484284832,90.03918974199183,2006
6,41576.95294,204271.2311,63.24840552817109,93.5324063060866,71.27011941113817,85.57656833456565,97.74185565596116,2007
7,41533.54743,204357.0333,87.21919788064864,91.61369357211377,51.15612493986175,89.61242656099601,91.61717902194759,2008
8,41642.94946,204299.055,67.13866925252802,75.05277219345976,90.1963632231865,88.4191188717731,98.70889612546186,2009
9,41701.0223,204261.7069,87.6758565188893,96.95703442651224,83.78435789248725,74.00837578395334,96.95672372959847,2010
10,41513.61527,204286.1329,67.17089441683882,74.92788406345544,86.03392697143542,89.00969421414209,94.4752011272531,2011
11,41619.48192,204273.3088,48.23317505291937,64.96391589296647,48.6017613381335,87.853009480873,96.24479414696552,2012
12,41684.4859,204247.3604,81.33048842650024,96.09909117486663,75.24708057511256,84.01263717600663,92.08072710619803,2013
13,41591.14582,204181.2118,66.39057856546734,67.41526311570559,74.18212760522704,84.45727123454664,89.53543066948528,2014
14,41563.2081,204364.9004,72.19287153070017,59.59673225370264,78.38632174879558,92.95031680537129,96.38922117332099,2015
