,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41564.53508,204206.635,91.157875725434,75.50059865374325,79.15758502591741,77.60268549978547,91.56284164211576,2001,-215.2239254907385
1,1,41548.70351,204311.6093,84.08161975481542,93.72572993797164,62.476123007029486,88.006681766289,95.87278253802054,2002,-215.2239254907385
2,2,41589.68646,204167.8156,70.27416835121653,89.66543782698994,82.07570794910771,91.74516543374928,90.19214398808715,2003,-215.2239254907385
3,3,41668.92012,204238.2888,81.17977664816361,73.52395462775598,89.33885662102871,88.8926971867833,95.1592538106051,2004,-215.2239254907385
4,4,41521.64592,204334.5815,87.24190868981837,91.0946348281068,74.68599063707879,90.03765344722072,83.51361213655196,2005,-215.2239254907385
5,5,41617.05436,204259.0171,74.820718664556,77.77598465192428,90.85486160414172,91.20512074827325,85.49029346719861,2006,-215.2239254907385
6,6,41576.95294,204271.2311,85.61127111168709,68.40662087605779,92.3609223589492,95.02287955887456,95.95118842482243,2007,-215.2239254907385
7,7,41533.54743,204357.0333,90.40091593677796,67.57715370506742,83.26699944454018,76.97151751567469,93.81237160697124,2008,-215.2239254907385
8,8,41642.94946,204299.055,79.74794739248404,29.981586927345795,70.30909348895241,98.1748147490399,92.18667910504593,2009,-215.2239254907385
9,9,41701.0223,204261.7069,91.1710415598304,87.35524976642562,83.4428534941801,82.90555745010896,96.42977304089789,2010,-215.2239254907385
10,10,41513.61527,204286.1329,88.54736390553516,95.30181772144078,38.06142418895118,86.09963517013924,90.51035571711324,2011,-215.2239254907385
11,11,41619.48192,204273.3088,97.61934574349532,98.36428194305029,59.49312291342687,97.429796803529,94.75047869242944,2012,-215.2239254907385
12,12,41684.4859,204247.3604,80.67030374437049,92.0264042409354,79.67626005313227,80.97791588156637,98.10414136680458,2013,-215.2239254907385
13,13,41591.14582,204181.2118,93.48827980515358,84.116475518125,94.17645405252786,95.64645770837244,89.37688859460981,2014,-215.2239254907385
14,14,41563.2081,204364.9004,88.96382290278831,82.76970271167245,95.79738757849331,92.18634016998564,83.93062848639524,2015,-215.2239254907385
