,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,107719.9937888889,183326.6925333333,132.43556295391028,92.12564198847956,67.5343990092802,49.43827219779252,36.746441332624265,27.779623666027483,21.61908235681082,18.127793778757667,1,0.913258315377171
1,107755.86151818182,183331.1214,57.08069432806943,30.365136312849806,19.648758053298668,15.252196007049093,15.932902956386524,19.215565413119865,22.955089606751994,26.268578072278068,2,0.913258315377171
2,107797.93544545454,183278.9048727273,118.42588629572519,94.70234120353966,101.21744150151555,115.61178140804395,133.63628363818373,150.01324550890203,161.8731543831296,169.64084978261394,3,0.913258315377171
3,107764.40281538464,183318.4132153846,54.025517459382186,21.293233991462216,3.855803340367277,-4.8269348075654435,-4.416152295992948,2.9632988290718285,13.58187729020763,24.033243702892946,4,0.913258315377171
4,107723.42537142856,183309.4027142857,163.41526010041161,117.19351207110117,87.86504853307127,65.09409535520425,47.425061414983176,33.178552888901,22.02374968940299,14.570187677234275,5,0.913258315377171
5,107742.897625,183330.1258375,80.89869499750088,51.45071632770887,38.033535964156435,30.372733295572903,26.887199077137648,25.27060711759897,24.158665345567893,23.530520941022907,6,0.913258315377171
6,107806.755275,183274.783715,106.98642006605563,78.91716114524591,86.3531025693182,103.78564270295608,126.52653858726389,148.13060885004475,164.48545879684144,175.44364481656982,7,0.913258315377171
7,107758.59206,183312.54344,58.395483178246245,29.65046785809264,15.154113894268852,7.941671545932744,7.897163465986633,13.086184786245125,20.65613589208619,28.20745680826696,8,0.913258315377171
8,107776.02779,183310.31861,75.91678357152534,54.22004360210342,54.9681599073442,62.056188357568395,72.49830448150554,82.38776824951869,89.48642018719008,94.01326274048827,9,0.913258315377171
9,107726.3215,183318.8376333333,165.78393567650699,122.88618074134999,99.93162793975387,82.3896754278293,67.31084356374986,52.32494283519657,37.975762834023435,26.665767432518486,10,0.913258315377171
10,107766.74172,183327.35406,47.29938001240582,23.005014045128906,13.996908028387082,11.627386336045602,15.123234111536132,22.131338025839547,29.980120480148273,36.939991688419525,11,0.913258315377171
11,107777.31210000002,183299.6196181818,71.97644159520975,51.778378767882394,55.92333245671802,66.88423922821751,81.42073132492112,95.16299681904671,105.41947373256873,112.20768562395251,12,0.913258315377171
12,107751.80372307693,183298.45846153845,128.48573206085194,91.77573543908198,78.11055994189319,70.81134122062045,66.54423419181063,61.83835832841061,55.90484531796921,50.45367718653998,13,0.913258315377171
13,107732.68432857144,183327.4764857143,100.72291657177703,71.04625005123805,62.537751447727395,59.96761319806974,60.31497016353593,60.130974957323474,58.179461834520374,55.6535118755977,14,0.913258315377171
14,107776.3765111111,183291.22352222225,102.11196453621041,76.7208546363799,76.23578185154855,82.97100181321504,93.79371058671344,104.56712178445959,112.83821268975403,118.61619876629717,15,0.913258315377171
