,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos
0,107719.9979,183326.6793,41.11657540634541,67.0470521940954,60.030849863230976,61.73789243166607,102.1335968524705,129.48336994016356,97.20610839739544,61.41924373610477,1
1,107755.6395,183331.2104,11.471925482626,39.24668428949287,64.1590117650622,89.56905098091039,102.10455169833511,141.78376066695972,104.72829626679463,86.27932364204113,2
2,107797.4476,183278.6469,47.70129361969484,86.73585015321245,160.96708083190873,205.57900695763374,285.04811527863774,206.85641407628006,115.35409312827986,78.23173923882688,3
3,107764.0831,183318.0822,11.208103614920406,32.10347033481137,63.922045302978724,92.11958462707436,116.03169500675509,98.56583917546945,116.46883099123478,90.79934055408557,4
4,107723.0048,183309.1898,49.43182047144799,82.69132889270193,100.46626096847662,111.32232668874593,107.08542871655092,106.63262013268483,76.5163369579948,65.08223368624587,5
5,107742.871,183330.0981,36.40922789746246,47.2794187963112,151.6477288552708,85.41391522319802,135.1574514618671,114.99959768693591,88.80624629451712,63.75897836627754,6
6,107806.7161,183274.99,54.79968450606887,70.17739283518242,149.61830618164825,180.57488994937728,210.18718631632345,176.34651458601,152.04364881590092,95.43872132053659,7
7,107758.6659,183312.5732,41.62066994666426,35.008064572626814,86.9584271788044,74.05274191784576,116.36219043986122,125.854367377138,112.59217504226955,85.27575333066758,8
8,107775.383,183309.8767,43.54319356313824,77.81430646803878,55.262553400259264,87.699515493191,82.38564889541425,62.24298136731393,123.47975519945055,77.35910505013902,9
9,107726.3815,183318.7508,47.92443940348402,93.17063117633022,64.66176549243961,168.98728143647645,84.38257426477684,78.84727314550777,79.73189330026169,53.51552797721507,10
10,107766.4694,183327.2822,24.997478779984487,27.43596362343222,79.18765903452534,78.60131366360501,117.62681809944279,156.99385605426517,96.79359673253258,65.58704762494251,11
11,107777.0025,183299.3846,33.51035881111465,58.70661600399236,87.12650742290795,129.73838302375006,120.41552509186295,104.04609731318259,100.7445367203005,84.61746804407247,12
12,107752.314,183298.7686,41.54125601876585,71.22752893654247,121.5937990381332,83.52725133917978,110.2315076354461,83.78618956728128,111.58575242961055,52.53847265792893,13
13,107732.7209,183327.4299,30.66784479528536,34.2335659912882,109.35765933981473,112.21656665857645,127.88403876354612,104.38107036774676,94.66734982590481,65.76758451310366,14
14,107776.5235,183291.4178,41.20681611843289,68.97137848781003,166.68053737773045,179.80767657167152,146.7761498457643,115.76717959140522,79.59930729242313,76.991174809901,15
