,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,53.19959071209903,96.13235265162565,60.264088455084256,81.51506648824994,97.05724395609691,2001
1,41549.1776,204310.533875,65.88133137803545,97.69211406948605,93.14103560993654,69.18158381539216,96.20177701007745,2002
2,41589.569225,204168.115775,78.21415006922922,74.34505650127541,53.72487087492798,87.80436075025787,98.41104392664386,2003
3,41668.75582,204238.61746666665,91.96260902401868,87.90493446647227,68.75672292844784,91.89542139787449,98.03665872442893,2004
4,41521.489305,204334.882175,82.16158912225765,80.3216516086069,94.19987858419371,37.885908574888425,99.19335049417145,2005
5,41617.044348,204259.03512,95.96217346750015,81.44619998565558,76.89644276239021,87.28627126521268,94.47746020487178,2006
6,41576.955798,204271.22694,39.13141296992694,94.24685487408472,97.70578111419087,85.42316075939932,99.1513766216073,2007
7,41532.757848,204357.01175,73.96271636501459,79.86540639477542,77.29150162626166,87.83384800083255,90.80101997467423,2008
8,41642.451125,204298.9764,66.5199657881767,97.51088303032928,99.55554424833709,67.6989282849807,91.64954920953147,2009
9,41701.9493775,204262.2071625,76.34430255443402,66.35967335496731,57.89502379834311,69.35028290343845,95.2105990710059,2010
10,41513.514865000005,204286.3595,72.48235083886071,86.97216680749764,71.56248812793434,85.21112573160582,93.71677777386786,2011
11,41619.62907333334,204273.00583333336,74.9735864209566,82.58695057757865,56.983842099935465,90.40955679958718,94.47562770729017,2012
12,41684.651975,204247.00405,97.20268668829485,76.15274850159938,61.8438971274026,84.67914105284302,96.49540338265031,2013
13,41591.159478,204181.23082,89.13886768352515,78.23446589742176,46.12578353751335,84.33321796917541,99.06846729582595,2014
14,41562.70514875,204364.9238625,87.41899288587484,94.6947409526104,93.43244482370002,89.99859095613287,85.11347627217154,2015
