,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41564.53508,204206.635,63.15447716143683,85.98189416079133,51.96444723500511,75.13653452802153,94.15815620346044,2001,-148.85658605103984
1,1,41548.70351,204311.6093,70.04382371612431,91.42982653291187,81.87588294741315,72.83572897948122,91.10240652104628,2002,-148.85658605103984
2,2,41589.68646,204167.8156,69.1025161511678,75.77839332535561,48.12797077416073,97.5289102740553,89.70394037422187,2003,-148.85658605103984
3,3,41668.92012,204238.2888,83.42980130354817,59.50420335142542,85.96405979142023,87.33844861911575,93.00200078531486,2004,-148.85658605103984
4,4,41521.64592,204334.5815,82.59723740394205,97.04138480411484,37.31321703255034,88.77645842772561,97.03896590564094,2005,-148.85658605103984
5,5,41617.05436,204259.0171,74.86399682532316,51.38874927926662,90.50338837529462,88.88675038229567,94.15667293459096,2006,-148.85658605103984
6,6,41576.95294,204271.2311,50.06265562732081,78.62225440999971,67.3266700374913,84.55845115011032,98.13387697964043,2007,-148.85658605103984
7,7,41533.54743,204357.0333,86.6705469687323,97.2297633743551,97.5254607081014,68.03204391547452,86.5719098984901,2008,-148.85658605103984
8,8,41642.94946,204299.055,73.2595578583294,65.99963501275293,72.02730084119158,81.0513898321873,96.37063787003734,2009,-148.85658605103984
9,9,41701.0223,204261.7069,51.553082722957605,56.94241363994794,81.26745877513231,90.61574401296484,95.15526257024383,2010,-148.85658605103984
10,10,41513.61527,204286.1329,73.95704473093559,39.16231642647858,50.30760267825535,92.17299837086388,97.64663895371,2011,-148.85658605103984
11,11,41619.48192,204273.3088,75.89079957302745,48.46313834712922,58.63229373266622,86.43673844547283,97.47556939565204,2012,-148.85658605103984
12,12,41684.4859,204247.3604,61.41333799237072,85.70281220373197,76.15852050172066,92.73904186530324,95.2478706262238,2013,-148.85658605103984
13,13,41591.14582,204181.2118,70.83016393151567,76.60615969780092,67.12337491194903,87.22847117733893,92.05865799598736,2014,-148.85658605103984
14,14,41563.2081,204364.9004,83.91331480763257,50.92866877946088,47.8566424290061,91.0932450898282,93.4858746289,2015,-148.85658605103984
