,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,41564.53508,204206.635,111.90510917941091,-92.36426123269523,-90.90692344409979,282.7238245622639,1056.5893379967863,2001,0.12902486604533114
1,41548.70351,204311.6093,226.75663116358203,17.490653068179192,-65.58848763057513,124.48372889252337,640.1382696078473,2002,0.12902486604533114
2,41589.68646,204167.8156,113.94694633311482,-61.91459126360395,-19.420385698894925,385.4004390116464,1155.4153019605005,2003,0.12902486604533114
3,41668.92012,204238.2888,113.8759676499468,-62.10012052283115,-15.504805122301441,380.4260229160785,1110.8109036344629,2004,0.12902486604533114
4,41521.64592,204334.5815,283.41981979439953,44.563561299891305,-3.1689877278865453,283.90267057693626,918.9352588211923,2005,0.12902486604533114
5,41617.05436,204259.0171,106.40278862504384,-18.405009019809434,15.327386171191861,319.16817416835534,901.7175219872096,2006,0.12902486604533114
6,41576.95294,204271.2311,81.17551620729614,-108.84713380303549,-108.3619858814335,234.38295996439146,943.1737340054885,2007,0.12902486604533114
7,41533.54743,204357.0333,250.3918826516168,16.84803686748591,-57.097253837341455,180.6827433835712,768.0233203010225,2008,0.12902486604533114
8,41642.94946,204299.055,131.42671588175588,-65.86839600053582,-86.79292993632642,211.63119286231662,852.3398624058818,2009,0.12902486604533114
9,41701.0223,204261.7069,129.55541126119368,-7.08073364483316,62.80977150966198,443.5564158350496,1111.0240770235887,2010,0.12902486604533114
10,41513.61527,204286.1329,293.0886491332293,59.7293018404921,-9.079553557062749,230.9034063006474,807.7908014085156,2011,0.12902486604533114
11,41619.48192,204273.3088,84.48550997440296,-142.27182439323866,-122.12769629552193,209.30059405659364,764.8564580832175,2012,0.12902486604533114
12,41684.4859,204247.3604,152.01096124024954,-39.91797320117054,18.112747398729205,493.4271471916126,1392.1563947055502,2013,0.12902486604533114
13,41591.14582,204181.2118,118.02819297945118,-57.85551910851028,-16.66825683502627,374.4302290115283,1108.959399411453,2014,0.12902486604533114
14,41563.2081,204364.9004,337.46985530390947,96.05788379099945,4.40131022010047,207.07233094632002,739.8378002087076,2015,0.12902486604533114
