,Unnamed: 0,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,0,107719.9937888889,183326.6925333333,43.50832664582999,59.39924517483544,71.60001529964383,82.93566288610793,128.46781940553612,83.89327710432411,117.69651076659264,87.73388085117993,1,-0.5457290240609949
1,1,107755.86151818182,183331.1214,38.75517556292655,47.85301605693264,76.76955257919381,84.51724852262777,108.8301903448095,89.61953938090475,123.9816539514156,69.61650453879021,2,-0.5457290240609949
2,2,107797.93544545454,183278.9048727273,46.648059375827245,82.2434711972514,119.44127988640534,178.92994557844045,198.0031876007556,189.0308924023028,127.92649961165708,83.90125089075745,3,-0.5457290240609949
3,3,107764.40281538464,183318.4132153846,26.4817949329857,53.94347293306734,72.80918502420322,61.764633218498055,128.2269415651316,76.7858412130692,100.4694869667564,94.81583532129793,4,-0.5457290240609949
4,4,107723.42537142856,183309.4027142857,51.21820766217655,89.34160372162168,88.26143323050914,77.44833724058225,106.35917757015928,79.98944402554338,97.2468065165303,103.74832255456548,5,-0.5457290240609949
5,5,107742.897625,183330.1258375,19.819580261090174,25.38575139886151,34.03312490422084,72.22643163389749,124.6288232478803,78.81455055635551,124.87582061854437,68.54811359128438,6,-0.5457290240609949
6,6,107806.755275,183274.783715,44.65321811020273,83.76588440619518,122.66189077701442,142.05281902826383,153.3144543663128,174.44657029624517,141.95438908881226,93.71290166492034,7,-0.5457290240609949
7,7,107758.59206,183312.54344,26.47414711457301,52.63727142488424,73.99615903093556,105.76512358299767,107.1358552939169,92.2911351468244,131.25676846782468,80.1791794547533,8,-0.5457290240609949
8,8,107776.02779,183310.31861,50.38141071731653,54.29778485491757,60.09595354819509,75.44836217394375,98.5541680319903,88.66979679062113,121.2755002499444,82.22561524516354,9,-0.5457290240609949
9,9,107726.3215,183318.8376333333,42.13904204082655,48.67685874087777,89.10524722392715,115.88692892207548,144.89674338322908,102.72283101486629,107.03339218108611,80.6281645768585,10,-0.5457290240609949
10,10,107766.74172,183327.35406,44.18199546079186,40.02419235219365,83.41600034291702,91.91081311394106,151.0231932294658,115.24687121368969,118.66606818001286,94.75044723171874,11,-0.5457290240609949
11,11,107777.31210000002,183299.6196181818,47.20492934618675,65.21848309161284,104.26540152517796,102.80058606751386,116.4107721281556,83.40576275434783,107.7449906470098,73.11558508712872,12,-0.5457290240609949
12,12,107751.80372307693,183298.45846153845,37.404664440783776,76.50023113031303,102.13421761897864,85.53382579441934,98.38103215990508,109.8009354179983,110.80101861643452,73.21502910451017,13,-0.5457290240609949
13,13,107732.68432857144,183327.4764857143,39.62292235766388,45.27990088000259,72.03750461978052,109.67838403066536,117.47215032738828,100.88668344088782,124.37954970863542,73.91511044194807,14,-0.5457290240609949
14,14,107776.3765111111,183291.22352222225,31.683714275607095,60.49926852848486,73.47503279370754,122.07759583768232,133.81071041706673,144.3714616358365,113.68244438648802,91.09950892978424,15,-0.5457290240609949
