Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,107719.9979,183326.6793,86.8524840095709,81.53471778525412,55.42926567082805,44.93073983243152,20.31123863636594,1
1,107755.6395,183331.2104,30.851100097175312,22.60091085219741,24.91112107767397,30.68039570054666,24.849887694099813,2
2,107797.4476,183278.6469,78.74573562657756,60.442287025372494,81.64211450404134,78.60874141194172,66.12686261462967,3
3,107764.0831,183318.0822,17.15150663806569,4.536220159986528,21.73397005008826,26.376175162312823,26.790379462673062,4
4,107723.0048,183309.1898,99.0477656213207,70.83777670262094,51.64737652196596,69.2796331134348,46.742309106768886,5
5,107742.871,183330.0981,58.35819242210149,32.5194405945002,34.357591418123484,37.07326206610375,27.334107375728305,6
6,107806.7161,183274.99,82.67717550875551,86.76546553750376,74.59308828202931,99.83275659702288,86.68032517607553,7
7,107758.6659,183312.5732,30.09092857427285,40.50646977394205,29.77824360945873,34.70024117424195,9.89058312338391,8
8,107775.383,183309.8767,64.23586659525796,66.89523772908522,64.55222813971137,87.01536621233348,81.78060766809732,9
9,107726.3815,183318.7508,98.81791545268298,76.19618047519327,67.46228662750694,73.92740474973458,41.65571666138917,10
10,107766.4694,183327.2822,13.270834748071964,32.05148160836478,21.8024671603545,26.73206699432065,38.39988389963225,11
11,107777.0025,183299.3846,71.55252232229383,74.88387535175414,78.50877982192127,69.23152370659999,92.24083632208594,12
12,107752.314,183298.7686,88.99771197510316,80.85844454005154,75.97419879767904,70.50552899914516,58.57892497730244,13
13,107732.7209,183327.4299,78.30141493857829,73.77994361656637,77.23522520156988,64.83040465712801,47.80570981305041,14
14,107776.5235,183291.4178,87.40074973307723,89.23497911970767,80.70427258218308,68.38833609726302,74.0494588803115,15
