Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,107719.9979,183326.6793,106.754955544239,75.51050752015308,50.37748923645528,31.400552708263085,21.25191972216822,1
1,107755.6395,183331.2104,33.54121936576995,26.596008221049928,26.525854847992832,28.835370582390624,31.230161060623622,2
2,107797.4476,183278.6469,121.52959650339166,122.50890265288834,133.71120514866388,144.9388657168654,151.7501773091737,3
3,107764.0831,183318.0822,23.66308046025216,15.306770764167595,14.949012351741931,18.53790013108728,22.93772244490867,4
4,107723.0048,183309.1898,124.19019540028636,90.08467243291172,60.75639867915366,37.30778203242798,23.832519287942954,5
5,107742.871,183330.0981,55.86279275729756,43.56635665039228,36.712681721307845,32.228349763686886,29.85916016325012,6
6,107806.7161,183274.99,94.36358279858142,102.48585054735813,123.53986331243252,144.39250322431246,157.60806823218977,7
7,107758.6659,183312.5732,36.99544943555719,26.34789101953256,23.751366831309927,24.748422532720483,26.897996974136703,8
8,107775.383,183309.8767,70.54045407937849,70.4787405417841,77.70741337889267,85.10143074181131,89.5408056612169,9
9,107726.3815,183318.7508,136.33274247188493,105.25451877328736,77.97488921019911,54.31376671345022,39.05279181649057,10
10,107766.4694,183327.2822,25.32397433007684,21.54357136787123,25.15740863059192,31.33805037197751,36.72953381359832,11
11,107777.0025,183299.3846,60.12421727485085,67.38271033308791,83.10911563011928,98.00795424365532,107.05285221948864,12
12,107752.314,183298.7686,105.4437606275212,85.08220765508139,70.8618756521344,59.58552068494365,52.5968658354199,13
13,107732.7209,183327.4299,78.1648391420859,70.36771685101805,68.11955773212398,66.38144297392246,64.58529055652768,14
14,107776.5235,183291.4178,90.31452799852192,88.78624089146732,96.0126997995945,104.14866131388231,109.63705829563678,15
