,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,77.27066744380156,74.022214799219,96.66784690357623,85.55164650298923,87.79227999150918,2001
1,41549.1776,204310.533875,92.78932669279857,57.033153297924486,76.006976962667,79.42173997594192,98.33965713980461,2002
2,41589.569225,204168.115775,73.85649703379342,75.08914752874054,95.0957072422999,91.61904934725918,92.98368955963161,2003
3,41668.75582,204238.61746666665,93.19668453048595,82.27485025317092,58.80198603213209,89.21350184047736,86.5713227011278,2004
4,41521.489305,204334.882175,63.49056755093426,83.73034294044866,64.52563004259802,85.15690236806212,93.78856308105024,2005
5,41617.044348,204259.03512,73.6891320467542,71.55257319962574,80.52575902919534,92.1889430863354,90.56476226140958,2006
6,41576.955798,204271.22694,52.428101810668934,70.28457193905555,33.34348998817898,86.82486813020142,95.08846279561806,2007
7,41532.757848,204357.01175,82.08029556350778,60.36574043970938,70.33306577518164,74.38053738066856,84.72342475960659,2008
8,41642.451125,204298.9764,61.80306906203952,83.11277865105214,94.93861105606958,84.2785809378411,86.44035145852607,2009
9,41701.9493775,204262.2071625,86.44242877911317,75.57487280701001,89.2285166826927,78.54194450042718,97.43427917698732,2010
10,41513.514865000005,204286.3595,92.91106151570096,89.78961495406365,82.5375794100367,81.8399202656264,91.08500776465132,2011
11,41619.62907333334,204273.00583333336,53.33193789023591,95.84371742429828,74.28953934954845,74.93637129416952,90.05575053985916,2012
12,41684.651975,204247.00405,72.993825555462,86.06004755119524,82.49169115558739,76.1210241192409,93.97359936965145,2013
13,41591.159478,204181.23082,59.736901553224186,47.04074074413476,66.24832195097522,71.28105449085285,95.43003495258566,2014
14,41562.70514875,204364.9238625,88.3094862553101,67.99184236469834,79.029077955311,80.42999365251121,97.40755402672674,2015
