,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41565.59265666668,204206.96052222225,85.13059012502791,77.11486597219451,56.61708718451006,87.51361236025431,97.01520913012796,2001,-188.0606067743407
1,1,41549.1776,204310.533875,89.21898045763037,78.08522405428661,54.637078712438125,83.53960345659853,99.89799689493744,2002,-188.0606067743407
2,2,41589.569225,204168.115775,70.83630370047379,76.75236876838886,63.52877497567227,87.41090320954305,87.79453377117285,2003,-188.0606067743407
3,3,41668.75582,204238.61746666665,80.31289364488903,73.94921027025079,86.56908212958615,73.68519448581495,91.24676791530337,2004,-188.0606067743407
4,4,41521.489305,204334.882175,57.70811926644996,86.8286815261996,75.10043098185528,76.42824922520697,88.4946501563787,2005,-188.0606067743407
5,5,41617.044348,204259.03512,53.98141103265146,63.34560097449846,86.502233184897,78.71269464603623,95.62799430502191,2006,-188.0606067743407
6,6,41576.955798,204271.22694,81.24080117008083,85.10055531826714,39.32743004112967,96.04835295260048,97.27713513023456,2007,-188.0606067743407
7,7,41532.757848,204357.01175,73.60858560601626,81.86208947979824,86.88477545855174,66.13078908753354,89.85530430114409,2008,-188.0606067743407
8,8,41642.451125,204298.9764,78.20956927547438,87.87756018103626,58.97151630595998,64.8453399454305,93.89742607878658,2009,-188.0606067743407
9,9,41701.9493775,204262.2071625,96.01913275154828,88.13142858283106,84.79748140301753,91.39530435971928,88.11558367782345,2010,-188.0606067743407
10,10,41513.514865000005,204286.3595,87.85277936378515,46.0047502399926,73.7468759723843,97.67440355287178,95.67281743943587,2011,-188.0606067743407
11,11,41619.62907333334,204273.00583333336,93.06601388190496,17.586756608666644,69.4850378478411,84.19649230700996,99.50371819487536,2012,-188.0606067743407
12,12,41684.651975,204247.00405,72.25588755115702,76.07612713085697,89.13528474913669,96.46257683153053,95.46345141618876,2013,-188.0606067743407
13,13,41591.159478,204181.23082,82.24034091844494,59.467044651598535,83.68851268101083,76.64754258722888,94.82518414295949,2014,-188.0606067743407
14,14,41562.70514875,204364.9238625,71.37748546603494,83.16800419476439,72.63171525897472,97.03157989647136,86.12355681350645,2015,-188.0606067743407
