,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41565.59265666668,204206.96052222225,76.365535342768,77.7083740678273,88.9073507811033,80.23495145334084,98.06033114556948,2001,-188.68131123802468
1,1,41549.1776,204310.533875,90.24436588700438,73.50648922223084,81.26659017031699,95.6450359292461,93.83549220430513,2002,-188.68131123802468
2,2,41589.569225,204168.115775,87.9512583465374,89.13067101118375,59.30270334653253,82.67036348414652,93.7591121706648,2003,-188.68131123802468
3,3,41668.75582,204238.61746666665,69.2028783485724,74.90144599093956,90.35778928440736,81.23379982048394,90.78390614683174,2004,-188.68131123802468
4,4,41521.489305,204334.882175,56.81132383705671,85.21550547433269,85.76711383760707,86.4486658932123,97.25846274675428,2005,-188.68131123802468
5,5,41617.044348,204259.03512,87.69166905229287,79.56465497583872,85.38928729304767,81.21536876165942,93.92433493300746,2006,-188.68131123802468
6,6,41576.955798,204271.22694,78.66750024685398,44.23403356882702,78.60018538437157,84.46534254854203,98.03664805479828,2007,-188.68131123802468
7,7,41532.757848,204357.01175,82.48448551240449,71.82427353875615,74.0911556120297,87.45213943827665,88.76139161262599,2008,-188.68131123802468
8,8,41642.451125,204298.9764,88.24086256883074,85.64810151974254,93.87338718546984,95.82154507049113,88.23846201000025,2009,-188.68131123802468
9,9,41701.9493775,204262.2071625,82.71883974313009,77.63585413768914,92.6654819442426,85.21605948019784,84.7089415424227,2010,-188.68131123802468
10,10,41513.514865000005,204286.3595,73.51638731578718,62.96390835582628,92.4155784089458,81.2502063346735,84.11588242619044,2011,-188.68131123802468
11,11,41619.62907333334,204273.00583333336,88.20844098190834,97.98911434889304,68.50265445305712,95.43812396838068,97.98911434889304,2012,-188.68131123802468
12,12,41684.651975,204247.00405,88.32673067939335,74.76509214299405,54.700525004709874,92.08325661867792,85.22368579746433,2013,-188.68131123802468
13,13,41591.159478,204181.23082,62.59903727183364,92.73347643504914,70.89447615346904,80.9698754193969,86.21152525990655,2014,-188.68131123802468
14,14,41562.70514875,204364.9238625,82.94933470893979,71.98792694148268,82.16647277059417,41.36056392209449,90.37258658729117,2015,-188.68131123802468
