,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41564.53508,204206.635,84.88266431899606,99.2563927722063,68.41418183090938,99.25672232019801,88.94156130271281,2001
1,41548.70351,204311.6093,96.55817248828069,79.71620450578114,78.07010937059793,90.47272771772037,93.06395630270218,2002
2,41589.68646,204167.8156,84.71080085480453,58.893867367142064,57.2189869721098,91.43872563816865,93.17155672772859,2003
3,41668.92012,204238.2888,97.3168256071767,81.59429416829408,98.07423359244062,58.14736499079243,98.07600287558354,2004
4,41521.64592,204334.5815,87.50908252330765,59.66195659567373,86.79262554353178,93.29711290302393,76.09470364401406,2005
5,41617.05436,204259.0171,76.63972000687153,70.08276129832967,91.06147616742153,84.8685491873261,83.74150104407316,2006
6,41576.95294,204271.2311,56.1402298247549,47.23913145997269,75.45880474491123,93.01052504277176,93.68008659871934,2007
7,41533.54743,204357.0333,97.08101423059412,73.00349045940207,81.00574365106763,79.66530698856829,92.0436086565313,2008
8,41642.94946,204299.055,63.142179573389484,63.61716439261049,80.70691442380837,98.96163483667094,97.40451193756394,2009
9,41701.0223,204261.7069,82.83714115157268,80.73941933932207,72.86314543133233,82.27188156182423,88.83762946713469,2010
10,41513.61527,204286.1329,57.286875847497285,76.95856816638755,74.54949680234392,92.47181434633576,94.49122738978808,2011
11,41619.48192,204273.3088,55.175075184520345,52.095861001960344,39.40316580490052,90.60221689476666,97.30916201218184,2012
12,41684.4859,204247.3604,90.19855098055402,74.79106409682987,73.11282419045875,84.56500865121727,94.31853499932767,2013
13,41591.14582,204181.2118,73.82114310785514,67.08398477314988,69.41890602035303,71.66848104206343,94.54655946725786,2014
14,41563.2081,204364.9004,86.8169773919526,86.72639960537474,79.22892806783763,88.89730550231961,74.88026720324393,2015
