Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,107719.9979,183326.6793,92.674957661579,72.16268984003614,63.644715258794015,67.69536999865973,33.709833726185714,1
1,107755.6395,183331.2104,18.84409110039397,43.194340226922655,37.71743716881544,45.62730309332698,18.453747312420983,2
2,107797.4476,183278.6469,71.63697041591259,82.79790254860882,70.62343458994842,82.68886283297834,66.96931066484954,3
3,107764.0831,183318.0822,11.433798113178728,16.608147020330392,27.6815469510303,21.78682327319859,17.12346616090966,4
4,107723.0048,183309.1898,91.6823757747993,83.66488527973553,67.30681024094443,69.31704583350826,35.9394280589833,5
5,107742.871,183330.0981,43.32007036599053,34.9840513780662,48.2672444458161,45.90511412575064,52.73635307962987,6
6,107806.7161,183274.99,84.48661655009694,80.3844068249446,79.66188925154029,85.96460110763307,86.2053809665784,7
7,107758.6659,183312.5732,31.932994770633528,29.59812779419092,25.27856598945122,31.87580673883081,40.1421725099975,8
8,107775.383,183309.8767,75.94826643502103,72.43239066367316,78.25930162607587,62.470785966512,84.65538251640126,9
9,107726.3815,183318.7508,92.59361598121843,88.05984718781174,84.92445416042673,64.91462593876466,80.45540891541604,10
10,107766.4694,183327.2822,28.206312409861813,18.70425794872866,22.48507331510733,32.50689423535564,48.426785296530575,11
11,107777.0025,183299.3846,72.80774315623152,58.916194359597455,85.79573235081921,73.45318079513902,85.46743857925858,12
12,107752.314,183298.7686,89.99658786740028,85.60244894023799,70.15103304692437,72.03711800258206,83.05030227271347,13
13,107732.7209,183327.4299,73.98037859713432,71.3237632293319,68.19232417039497,71.88172079183555,72.41215643480055,14
14,107776.5235,183291.4178,63.17205470026388,55.74619688607665,84.24231117814024,98.3516922804444,92.1191035914684,15
