Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,107719.9937888889,183326.6925333333,45.9386410341909,102.77352896801295,78.05148852119972,75.32237791826738,21.86534344329032,1
1,107755.86151818182,183331.1214,23.62100258428315,40.67804015562253,60.48619702688039,57.84753999177151,23.058583890427787,2
2,107797.93544545454,183278.9048727273,29.74487944126421,106.52702907132394,270.8323549179198,229.7346396406512,44.86104976941629,3
3,107764.40281538464,183318.4132153846,36.39256655687119,39.4328895007282,82.41411844828909,55.10950338766652,14.936452879601948,4
4,107723.42537142856,183309.4027142857,51.91685985053599,106.18954304253931,115.85992757226398,94.0914742715006,27.43975999728738,5
5,107742.897625,183330.1258375,37.07620172121793,35.664892986013044,60.89720841730868,79.70240422932623,30.806086892823583,6
6,107806.755275,183274.783715,39.53061965522835,115.82553393274628,182.31110540704287,233.431826556116,49.39450247307612,7
7,107758.59206,183312.54344,35.48218614925365,41.04974146388786,87.82154833570301,55.77443195261143,25.51539655046224,8
8,107776.02779,183310.31861,40.24438719088924,85.15189506267126,131.67437480297178,108.31247973787498,44.37001375155255,9
9,107726.3215,183318.8376333333,43.073263131220585,106.6241323883145,148.87533633410726,107.32864592917232,33.72501915864326,10
10,107766.74172,183327.35406,21.92928510953236,27.31214517502473,68.28047758247367,75.79746357811925,24.931446907045107,11
11,107777.31210000002,183299.6196181818,51.72429751299842,95.99639701193924,126.07653825239072,130.91972503542027,47.83261847044024,12
12,107751.80372307693,183298.45846153845,52.06765443290188,77.70831725495971,154.52469189786407,129.25702348448215,36.50212099487415,13
13,107732.68432857144,183327.4764857143,44.49472984828608,86.345539252399,117.42349219761006,75.27267162584005,36.12933306268865,14
14,107776.3765111111,183291.22352222225,47.77147790119686,102.42327705399214,153.91297304259098,176.94409543331295,42.75661747341791,15
