x,y,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,Unnamed: 0,x_clhs,y_clhs,z,t,code,depth,ph-eau,CEC,clay,silt,sand,TOC,humus,bd,vwc,copeky,temp,rperm,iperm,x_clhs,y_clhs,z,t,HCPHQP,PRPHQP,HCP1QP,PRP1QP,HCP2QP,PRP2QP,HCPHIP,PRPHIP,HCP1IP,PRP1IP,HCP2IP,PRP2IP,Unnamed: 0,x_clhs,y_clhs,z,t,code,depth,ph-eau,CEC,clay,silt,sand,TOC,humus,bd,vwc,copeky,temp,rperm,iperm,bulk_ec_hp,bulk_ec_dc_hp,bulk_ec_tc_hp,bulk_ec_dc_tc_hp,water_ec_hp,water_ec_hp_t,iperm_water_t,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,bulk_ec_inv,bulk_ec_dc_tc_inv,ideal_bulk_ec
107719.9979,183326.6793,26.1909152,40954.67,57.35405828991824,64.25718400465516,53.06648128199058,72.02920189979466,37.27781413785084,59.175440943248766,0.99,0.96,1.04,0.15,1.31,-3.69,5166,107720.118,183326.96,26.1909152,40954.67,1,10,6.6,15.16,22.84,42.132,35.028,19.3,3.9,1.617,0.27619,22,25.9,21.7,18.4,107719.9979,183326.6793,26.1909152,40954.67,57.35405828991824,64.25718400465516,53.06648128199058,72.02920189979466,37.27781413785084,59.175440943248766,0.99,0.96,1.04,0.15,1.31,-3.69,5166,107720.118,183326.96,26.1909152,40954.67,1,50,6.86,28.088,54.928,34.73,10.343,0.0,0.0,1.492,0.40361,20,25.4,56.8,89.9,0.09991773308862842,0.0635,0.09904418245569187,917.3097557004457,0.15139050467974002,0.15016740731779626,53.98549403113093,124.8481200719244,68.39422422776498,37.77584161055757,22.216470596466525,19.099222487317306,68.39422422776498,64.26321084473523,0.176864
107755.6395,183331.2104,26.8825864,42473.18,13.98124343148456,20.162956994912747,20.75511936979604,23.81303326437108,31.36378797315815,29.34047339509133,0.97,1.04,1.01,0.45,1.3,-2.5,19244,107755.589,183331.1,26.8951584,42473.18,2,10,6.36,6.33,10.27,50.16,39.569,12.2,2.4,1.698,0.25845,14,23.3,16.8,7.5,107755.6395,183331.2104,26.8825864,42473.18,13.98124343148456,20.162956994912747,20.75511936979604,23.81303326437108,31.36378797315815,29.34047339509133,0.97,1.04,1.01,0.45,1.3,-2.5,19244,107755.589,183331.1,26.8951584,42473.18,2,50,6.77,7.12,14.82,52.238,32.942,0.0,0.0,1.77,0.25845,15,23.0,20.6,12.8,0.025590945481543604,0.00926,0.026671291234368923,146.29261753476015,0.1233298577423788,0.12851538799581336,46.201548228596494,35.920293688412336,17.876337074675767,19.69727594266058,28.14041758466512,35.911812853499534,17.876337074675767,17.248673764209062,0.02023
107797.4476,183278.6469,28.4585888,42812.37,103.55076640381095,76.10347003479123,128.3311197916262,98.69369189262422,140.30695266995386,129.875783353568,0.96,1.04,1.06,0.49,1.71,-2.57,22350,107797.402,183278.579,28.4706568,42812.37,3,10,6.6,9.75,14.066,45.87,40.063,17.2,3.4,1.529,0.27,1,25.6,19.5,12.8,107797.4476,183278.6469,28.4585888,42812.37,103.55076640381095,76.10347003479123,128.3311197916262,98.69369189262422,140.30695266995386,129.875783353568,0.96,1.04,1.06,0.49,1.71,-2.57,22350,107797.402,183278.579,28.4706568,42812.37,3,50,7.37,21.549,37.307,28.79,33.903,0.0,0.0,1.248,0.47371,3,26.4,60.9,97.8,0.10748150836195498,0.06989,0.10440048116972918,972.6618563285871,0.15111635622067485,0.14691137089368703,52.81494219116411,130.90800436840968,116.85635676015184,131.7668787514707,150.2164964603011,162.10671939213177,116.85635676015184,108.44948028963678,0.14609
107763.959,183318.2535,27.3376096,42491.37,4.375736976315452,15.673926870994302,7.377176589669389,15.787339657368369,25.002127686151,14.8658814048356,0.97,1.04,1.02,0.47,1.32,-2.9,19352,107763.816,183318.112,27.3446688,42491.37,4,10,6.33,5.8,11.237,47.195,41.568,12.8,2.6,1.636,0.26113,13,24.2,14.0,5.6,107763.959,183318.2535,27.3376096,42491.37,4.375736976315452,15.673926870994302,7.377176589669389,15.787339657368369,25.002127686151,14.8658814048356,0.97,1.04,1.02,0.47,1.32,-2.9,19352,107763.816,183318.112,27.3446688,42491.37,4,50,6.79,6.41,14.739,45.399,39.861,0.0,0.0,1.742,0.23969,10,24.4,21.5,14.4,0.027794978418854376,0.01063,0.028126774221433195,159.39364886968377,0.12706275848619145,0.12862809215380297,46.24206560688189,26.23391039255724,4.845570492902729,5.730889117630836,17.025975834226756,29.05776758207165,4.845570492902729,4.361449577962064,0.01928
107723.0048,183309.1898,26.586,40592.63,71.89690929671438,73.6523012338056,65.34462101399674,83.59665955766927,41.84196454093233,71.34383034260946,1.0,0.97,1.02,0.25,1.31,-3.02,1556,107723.005,183309.182,26.586,40592.63,5,10,6.6,16.57,26.081,39.904,34.015,23.0,4.6,1.524,0.28979,9,24.2,20.3,16.8,107723.0048,183309.1898,26.586,40592.63,71.89690929671438,73.6523012338056,65.34462101399674,83.59665955766927,41.84196454093233,71.34383034260946,1.0,0.97,1.02,0.25,1.31,-3.02,1556,107723.005,183309.182,26.586,40592.63,5,50,7.13,32.962,60.946,33.328,5.725,0.0,0.0,1.291,0.46804,7,25.4,51.0,67.1,0.08565845889528177,0.05172,0.08490957279997804,747.1379616508198,0.14580163216218175,0.14462368779874954,51.99251537916287,144.5129077705391,84.8060529036617,48.8145473365781,26.993358840840816,19.229438166664767,84.8060529036617,79.9449013516566,0.293785
107742.7404,183330.3354,26.664,41813.36,28.522242695986773,31.999496955421492,33.32459746062346,40.62643075125067,32.05625429202808,42.05485068612317,0.97,1.01,1.01,0.32,1.28,-3.06,14669,107742.651,183330.207,26.664,41906.95,6,10,6.5,9.941,15.97,45.215,38.815,16.8,3.4,1.626,0.30258,16,24.6,23.8,15.5,107742.7404,183330.3354,26.664,41813.36,28.522242695986773,31.999496955421492,33.32459746062346,40.62643075125067,32.05625429202808,42.05485068612317,0.97,1.01,1.01,0.32,1.28,-3.06,14669,107742.651,183330.207,26.664,41906.95,6,50,6.99,14.162,26.589,43.811,29.6,0.0,0.0,1.379,0.45196,18,23.7,43.8,61.1,0.07472348859727368,0.04302,0.07673198153109081,662.1326258496704,0.15019796702969584,0.15425430498820983,55.45474221043147,61.74567442589643,36.71336524938165,29.98707131816328,29.512548830815884,31.282800829552524,36.71336524938165,35.38625047088424,0.088047
107805.4925,183273.6275,28.6522848,42915.67,98.84199716745071,64.25718400465516,129.62941692857828,86.6152477926409,154.50460289705504,124.24284020675351,0.96,1.03,1.06,0.37,1.8,-3.18,23383,107805.822,183273.987,28.65,42915.67,7,10,6.56,9.868,15.173,44.224,40.602,17.8,3.6,1.643,0.23186,2,26.2,15.0,9.4,107805.4925,183273.6275,28.6522848,42915.67,98.84199716745071,64.25718400465516,129.62941692857828,86.6152477926409,154.50460289705504,124.24284020675351,0.96,1.03,1.06,0.37,1.8,-3.18,23383,107805.822,183273.987,28.65,42915.67,7,50,7.32,7.422,14.696,28.668,56.637,0.0,0.0,1.691,0.2201,12,27.5,18.1,15.9,0.026516602107744352,0.00984,0.02519767704760689,131.43982696699075,0.15044880628507432,0.14310099199919166,51.445103084667466,99.29908700306696,93.81445002685848,121.82488623110844,153.54209845858543,173.7526414296768,93.81445002685848,84.91526975534084,0.020093
107758.6659,183312.5732,27.35,42107.27,12.846825709687282,23.42794557705947,16.936834350195006,25.819920952739487,29.981565988131177,27.554334154054335,0.98,1.01,1.02,0.39,1.36,-2.79,15706,107758.685,183312.601,27.35,42107.27,8,10,7.23,6.785,12.324,45.037,42.639,15.5,3.1,1.602,0.25825,405,21.9,16.7,8.8,107758.6659,183312.5732,27.35,42107.27,12.846825709687282,23.42794557705947,16.936834350195006,25.819920952739487,29.981565988131177,27.554334154054335,0.98,1.01,1.02,0.39,1.36,-2.79,15706,107758.685,183312.601,27.35,42107.27,8,50,6.33,7.612,16.873,46.152,36.975,0.0,0.0,1.876,0.15773,423,22.4,12.7,9.4,0.017251434507493765,0.00421,0.018212069121899658,68.01595803715372,0.15863388052867833,0.1673949569997102,60.17883383192909,41.457616030912966,16.175641858065823,14.776663357270438,23.02779734203944,32.17649496627236,16.175641858065823,15.771923926847352,0.011288
107776.6894,183310.7317,27.5510368,42797.16,45.48872797124076,31.591296494030683,63.04771734860391,44.894575219023,81.01528462947698,67.95058072962635,0.95,1.05,1.0,0.5,1.44,-2.67,22198,107776.692,183310.756,27.5510368,42797.16,9,10,6.56,6.147,11.631,49.871,38.498,12.5,2.5,1.575,0.25897,11,23.9,16.3,7.3,107776.6894,183310.7317,27.5510368,42797.16,45.48872797124076,31.591296494030683,63.04771734860391,44.894575219023,81.01528462947698,67.95058072962635,0.95,1.05,1.0,0.5,1.44,-2.67,22198,107776.692,183310.756,27.5510368,42797.16,9,50,7.24,8.751,18.018,45.765,36.217,0.0,0.0,1.78,0.30722,4,23.9,16.3,15.6,0.0246960924542596,0.00871,0.025253484703451557,133.0618755127298,0.16062499157242016,0.16428321658094258,59.060156704819235,74.20833884171029,64.51962940242149,75.10915103869452,88.06466730997792,96.15469461532628,64.51962940242149,62.47903056885241,0.032866
107726.3815,183318.7508,26.563,40950.86,82.99857036483952,78.55474985642411,82.78392725036295,96.1768100269839,54.11963393764161,93.13831216313636,0.99,0.98,1.01,0.24,1.37,-3.35,5128,107726.371,183318.719,26.563,40950.86,10,10,6.56,15.774,25.914,38.833,35.253,25.9,5.2,1.635,0.27443,24,23.3,20.8,18.1,107726.3815,183318.7508,26.563,40950.86,82.99857036483952,78.55474985642411,82.78392725036295,96.1768100269839,54.11963393764161,93.13831216313636,0.99,0.98,1.01,0.24,1.37,-3.35,5128,107726.371,183318.719,26.563,40950.86,10,50,7.19,33.2,64.061,30.681,5.259,0.0,0.0,1.24,0.48412,23,23.7,58.6,79.3,0.09917697407186195,0.06288,0.10184275233462854,967.8033359699507,0.14531424772433985,0.14923869297891912,53.65161930229598,155.94891779248476,101.6651012380322,69.17811652301906,45.62540336962625,33.32795766437056,101.6651012380322,99.55591941823063,0.341196
107766.4694,183327.2822,27.1940128,42851.76,11.713439775190778,15.673926870994302,18.74333358544283,19.29821455859516,35.183320252375914,23.38842454677472,0.95,1.04,1.01,0.52,1.29,-2.6,22744,107766.469,183327.314,27.1795488,42851.76,11,50,6.75,4.891,12.692,54.808,32.5,0.0,0.0,1.681,0.21031,8,23.7,21.3,12.2,107766.4694,183327.2822,27.1940128,42851.76,11.713439775190778,15.673926870994302,18.74333358544283,19.29821455859516,35.183320252375914,23.38842454677472,0.95,1.04,1.01,0.52,1.29,-2.6,22744,107766.469,183327.314,27.1795488,42851.76,11,50,6.75,4.891,12.692,54.808,32.5,0.0,0.0,1.681,0.21031,8,23.7,21.3,12.2,0.025273329487892054,0.00906,0.025952651407188998,139.44494630864747,0.11687088780528117,0.12002717432383346,43.150017828568544,26.14588281686234,12.397666714864116,18.373230953193342,31.61003146969189,43.25874289602674,12.397666714864116,11.685883063222946,0.014682
107777.0025,183299.3846,27.85,42500.46,53.00651650242403,36.898146504835054,74.77646765343195,52.428620485837484,93.77454835032496,79.73396927381667,0.97,1.03,1.02,0.43,1.45,-2.6,19443,107777.021,183299.37,27.85,42500.46,12,50,7.24,8.064,16.931,50.535,32.534,0.0,0.0,1.898,0.16165,415,23.0,21.8,21.0,107777.0025,183299.3846,27.85,42500.46,53.00651650242403,36.898146504835054,74.77646765343195,52.428620485837484,93.77454835032496,79.73396927381667,0.97,1.03,1.02,0.43,1.45,-2.6,19443,107777.021,183299.37,27.85,42500.46,12,50,7.24,8.064,16.931,50.535,32.534,0.0,0.0,1.898,0.16165,415,23.0,21.8,21.0,0.03310994624624087,0.01395,0.03450771366476781,220.38682663173913,0.14880874717411624,0.15506556344369274,55.74639130585397,60.53298560475809,60.789992983333015,82.22541753988403,104.22030827944197,117.1523490135971,60.789992983333015,59.948260720078885,0.011373
107752.314,183298.7686,27.45,41407.83,64.6159422484762,62.2149836613003,71.62629513397535,76.80633417851006,59.89129736339786,80.5335360553798,0.99,1.0,1.04,0.22,1.4,-3.37,9680,107752.33,183298.809,27.45,41407.83,13,50,7.34,19.254,32.385,27.489,40.126,0.0,0.0,1.382,0.40536,470,23.7,30.8,38.6,107752.314,183298.7686,27.45,41407.83,64.6159422484762,62.2149836613003,71.62629513397535,76.80633417851006,59.89129736339786,80.5335360553798,0.99,1.0,1.04,0.22,1.4,-3.37,9680,107752.33,183298.809,27.45,41407.83,13,50,7.34,19.254,32.385,27.489,40.126,0.0,0.0,1.382,0.40536,470,23.7,30.8,38.6,0.05102676438816131,0.02565,0.052398312981957997,394.7861890526277,0.1523186996661532,0.15643231142446115,56.23774003641895,119.14188913789724,79.10709407557114,63.06791746301093,55.08110357299654,52.50368930617234,79.10709407557114,77.16995713543096,0.091297
107732.7209,183327.4299,26.5541536,41420.95,52.42740518083894,43.83866986596001,63.25638292234308,62.22673658005071,64.06892537181604,74.3391947180988,0.99,0.99,1.03,0.17,1.36,-3.48,9811,107732.66,183327.436,26.5541536,41420.95,14,50,6.92,7.14,12.707,11.525,75.767,0.0,0.0,1.628,0.14206,17,25.1,18.2,16.1,107732.7209,183327.4299,26.5541536,41420.95,52.42740518083894,43.83866986596001,63.25638292234308,62.22673658005071,64.06892537181604,74.3391947180988,0.99,0.99,1.03,0.17,1.36,-3.48,9811,107732.66,183327.436,26.5541536,41420.95,14,50,6.92,7.14,12.707,11.525,75.767,0.0,0.0,1.628,0.14206,17,25.1,18.2,16.1,0.026739038191895485,0.00998,0.02666899566745747,145.7912517270502,0.15064246868673514,0.15033671360213308,54.046359991100225,84.43951201756752,65.18584342713532,64.44849905310365,66.1630580788326,66.85229084634105,65.18584342713532,61.57827296151158,0.010183
107776.5235,183291.4178,27.95,42241.07,72.77186414859065,55.68046296622879,92.10260258851588,73.28624219198574,102.1328613791855,92.53759023930492,0.98,1.0,1.05,0.26,1.59,-3.59,17044,107776.543,183291.428,27.95,42241.07,15,50,7.45,10.744,22.892,50.941,26.167,0.0,0.0,1.724,0.30856,400,22.8,30.7,32.4,107776.5235,183291.4178,27.95,42241.07,72.77186414859065,55.68046296622879,92.10260258851588,73.28624219198574,102.1328613791855,92.53759023930492,0.98,1.0,1.05,0.26,1.59,-3.59,17044,107776.543,183291.428,27.95,42241.07,15,50,7.45,10.744,22.892,50.941,26.167,0.0,0.0,1.724,0.30856,400,22.8,30.7,32.4,0.04817847354827262,0.02372,0.05042705732088474,377.5419441549641,0.14435497692366328,0.15105444947328409,54.304387523705564,97.07575020760844,82.40863096650092,92.47305909628255,107.22643416849304,117.99111308455332,82.40863096650092,81.99628131762904,0.037271
107766.4694,183327.2822,27.1940128,42851.76,11.713439775190778,15.673926870994302,18.74333358544283,19.29821455859516,35.183320252375914,23.38842454677472,0.95,1.04,1.01,0.52,1.29,-2.6,22744,107766.469,183327.314,27.1795488,42851.76,11,50,6.75,4.891,12.692,54.808,32.5,0.0,0.0,1.681,0.21031,8,23.7,21.3,12.2,107766.4694,183327.2822,27.1940128,42851.76,11.713439775190778,15.673926870994302,18.74333358544283,19.29821455859516,35.183320252375914,23.38842454677472,0.95,1.04,1.01,0.52,1.29,-2.6,22744,107766.469,183327.314,27.1795488,42851.76,11,10,6.19,5.176,11.694,49.72,38.585,14.2,2.8,1.635,0.2534,19,23.3,16.3,7.3,0.016559194475144978,0.00384,0.017148600977618545,59.99070981615566,0.1077020778871218,0.1115315886323461,40.095837172255116,26.14588281686234,12.397666714864116,18.373230953193342,31.61003146969189,43.25874289602674,26.14588281686234,25.258135501210983,0.017833
107777.0025,183299.3846,27.85,42500.46,53.00651650242403,36.898146504835054,74.77646765343195,52.428620485837484,93.77454835032496,79.73396927381667,0.97,1.03,1.02,0.43,1.45,-2.6,19443,107777.021,183299.37,27.85,42500.46,12,50,7.24,8.064,16.931,50.535,32.534,0.0,0.0,1.898,0.16165,415,23.0,21.8,21.0,107777.0025,183299.3846,27.85,42500.46,53.00651650242403,36.898146504835054,74.77646765343195,52.428620485837484,93.77454835032496,79.73396927381667,0.97,1.03,1.02,0.43,1.45,-2.6,19443,107777.021,183299.37,27.85,42500.46,12,10,6.49,7.247,12.271,47.864,39.866,13.7,2.7,1.602,0.26763,404,22.6,15.7,8.4,0.017888538094142058,0.00457,0.01880373969868742,73.28343593161576,0.12231479038729613,0.12852883152569752,46.206381205440685,60.53298560475809,60.789992983333015,82.22541753988403,104.22030827944197,117.1523490135971,60.53298560475809,60.2000100218629,0.020852
107752.314,183298.7686,27.45,41407.83,64.6159422484762,62.2149836613003,71.62629513397535,76.80633417851006,59.89129736339786,80.5335360553798,0.99,1.0,1.04,0.22,1.4,-3.37,9680,107752.33,183298.809,27.45,41407.83,13,50,7.34,19.254,32.385,27.489,40.126,0.0,0.0,1.382,0.40536,470,23.7,30.8,38.6,107752.314,183298.7686,27.45,41407.83,64.6159422484762,62.2149836613003,71.62629513397535,76.80633417851006,59.89129736339786,80.5335360553798,0.99,1.0,1.04,0.22,1.4,-3.37,9680,107752.33,183298.809,27.45,41407.83,13,10,6.6,11.743,20.303,39.878,39.819,19.0,3.8,1.588,0.23165,416,23.0,13.4,10.4,0.018608700171410555,0.00498,0.019394283893210996,78.67572735670687,0.15837191635243025,0.1650308258701515,59.32892379310486,119.14188913789724,79.10709407557114,63.06791746301093,55.08110357299654,52.50368930617234,119.14188913789724,118.67712879338285,0.026394
