,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,107719.9937888889,183326.6925333333,92.98926634346279,81.26348991582275,72.54488872577006,30.410498705138558,11.816074054740929,1,0.283836606858193
1,107755.86151818182,183331.1214,44.38044298655049,34.760278556864385,21.303507818654584,15.597703120320343,23.46192183197088,2,0.283836606858193
2,107797.93544545454,183278.9048727273,79.39507515076018,57.91672602848058,95.60959838637888,86.09799540195878,79.5911473619607,3,0.283836606858193
3,107764.40281538464,183318.4132153846,12.430717486506946,17.37719340694654,32.969820230979295,33.099741912181926,11.953217355454086,4,0.283836606858193
4,107723.42537142856,183309.4027142857,96.48775709149824,88.60032281160952,60.3704838781682,98.90793803563322,12.442586811249935,5,0.283836606858193
5,107742.897625,183330.1258375,77.63238298441365,33.71354145344358,35.49847406718079,28.4741694187493,24.936463988431164,6,0.283836606858193
6,107806.755275,183274.783715,95.99691550065765,55.78935734742204,91.76553083541161,99.19786392467383,93.75882292873011,7,0.283836606858193
7,107758.59206,183312.54344,34.97633989351549,13.864500515606796,18.400057399668057,44.01282859691147,11.161667344543945,8,0.283836606858193
8,107776.02779,183310.31861,77.90272572375271,68.34707158976387,76.72955214590742,79.6019649710199,79.79036694679864,9,0.283836606858193
9,107726.3215,183318.8376333333,97.04169346340672,90.15063302617969,82.90663891988024,78.64709638856768,35.34319977158944,10,0.283836606858193
10,107766.74172,183327.35406,21.954212468620195,48.52862568097931,17.71828883873882,15.37038329401165,30.610527830553902,11,0.283836606858193
11,107777.31210000002,183299.6196181818,75.44320549174714,73.67848880499987,79.18102156036358,64.66301193910515,94.17056090443575,12,0.283836606858193
12,107751.80372307693,183298.45846153845,86.15989186020383,93.35105539779751,87.42086526116856,89.82938890608531,47.91905074140652,13,0.283836606858193
13,107732.68432857144,183327.4764857143,99.66245110552649,75.39909229660059,78.10047444253986,64.89891947818552,46.59409284844526,14,0.283836606858193
14,107776.3765111111,183291.22352222225,78.4526563827872,74.90452137748906,87.14537955048253,64.15656051607968,89.41156182522332,15,0.283836606858193
