,Unnamed: 0,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,0,41564.53508,204206.635,40.7628820194478,42.698067082696696,147.72351430809786,135.4582637002818,212.0732922389989,272.9016272063458,526.1742678153869,679.5448007721898,2001,-0.0137029239374604
1,1,41548.70351,204311.6093,65.42816086756312,37.438695367921966,157.96198485510132,377.3661942278597,116.79197170847576,143.46393194890186,433.6616469529621,449.26620375063,2002,-0.0137029239374604
2,2,41589.68646,204167.8156,37.2943942323085,95.8258849353012,186.91917598743703,178.22724866989222,168.52565735568135,309.5450739253075,656.7805890858115,820.2569824630576,2003,-0.0137029239374604
3,3,41668.92012,204238.2888,41.73382805965733,56.668443628293765,117.42043758674389,188.42778022284764,183.71857853458965,388.2351659378753,478.3597244495827,807.2109762348747,2004,-0.0137029239374604
4,4,41521.64592,204334.5815,66.14794345331562,78.97078615074498,190.6639937508045,157.47331827273655,215.4744108709194,385.0614938927109,568.7048109257292,738.7317328107824,2005,-0.0137029239374604
5,5,41617.05436,204259.0171,48.01752112201256,46.657940283954034,176.26141577187943,125.70464844643732,143.06707250776543,312.76367483342506,463.8730999627492,715.4672050671435,2006,-0.0137029239374604
6,6,41576.95294,204271.2311,40.95693362043864,33.153427863574606,109.36748087809248,305.5377685442074,215.46027522278504,178.6784468435708,447.27019418355377,486.9027872548568,2007,-0.0137029239374604
7,7,41533.54743,204357.0333,62.90208627392285,45.09474160794241,105.23016771062098,199.63405724622285,91.8800681030366,289.1069827485095,294.22972254543623,489.2728919345647,2008,-0.0137029239374604
8,8,41642.94946,204299.055,60.380307397492615,33.64485305319853,96.17136760271292,280.81909220623913,163.2793072724736,208.8742940637935,281.3891250583636,313.5439065348294,2009,-0.0137029239374604
9,9,41701.0223,204261.7069,64.06771212225348,45.41732906831136,148.8959245935708,135.5260441649737,242.41451502053056,467.5756296319312,639.2082367110114,938.8289170985332,2010,-0.0137029239374604
10,10,41513.61527,204286.1329,63.27068174181112,71.98329702233937,175.33207823830156,214.5130514454272,284.49825746831186,319.3788125285062,483.3414684804232,533.6302701305718,2011,-0.0137029239374604
11,11,41619.48192,204273.3088,42.3465520347344,50.22796537127437,170.66290676114716,177.11870976668183,376.9380462519459,144.12544855265426,306.411327298628,306.1483069635587,2012,-0.0137029239374604
12,12,41684.4859,204247.3604,35.72635253762173,31.99161974046817,170.95676778893645,278.20905631145774,235.17779037327347,617.4806825050541,979.6394998352768,909.7945133197592,2013,-0.0137029239374604
13,13,41591.14582,204181.2118,41.9252428054172,73.99653111360239,96.76925066845683,124.7835865529788,235.2550230754532,155.5465649608938,777.8582937465061,808.5075444396812,2014,-0.0137029239374604
14,14,41563.2081,204364.9004,56.36923879483373,63.1599818863748,175.58479850787572,264.2414234562973,285.6950725473774,502.3484171994336,458.1004922811196,382.8179751553096,2015,-0.0137029239374604
