,x,y,EC_0.15,EC_0.37,EC_0.46,EC_0.61,EC_0.81,EC_1.10,EC_1.53,EC_2.15,EC_end,pos
0,107763.8972,183306.3371,46.967580885122956,25.857946274272027,31.85993038889353,51.77945011917947,73.08824773563205,107.56735689898628,113.78413633569394,91.89508261011848,91.8825117916567,11.0
1,107764.0323,183306.1285,13.465105657978462,21.329730419635343,42.50095910914881,101.59810415540181,88.82453366349071,92.6336868620774,134.03593229348047,91.00652662803984,61.73901724150007,12.0
2,107764.3457,183305.6431,39.78868426711524,55.10581259018966,104.70104936749621,95.78836210314232,66.4221768871858,70.84372769615686,90.62284315633245,72.6909096591559,57.730733833421624,13.0
3,107764.6566,183305.1606,16.7847716662653,20.10126696557252,71.20777030904544,57.30390795427812,77.22559168660483,111.96448773550748,132.1524105545199,118.67079592509594,82.17575091758296,14.0
4,107764.9495,183304.7066,48.93880199446778,36.82220866353685,52.23042285112357,79.31237130567578,116.5511517940352,95.01271622960174,102.53719408940228,96.35673913339495,88.59305123113393,15.0
5,107765.2262,183304.2798,41.00584973975738,75.94567396918075,67.75917655492219,66.7854122496552,74.37800018457563,91.48040255504822,134.60946936868822,92.19336517695956,75.36751092530248,16.0
6,107765.5199,183303.8306,44.96908454513745,86.23767572844466,80.19554151319431,82.75382274078186,119.10745745188318,90.41989528930587,85.96264872157279,89.73493912706023,84.97456334358694,17.0
7,107765.665,183303.6102,47.16774647704348,79.96998559947947,94.11607238318632,87.19526874375433,89.89626754202112,118.91833143167928,125.6075554377918,71.80513014485697,78.03181831758675,18.0
8,107765.9775,183303.1391,42.263898002008276,83.01652729753866,116.01710379666511,122.39278872365699,95.78444151633379,126.91340407104788,127.29477208192034,130.38826129490334,68.9135963425734,19.0
9,107766.2798,183302.6873,44.637535031498295,86.53807593905715,77.40399273463402,111.64830186473475,124.40573661256491,116.53187459658875,166.6313891254636,119.23589957300263,84.10812873864108,20.0
10,107766.5826,183302.2372,43.348934122333695,91.17726473208674,115.6264475223119,162.62839408021773,175.66731608007495,120.3217822153745,104.84267570074446,83.33545341690663,74.8925222338785,21.0
