,x,y,EC_0.15,EC_0.37,EC_0.46,EC_0.61,EC_0.81,EC_1.10,EC_1.53,EC_2.15,EC_end,pos
0,41668.31481,204315.4004,74.10140444362536,89.22559507103907,66.82692222479132,65.03459786389084,58.31600553088357,25.391303294219306,71.61225480232527,82.74778830202928,96.62804190790933,11
1,41668.31481,204315.4004,77.02267496016856,33.25001987704031,30.00571610477822,95.19102814981083,95.09535934517636,93.3767649485933,68.51971520274233,82.57428133521856,89.16054038733014,12
2,41668.44947,204314.7587,77.36983808027182,56.08989441585873,67.14467471137495,73.06098445229715,88.39755795925171,85.92022242242989,61.05441375455029,83.84304378063293,85.06149179262854,13
3,41668.57399,204314.1439,83.96101582739857,80.51127607070245,67.14404353364841,92.58550819219293,40.511482327326625,90.17378797777647,74.66229459640174,69.45493695670658,85.5395136844433,14
4,41668.70589,204313.4887,85.5004184788791,67.1617641964354,78.98663143398997,64.9745419312852,80.92524827526066,83.42432356982292,57.462982969916496,79.03137530848699,83.79000643784599,15
5,41668.70589,204313.4887,82.50894460667445,63.35163805101225,64.10523686468099,83.6270114042473,69.91756527766367,44.15445492008464,81.62560426248629,72.81291310359153,95.78898413995162,16
6,41668.84943,204312.794,79.14447773621323,75.16012169978934,66.6730940267563,25.98718665501299,67.15289288969826,61.036106584112744,86.6414989215776,82.29293156339298,97.93694149716457,17
7,41668.98012,204312.1909,66.63435233166655,68.85235351130932,56.24370700984607,42.68234316802806,78.06547446732688,58.369019998424754,75.55237193903609,76.95083597520748,92.91828026423431,18
8,41669.12606,204311.5522,92.34533681833416,85.88618489467166,33.92929860452024,67.61618793924748,48.336466418489124,77.80963792060999,63.52437381816623,61.38205910605861,98.09338847881408,19
9,41669.12606,204311.5522,65.59167331819448,82.25647754293263,60.40044548502279,80.51733661465025,86.4092089871001,54.359343319449906,55.85963377928902,71.42725698115052,97.03660610358284,20
10,41669.28864,204310.8778,62.66252979074957,91.99998462010946,39.78108214671541,12.461242267073393,93.25336400444466,52.77726554557135,67.52074774511183,95.87339712399412,95.87550382344072,21
11,41669.46967,204310.1615,34.06730098551101,71.40494042297435,63.00799123704675,63.185216014068466,93.578037681344,84.94032778611722,84.62867705468236,87.97906885825245,96.82395617930109,22
12,41669.46967,204310.1615,56.28596642059395,62.10259741719175,71.05752669610554,82.05550418452961,85.07349436391424,78.15666339654327,69.42097203345662,56.23409452980127,75.35423718929505,23
13,41669.65117,204309.472,87.06773818918496,89.64766980698174,62.14670336584253,85.75595869987932,74.76459408692797,72.03898487138773,73.70424863386195,83.31253584077842,87.80766855769984,24
14,41669.81435,204308.8737,80.88801154625311,80.73093791133554,26.455326494446222,89.60686167108189,87.43852529066457,66.16279310746916,51.46286074188267,97.50209268671016,92.14281953508322,25
15,41670.00186,204308.2093,61.55401669500356,83.07279576613898,83.14252222390748,60.40537870479847,73.51434412617618,83.85921254402636,82.6059508541895,68.57649742200732,92.44263134197737,26
16,41670.00186,204308.2093,44.70890506766768,85.14303960431612,94.41360875318645,33.338556881725175,64.14974582741256,69.37734896821435,54.74841435497753,78.80230006328449,93.12375819992876,27
17,41670.15453,204307.6858,93.00691013413034,75.25478148802999,43.079733423469314,55.10159370635913,89.81117536896323,87.58458882212668,80.97961656643794,74.87551282863822,86.26328823099709,28
18,41670.3466,204307.0499,47.96793369240194,83.4703137093168,33.40771906557386,61.82771121880985,76.91747488426604,92.2992458591618,58.98803730263034,61.90828606596497,96.18274325922471,29
19,41670.52277,204306.4886,72.76046722847899,71.36754533553625,53.443787700377975,88.17814687137091,87.50114723768604,73.65097143059563,86.54842011249816,49.98435577515697,89.8161746507631,30
20,41670.73131,204305.8502,15.346925600776093,94.27360465469016,94.36669969006103,80.40447684616598,37.03791511570031,99.02064663171647,85.95467489756007,94.03357058139918,98.91832569849814,31
21,41670.73131,204305.8502,92.00282419390642,80.49619241921128,59.409508918945555,9.439517852889164,51.045655278248944,96.41371529079689,41.84650774545324,78.54750883549065,98.76603112992817,32
22,41670.91631,204305.3064,61.65452607453866,42.12528034453217,28.466627584195777,83.64674083514323,82.10354133317033,73.00848951632986,73.21122178273212,91.05472991318088,98.85036989218061,33
23,41671.12674,204304.7098,62.476747155139414,74.01827237844834,73.99709473489997,87.82805862773151,58.3964996487627,4.77023910562915,91.09367904527177,89.51374278522619,96.7247533459281,34
24,41671.35487,204304.085,74.21152306166421,86.36983562849028,55.27247439288844,70.88495309848132,61.81906867231027,71.56440516904183,95.77552954303034,88.81808302091852,80.13571966550528,35
25,41671.59446,204303.4493,47.276197432513335,91.26653069623097,46.424000675281476,67.68926393872236,64.5132863143284,73.77449180156364,79.27761499957296,84.78648299589071,94.19588954213728,36
26,41671.59446,204303.4493,83.35504008164007,41.58248199769128,62.85361675913642,47.31382449932615,80.10124710720609,59.65915167708726,58.20155081432047,92.90314456158347,93.95111188468272,37
27,41671.80629,204302.9022,75.22118845254614,80.66236026986435,33.32371342119326,82.57981639088055,37.69171967188511,53.53723892361347,84.03361001490137,83.52295544050584,84.51181179962981,38
28,41672.04435,204302.3028,78.53483924795111,82.16440211575522,75.81482959807731,73.6775080600908,55.6095631881775,74.65351905652345,76.11827731621689,81.4739582789716,90.91066010042977,39
29,41672.25241,204301.7912,85.56205296604735,96.37962519746083,36.49328113892687,86.22447759262202,82.85377581899016,72.93819731492917,69.86912765951045,79.85499559923804,90.52562561519181,40
30,41672.50386,204301.1875,65.39509938354475,78.42469376852507,55.67418886746504,58.360774319295714,85.68719096334927,89.68908917373956,81.33382907533,69.02837178817647,93.47161427078068,41
31,41672.71463,204300.6931,95.79076021094197,79.8664357717592,60.240071205944226,71.00523883714304,67.10553644723143,37.85000168596936,78.47071720207668,95.5310024598262,97.40320144660446,42
32,41672.71463,204300.6931,84.9534371951877,46.0932721684676,54.29862785337222,59.18211984801042,93.4505291162853,58.70647545087678,71.57233969385223,91.01521937655534,93.29591247099485,43
