,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41565.59265666668,204206.96052222225,75.70216567619731,90.1815026659263,86.19305245190938,85.3931363956768,92.25249314832004,2001,-168.7277114537403
1,1,41549.1776,204310.533875,93.2584605383941,78.51403185155476,62.52529508354649,92.77388515775024,92.71588418136965,2002,-168.7277114537403
2,2,41589.569225,204168.115775,56.36788528174193,6.065557627643223,96.4179907073831,94.2289170985622,84.45263792954518,2003,-168.7277114537403
3,3,41668.75582,204238.61746666665,70.39928070885671,62.92560991727567,94.64331033592887,95.9012686280245,93.01002013797796,2004,-168.7277114537403
4,4,41521.489305,204334.882175,96.69955631789551,53.582226874415376,78.35891191874487,83.33499049523006,98.6118146924983,2005,-168.7277114537403
5,5,41617.044348,204259.03512,88.93285737579886,5.641375996159538,63.52000844832701,96.82184730494582,98.5313927526574,2006,-168.7277114537403
6,6,41576.955798,204271.22694,64.34092091826251,68.02064485924613,73.57462672767012,87.64307330816577,94.5460994824385,2007,-168.7277114537403
7,7,41532.757848,204357.01175,72.38557994034949,42.93763418887445,82.6490991083634,84.50151559963574,87.98556039746818,2008,-168.7277114537403
8,8,41642.451125,204298.9764,74.55643685935678,53.168460654168406,71.36783066714781,87.85468560961505,97.41842072773052,2009,-168.7277114537403
9,9,41701.9493775,204262.2071625,83.85674095388563,64.18249709682829,68.06448137175764,79.81526411960591,80.03937540938668,2010,-168.7277114537403
10,10,41513.514865000005,204286.3595,76.56911180563783,67.05833217761875,66.51757494661214,88.71771289372352,90.1882882191107,2011,-168.7277114537403
11,11,41619.62907333334,204273.00583333336,85.00680586176837,85.29485277356633,69.83031459101326,88.18476664455814,88.48186182001905,2012,-168.7277114537403
12,12,41684.651975,204247.00405,50.61392393475453,80.29498016221717,96.1499615064326,96.5984711276348,96.5389891748199,2013,-168.7277114537403
13,13,41591.159478,204181.23082,63.77766888066409,46.84453536953389,68.84946799857356,89.3201308753679,92.1408066920152,2014,-168.7277114537403
14,14,41562.70514875,204364.9238625,84.44292261109376,45.72556889184556,77.76526776279078,89.94844879888338,90.58926763901069,2015,-168.7277114537403
