,Unnamed: 0,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,0,107719.9937888889,183326.6925333333,96.13231141643348,93.83760748475969,37.25930043821133,58.15724250651741,38.119706878678514,60.80473657832154,19.316063812775106,47.305227976968006,1,-0.1844595551150405
1,1,107755.86151818182,183331.1214,53.42056633565503,8.956457634331318,11.762361769671289,47.9471098029932,7.455232894802007,52.65318563021961,33.17077272631467,11.8263431189846,2,-0.1844595551150405
2,2,107797.93544545454,183278.9048727273,93.23163559722418,55.587142734741896,67.13579798083953,73.41665813039758,89.47116691969865,92.5799981573106,78.0385399396426,82.95118669703358,3,-0.1844595551150405
3,3,107764.40281538464,183318.4132153846,29.44653795877156,31.730477065808483,96.11139846753008,2.3572516871894877,22.56307469253296,10.9870381241948,4.2346574442609946,26.72239426356233,4,-0.1844595551150405
4,4,107723.42537142856,183309.4027142857,91.58005344710018,96.86066655331751,54.390038707244365,74.32225288026132,82.40782804083148,64.7270712383227,74.4915714185193,40.493013497851415,5,-0.1844595551150405
5,5,107742.897625,183330.1258375,75.94943909037508,16.833925002867307,42.67713803431516,40.55583005879205,34.704473911272714,54.12412061697111,47.09802313647488,37.57779509779983,6,-0.1844595551150405
6,6,107806.755275,183274.783715,87.17986043974373,74.56139539157341,85.15314144462833,39.763195537836566,53.82504940384418,93.09246925748371,89.60849377796316,86.1651735467813,7,-0.1844595551150405
7,7,107758.59206,183312.54344,33.00076239421557,8.81606237241669,15.472724520046423,20.005310681305808,15.478535808658672,24.819798172112048,45.20930170168563,47.0124471498188,8,-0.1844595551150405
8,8,107776.02779,183310.31861,68.54796153701277,61.2155694580833,50.423002152920354,85.95437340817669,75.40483184865484,88.59079964570802,56.290677370903225,94.5282286435801,9,-0.1844595551150405
9,9,107726.3215,183318.8376333333,99.77700921704086,75.42170686269807,85.11917302271863,78.29419539605524,96.0399474188776,70.13872991147535,35.24893260872529,63.93537525262069,10,-0.1844595551150405
10,10,107766.74172,183327.35406,21.952532620046068,9.836056615210357,62.33806165847604,24.212528246316747,19.69236772292421,27.0004346034461,59.73912161569332,19.639913693544127,11,-0.1844595551150405
11,11,107777.31210000002,183299.6196181818,50.06092034377028,81.25849796597005,56.81983797863235,88.35129280554011,82.34675624369244,90.079245804134,81.48037230058453,78.73681667682278,12,-0.1844595551150405
12,12,107751.80372307693,183298.45846153845,75.14916468457932,97.42419100146246,81.15086260923707,99.10421949697955,90.13924694327868,59.9324350685576,33.58724346563499,65.4784565362364,13,-0.1844595551150405
13,13,107732.68432857144,183327.4764857143,91.25582665086966,82.1065166259583,59.1898740268479,60.698813981725856,62.51494844224107,67.29503006132418,75.15711356267018,71.71632929415583,14,-0.1844595551150405
14,14,107776.3765111111,183291.22352222225,63.68895024408282,98.01954854639914,70.49047919043063,76.94165685289626,79.224912151357,83.41242168356969,85.68303998450617,87.29609900927608,15,-0.1844595551150405
