,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,107719.9937888889,183326.6925333333,104.19770567686011,84.28001060224828,60.119304767060946,37.74692398727709,23.09374289769281,1
1,107755.86151818182,183331.1214,33.3106805678736,31.277718687635407,29.628096187907904,28.22079057735912,26.975376666287517,2
2,107797.93544545454,183278.9048727273,132.72345607688035,136.72375682399507,141.31766842217775,144.6414674021382,145.5876264603535,3
3,107764.40281538464,183318.4132153846,12.458023318900318,13.23879558570536,16.16235439045575,20.076018904800257,23.224160792565844,4
4,107723.42537142856,183309.4027142857,135.11536057967965,107.69255232924831,73.88046253422584,42.224990037706455,21.311929034475153,5
5,107742.897625,183330.1258375,60.08397561177782,51.7254994803035,41.883009425615036,32.59474467553607,26.067854134888798,6
6,107806.755275,183274.783715,117.48454116181745,125.18150299756445,134.92371171561715,143.1122069019517,146.9807859043669,7
7,107758.59206,183312.54344,26.652725109715234,25.358539878515863,25.408045990077856,26.440446595555972,27.592850639581684,8
8,107776.02779,183310.31861,74.62762363751641,77.25126334054788,80.59112988322816,83.09171105193738,83.7475082260679,9
9,107726.3215,183318.8376333333,151.78530480654484,124.01690896245071,88.86488002798943,55.100307819945726,32.075586502352444,10
10,107766.74172,183327.35406,23.08763216475877,24.927456194178188,28.483758100248927,32.36394923002305,34.966287935691824,11
11,107777.31210000002,183299.6196181818,73.92443005803624,80.21238674670404,88.08512398192867,94.75532171080299,98.04638790932262,12
12,107751.80372307693,183298.45846153845,117.73101429485477,102.49952771797834,83.09526270337433,63.891250993153974,50.03792162042972,13
13,107732.68432857144,183327.4764857143,91.59435622182316,83.3928397691993,72.96954935023864,62.28569524187777,54.03806021056108,14
14,107776.3765111111,183291.22352222225,103.15274726865772,103.71539237672273,104.46145020117848,104.64382292298443,103.96406026984837,15
