,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,41564.53508,204206.635,60.89117455162581,107.26804227207569,186.73926914411877,369.4364871099231,650.259921615171,2001,0.04171919701456872
1,41548.70351,204311.6093,65.287932296696,103.19423175409328,117.19822663446112,260.63954536558543,420.49600248748953,2002,0.04171919701456872
2,41589.68646,204167.8156,46.00546072784563,91.34482977847478,221.25070010957933,465.3107218749408,877.5323058447123,2003,0.04171919701456872
3,41668.92012,204238.2888,42.034243841518844,111.59204201126076,232.63969317549294,500.59532557761986,702.260446510894,2004,0.04171919701456872
4,41521.64592,204334.5815,45.26719561612936,179.05689571684204,265.7754537757783,405.8596601722758,748.4695700465788,2005,0.04171919701456872
5,41617.05436,204259.0171,59.982475585307824,89.98140225583586,135.0123834402649,410.93759866863246,677.2619838751762,2006,0.04171919701456872
6,41576.95294,204271.2311,42.78945320932205,122.74477315255587,139.03194782845728,231.99499623321057,540.167669657572,2007,0.04171919701456872
7,41533.54743,204357.0333,65.2910563198661,151.78587434059355,140.94533187409735,310.66245856463763,537.3318120230831,2008,0.04171919701456872
8,41642.94946,204299.055,59.863519027475455,130.96693680176244,137.27958142349183,258.31284223737475,472.918901420537,2009,0.04171919701456872
9,41701.0223,204261.7069,36.51801231549191,93.86950148617018,139.73666193869764,791.8070314631561,847.7966221165691,2010,0.04171919701456872
10,41513.61527,204286.1329,60.552225945705175,228.51951617752496,246.27344805516339,306.97777152231725,651.5070257994239,2011,0.04171919701456872
11,41619.48192,204273.3088,45.17266085253683,130.07887093359741,103.7364163658371,239.09635427023568,453.7184105970415,2012,0.04171919701456872
12,41684.4859,204247.3604,57.878098163020525,65.11785695523209,226.86482422193393,726.4565461083622,952.7121227506713,2013,0.04171919701456872
13,41591.14582,204181.2118,48.235745042489555,93.50533993878328,143.71145959860297,559.4732331412199,883.0655242626168,2014,0.04171919701456872
14,41563.2081,204364.9004,61.137333649846674,166.7352456641737,171.24106454477527,396.6575201333007,636.1508304230194,2015,0.04171919701456872
