,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41565.59265666668,204206.96052222225,84.84457770420676,83.73171950606745,88.21925726584519,90.4666549453366,97.740422853425,2001,-174.32575061145272
1,1,41549.1776,204310.533875,70.82444073607833,63.47561274569743,93.51740878984236,81.8152677690128,96.76164464670276,2002,-174.32575061145272
2,2,41589.569225,204168.115775,93.88471305385434,85.192456572327,80.6075037923685,78.93608658695547,93.81176532307254,2003,-174.32575061145272
3,3,41668.75582,204238.61746666665,90.79384613868064,77.97024510579685,82.61642027522035,85.10759832763407,90.3432512477603,2004,-174.32575061145272
4,4,41521.489305,204334.882175,50.61756454866396,83.30255379040541,84.33193491325115,84.33833461307215,91.84278126222824,2005,-174.32575061145272
5,5,41617.044348,204259.03512,84.60262963849338,78.49357017065257,76.27204468428855,81.02918993160203,95.0365577337533,2006,-174.32575061145272
6,6,41576.955798,204271.22694,62.224916061209726,72.10346302767016,76.45330878912569,92.0900916833192,97.49710872225845,2007,-174.32575061145272
7,7,41532.757848,204357.01175,95.969482900623,68.80338021292091,31.96003675281311,90.50887993712529,98.06773101229996,2008,-174.32575061145272
8,8,41642.451125,204298.9764,80.21814443116348,91.15475533616222,99.34153127413424,81.16496210395829,89.31825393965633,2009,-174.32575061145272
9,9,41701.9493775,204262.2071625,53.100627911404686,55.9936352348237,76.2396378896939,92.8715539344924,84.23122731264407,2010,-174.32575061145272
10,10,41513.514865000005,204286.3595,71.30191610000094,57.67078171292442,90.52270167297054,77.92650054118883,94.72719017968186,2011,-174.32575061145272
11,11,41619.62907333334,204273.00583333336,75.30513137704587,52.7994117448669,76.97615561970944,76.52289487028791,92.01982381998226,2012,-174.32575061145272
12,12,41684.651975,204247.00405,78.55871709064961,92.9429824418663,88.65228787195787,89.00949751279902,92.02420615100831,2013,-174.32575061145272
13,13,41591.159478,204181.23082,64.19478012506625,82.98557037731179,83.86149002300172,80.41114352298975,91.13823149172674,2014,-174.32575061145272
14,14,41562.70514875,204364.9238625,62.22522700854223,83.59013083751587,82.61169046161476,86.63762228198871,94.0827388903995,2015,-174.32575061145272
