,x,y,EC_0.15,EC_0.37,EC_0.46,EC_0.61,EC_0.81,EC_1.10,EC_1.53,EC_2.15,EC_end,pos
0,41565.59265666668,204206.96052222225,10.318937309057263,81.9676803611449,151.64269289023576,231.9445797634666,265.3737408952224,351.39889823666476,325.08997595033514,250.6102297299573,417.168602605973,2001
1,41549.1776,204310.533875,55.41534484773406,35.348757365282836,177.96161283199544,210.26025073140323,156.85452143423265,156.44437101327594,143.15277113041356,330.2896471750408,241.33915956174334,2002
2,41589.569225,204168.115775,58.419973742399975,86.04594555676846,157.870186296583,155.2111601606124,226.1007106381823,288.6288256069219,356.12632220006117,476.3248961477783,321.2841308130508,2003
3,41668.75582,204238.61746666665,27.738982849726455,50.33959085364347,192.13987265087428,155.9080433824208,224.44724569859173,373.4637935432532,352.1270039340044,380.39847233970664,369.7934867833444,2004
4,41521.489305,204334.882175,57.36275385333439,143.4150573740188,294.59087912499183,210.94855595250334,218.09125234858496,361.02658021169066,319.15724486834483,236.05894173340462,335.72079986687635,2005
5,41617.044348,204259.03512,23.925654518820036,150.00063891811428,143.70221252943995,125.99176874754316,232.134027004256,372.72793372756644,354.9258878080133,231.99463521911798,237.28914996681124,2006
6,41576.955798,204271.22694,31.941589903310394,83.89043042204511,118.20489822227988,150.52215914513303,303.6211836323556,266.1330097597607,380.23611950182845,244.2649407655374,204.9804162490148,2007
7,41532.757848,204357.01175,66.77718667121964,151.69449802620517,195.65838275118102,252.01179440546576,190.0471949393775,235.15163987340583,231.92019382912255,255.10882385772226,202.90371411781717,2008
8,41642.451125,204298.9764,37.79367749758039,103.81273489466278,162.67442543213025,181.29411594994139,168.12875233202396,272.9781509698161,212.52106658549224,203.82856837585763,224.36856786120762,2009
9,41701.9493775,204262.2071625,58.52824916471086,124.54442739492198,145.34420858035782,136.88156505649988,277.35999479853035,345.9138508050934,388.55531398461676,389.485149702364,448.9885827650795,2010
10,41513.514865000005,204286.3595,39.77895605769056,112.07967933332448,170.18412649961346,288.8070328750519,404.3244229457558,293.96291781747266,217.75920043534546,286.07869435531705,370.35870012327035,2011
11,41619.62907333334,204273.00583333336,23.227083367009264,43.867056116067744,123.5771843560794,133.12392415206804,156.7439082932986,176.51015063819233,274.79046459188015,379.8685793270624,226.18471483695842,2012
12,41684.651975,204247.00405,26.45712083396572,140.13984548824615,160.0749630372184,221.87469265638015,221.74302751489708,352.79864496869067,467.48987418234447,493.79281817281185,562.594329263347,2013
13,41591.159478,204181.23082,60.389270157372245,102.83045965050304,168.00869970866842,209.89584860698784,312.076826379821,266.1890616013845,223.22520817168095,302.0351295783547,370.3822307182363,2014
14,41562.70514875,204364.9238625,57.400734886962326,230.45907871907718,249.31683391968613,314.91163952756784,308.4365555540402,327.4747283869366,166.03715792295898,203.5685409648628,333.9400670091845,2015
