Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,107719.9979,183326.6793,52.0464910561229,49.68749451845247,88.97102241238109,88.61345890389046,31.78149434184658,1
1,107755.6395,183331.2104,18.31158849946428,32.67932431381122,61.04302059218265,79.78853528866148,21.15815836009842,2
2,107797.4476,183278.6469,44.8578319288432,114.01704593468608,263.30078570152034,178.99939587935853,47.508017362665065,3
3,107764.0831,183318.0822,27.960814172775606,42.67300845605802,92.31728507046633,70.21756632251159,21.04498416775049,4
4,107723.0048,183309.1898,49.29229645363896,96.27987053226909,106.50616852271348,98.10811823824854,23.035564976365368,5
5,107742.871,183330.0981,37.38208116014741,54.98997428692095,68.84656657849224,61.21675962050539,22.865782342966995,6
6,107806.7161,183274.99,48.77956509869614,94.60943407884494,230.1878327694537,171.74929095674077,37.726959700439565,7
7,107758.6659,183312.5732,25.06588426529036,22.938425549732585,65.95489680719305,51.86710709085166,32.68648991512971,8
8,107775.383,183309.8767,43.25624243095821,98.94595129590284,127.10444823974186,115.27976636230916,38.8260214990994,9
9,107726.3815,183318.7508,50.13924730635871,110.901421936901,139.707502604246,121.21122105017533,25.59829212968082,10
10,107766.4694,183327.2822,22.152834453282672,54.38018842013445,58.77430410335799,72.28322304747306,14.139676412894882,11
11,107777.0025,183299.3846,40.3081782546384,90.86244460067677,142.2054058398975,128.0870296597442,39.87874800495417,12
12,107752.314,183298.7686,50.84650601547361,97.97132243634778,124.62270860119182,102.74843610946628,21.849878609760477,13
13,107732.7209,183327.4299,48.83136520094525,72.17738691856037,98.54217959200392,91.62210902429234,45.69635437849677,14
14,107776.5235,183291.4178,49.077959817414346,108.34190297745477,173.8973736315638,155.28438777447826,44.03870155169263,15
