,Unnamed: 0,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,0,107719.9937888889,183326.6925333333,80.72243257721033,77.53872200557882,67.46672184467651,78.39170553700052,44.00900797399006,36.45950057301532,50.931117794339336,26.98739144334786,1,-0.2913970361163354
1,1,107755.86151818182,183331.1214,38.69684991592598,28.70549450809709,28.21292025362761,31.69357341073982,36.71520519545014,33.90605593577841,23.15299971866243,10.274270612320706,2,-0.2913970361163354
2,2,107797.93544545454,183278.9048727273,61.66117731260172,50.05500674787759,91.25039613265204,92.93701820983831,91.3353610339051,72.3903943633423,72.55684447926778,65.29480515565332,3,-0.2913970361163354
3,3,107764.40281538464,183318.4132153846,22.28758765386869,29.576728292616764,29.995411817515134,40.89041620708114,27.75678859575076,23.49243227549885,34.390244181737,12.394757683507173,4,-0.2913970361163354
4,4,107723.42537142856,183309.4027142857,88.81673141681968,91.81163055254756,75.8571698528304,62.13048696832829,44.760488625369305,57.86145980440061,50.28928894224151,42.22623141521181,5,-0.2913970361163354
5,5,107742.897625,183330.1258375,54.493948288271575,63.30052753233364,48.717994894037055,42.30428251817639,40.49618078758698,44.36700758750125,40.18478398595275,10.74496874019762,6,-0.2913970361163354
6,6,107806.755275,183274.783715,61.56890460224725,87.47156203346914,63.3389976369245,77.89960512768845,79.42806307866373,74.72428540090128,81.62088547918974,95.76728326963796,7,-0.2913970361163354
7,7,107758.59206,183312.54344,42.15921254774915,25.17072083691257,32.55545892386962,38.5428975742433,40.414307909737474,33.10237378948981,21.05734617244572,18.252583568533527,8,-0.2913970361163354
8,8,107776.02779,183310.31861,72.73230404380067,77.77793763592402,83.79505015538112,74.60918878341272,56.05845443017497,76.98423072781704,78.42927513267331,56.74361231421801,9,-0.2913970361163354
9,9,107726.3215,183318.8376333333,88.77406768296966,81.11883035029341,92.82245114182273,73.01101230611026,88.8970207945971,71.37838875707033,74.6662329217976,41.52413999303263,10,-0.2913970361163354
10,10,107766.74172,183327.35406,20.522174308541395,39.49387882033592,56.00306687307562,41.86889513858592,35.59673259112067,22.291139376697537,21.960925570331213,16.252039861163556,11,-0.2913970361163354
11,11,107777.31210000002,183299.6196181818,67.67838758483668,75.23098423379471,77.34814966984601,80.92868250602466,87.41448920484966,64.36344623393315,83.76888839004093,95.78341696605204,12,-0.2913970361163354
12,12,107751.80372307693,183298.45846153845,96.05122849801154,92.3520191662954,69.91708381660204,75.54485780921969,76.04496095036947,55.73365482799478,41.3802953749023,61.60947973029389,13,-0.2913970361163354
13,13,107732.68432857144,183327.4764857143,48.67408456161884,71.96537754106032,78.48432813485199,82.21045763713069,78.37366565838211,70.68652142205293,60.2720360869111,54.971186355302805,14,-0.2913970361163354
14,14,107776.3765111111,183291.22352222225,68.10041637350326,95.76874590868196,91.06193288958,65.87718199711617,80.74961298308791,94.65610415761938,91.41714590121774,72.74024423408002,15,-0.2913970361163354
