,x,y,EC_0.15,EC_0.22,EC_0.31,EC_0.46,EC_0.66,EC_0.95,EC_1.38,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,26.816299440455882,30.099476506975897,39.30030362607891,59.97511084676983,99.75482485108313,165.1268211285812,254.17617252401394,349.93650606019145,425.1147622136745,2001
1,41549.1776,204310.533875,171.79977016336858,147.16612392608815,119.7858967365693,95.3660890563983,84.45032617609611,99.7223551073907,146.86954773204886,214.0040306442546,273.5120333072881,2002
2,41589.569225,204168.115775,36.656199718240785,50.57406068503282,73.07855021919202,108.6917605735066,162.18859451259866,235.54273252239102,323.11693839883986,409.00438343461724,472.8177656172707,2003
3,41668.75582,204238.61746666665,36.02386866435365,49.56307747915478,71.9175876805555,107.64467155041628,161.17632053936802,233.59993214322495,318.35041056618263,399.74667143031354,459.3274426756764,2004
4,41521.489305,204334.882175,209.36554391912358,196.40479745041867,184.6541350173448,179.273001672642,187.8552775024585,217.4111941521237,268.0546293053765,327.82486904055213,376.676565294003,2005
5,41617.044348,204259.03512,28.457979119680907,44.88890704825787,69.22835359888221,104.37010349965554,152.54935050959693,213.15372791319342,280.22549343997053,342.16122013178614,386.3510190232349,2006
6,41576.955798,204271.22694,-9.649903393546698,-6.6165820987682995,2.0759133289793645,22.050027592496345,61.3666834788697,127.3522203385467,218.77520260432775,318.2488478577243,396.86372690744105,2007
7,41532.757848,204357.01175,175.99083488568186,155.52337460811356,134.1664962134179,117.80707896418474,116.3283616320664,140.55973890588595,193.86298482340382,263.3591329333745,322.8580567985613,2008
8,41642.451125,204298.9764,50.28694182444104,49.326955121225346,52.23839774362782,63.58988895438502,89.76443787181982,136.28168193514455,201.9559487792862,273.7455723911403,330.4693781069353,2009
9,41701.9493775,204262.2071625,87.53236797009696,105.34430858591892,132.4737414196195,172.03607999157248,225.43340902989286,289.7082853128075,356.2218608099974,413.12231598878753,451.36916171280217,2010
10,41513.514865000005,204286.3595,213.6009221394925,194.75977012092602,175.7904251587538,162.38903858576109,163.42021978258063,187.69007826999618,236.64316985204954,297.9365789085362,349.3355011843339,2011
11,41619.62907333334,204273.00583333336,-4.790598933740533,-12.468833964003963,-13.162940762342853,0.92694774569582,38.3631301182742,103.28853226810591,189.2161650352023,277.2770750820736,344.11968283812706,2012
12,41684.651975,204247.00405,77.95545097391229,99.89017298821018,132.46881588102332,179.24681742888194,242.3084941964485,319.3970609617581,401.63706911445774,474.77796027668296,525.526227001812,2013
13,41591.159478,204181.23082,39.97820494416785,53.02150821987314,74.39496228825017,108.51079417969558,159.92416329243568,230.31695293148562,313.97502661819465,395.566903024004,455.9572526017162,2014
14,41562.70514875,204364.9238625,279.2078669750269,251.92480058221665,221.80190504513737,194.3788466070936,179.02030311034852,185.97714365850416,218.9538696217547,267.8794506053676,311.60248629525324,2015
