,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,6.040663280289117,91.90786916202605,239.9109957094792,426.68661832085877,603.8100887086773,2001
1,41549.1776,204310.533875,112.09277939490318,134.42305799666178,188.79041625239617,271.7964169857671,364.9354199656728,2002
2,41589.569225,204168.115775,22.564952443694366,127.24709654804049,302.4881061352261,518.7559907860242,718.790276876978,2003
3,41668.75582,204238.61746666665,23.626558225464485,125.54013138808888,295.92927834256665,505.27302606041184,697.2371078667426,2004
4,41521.489305,204334.882175,150.2765705058341,202.12211783419198,301.4531315619316,434.9326410690255,568.7791392353114,2005
5,41617.044348,204259.03512,32.41704367283961,116.36630180016576,254.47726957569623,422.8753765384315,576.7408926182517,2006
6,41576.955798,204271.22694,-21.474097317284574,60.328081305063264,200.33409495786788,376.22226332131714,542.3229442289598,2007
7,41532.757848,204357.01175,116.43537544484056,152.43096675309476,228.3801680149208,336.2732633664638,450.1210152478173,2008
8,41642.451125,204298.9764,33.68161998271037,91.86900798435005,195.00703233863845,327.54223434340815,455.4173200773708,2009
9,41701.9493775,204262.2071625,72.69203581333917,173.16860577786923,339.4566437901254,541.9769629757873,725.6505620878424,2010
10,41513.514865000005,204286.3595,150.04775883480224,191.08453261328555,275.0341896862437,391.7451659004935,512.0449987320887,2011
11,41619.62907333334,204273.00583333336,-32.69774856262266,34.80142706556442,157.45514926686857,312.65192601057004,455.1320542289241,2012
12,41684.651975,204247.00405,57.56423466129556,180.03916627777164,383.50081741765973,633.1378330176763,862.543663327572,2013
13,41591.159478,204181.23082,26.5336619515572,126.80935861208549,294.44983760882417,500.8246782701091,690.8900033259919,2014
14,41562.70514875,204364.9238625,199.25909755143653,221.1004467051808,277.18944941288174,363.61805317208325,460.22073461615025,2015
