,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,95.15296428132015,120.89960653560118,162.02250312683057,206.9051135381207,241.72565538934236,2001
1,41549.1776,204310.533875,152.99472909152686,148.06619408072626,145.84210933057375,148.68150650245275,155.53146475257347,2002
2,41589.569225,204168.115775,123.70121804294531,156.12871951975296,207.25436565284537,261.94257405506073,303.1171502716138,2003
3,41668.75582,204238.61746666665,121.1750506851406,152.33869310252902,202.54583159559365,256.50744720370636,296.9436727911436,2004
4,41521.489305,204334.882175,216.54437494987377,219.8291243549489,231.2180087393634,247.4195046375594,262.22578908807634,2005
5,41617.044348,204259.03512,105.72759895841915,135.6460267516839,182.26301448969923,231.6703960786669,268.49027611291257,2006
6,41576.955798,204271.22694,59.53561827487568,86.40429359439244,128.18719495393725,173.69908341785833,209.46519674792023,2007
7,41532.757848,204357.01175,171.01164636647292,170.04532091909024,174.74030549686717,184.55073304827283,195.66597559682782,2008
8,41642.451125,204298.9764,93.56592416822414,110.57102117795606,139.749445887058,172.98608535618482,199.72476572689197,2009
9,41701.9493775,204262.2071625,167.95892353446158,197.53691363967314,245.685151644942,296.5171082261354,333.00844736833614,2010
10,41513.514865000005,204286.3595,208.3999988975422,206.82074671594756,211.9745453011475,222.6928985143013,234.35136354727763,2011
11,41619.62907333334,204273.00583333336,52.03612799185606,66.41787064164623,100.07030734735847,139.13830348073373,167.26270478089543,2012
12,41684.651975,204247.00405,176.44588195287903,212.54720924169303,270.2975918683842,331.52452107215186,376.38264905900564,2013
13,41591.159478,204181.23082,122.72081504991232,153.61483800851192,202.4829210589895,254.69476554119296,293.83062894602756,2014
14,41562.70514875,204364.9238625,245.7607099767814,233.97805138913293,224.57346961901848,220.6085187000766,221.7081914166004,2015
