,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,41565.59265666668,204206.96052222225,46.16753815976471,185.8579923829054,204.67196015065403,330.7580978521244,329.10574484095775,2001,0.7662579640021104
1,41549.1776,204310.533875,71.28560849528824,213.20991511907158,218.80390960541706,216.3905075150493,318.352678670868,2002,0.7662579640021104
2,41589.569225,204168.115775,56.917927746301324,131.15696881306428,330.0795232937499,414.2340517665689,412.39344078054046,2003,0.7662579640021104
3,41668.75582,204238.61746666665,70.0331010338893,152.87909338680316,219.90355335539982,332.00854134754366,404.5357318463888,2004,0.7662579640021104
4,41521.489305,204334.882175,77.71320698368577,204.5442332519514,301.47933853899156,314.7171929970398,313.9212863077811,2005,0.7662579640021104
5,41617.044348,204259.03512,42.24243268364834,114.55968357405708,143.32147230643184,343.1221390776939,383.3985309522008,2006,0.7662579640021104
6,41576.955798,204271.22694,74.20517029093875,97.15743891923385,262.81227400847985,264.52398427292036,341.16810828398303,2007,0.7662579640021104
7,41532.757848,204357.01175,34.30862347099746,160.68125867246786,180.31777010185016,246.1510365930854,359.24351754812204,2008,0.7662579640021104
8,41642.451125,204298.9764,42.53660326735246,209.77396717472294,235.94283378601554,267.02351794617226,242.50663440853023,2009,0.7662579640021104
9,41701.9493775,204262.2071625,95.49190345590696,211.38263664630784,278.95136821273525,300.6531355092386,371.35538506464013,2010,0.7662579640021104
10,41513.514865000005,204286.3595,50.108450130835365,210.77057628461512,211.55248223364475,270.7617758601694,354.42826585555963,2011,0.7662579640021104
11,41619.62907333334,204273.00583333336,30.154176437349385,66.43823044465246,289.8147838459432,371.2975272997975,229.1771982282301,2012,0.7662579640021104
12,41684.651975,204247.00405,65.05791915227665,144.6365214054357,279.58240176842725,428.4347978511455,545.6405790798395,2013,0.7662579640021104
13,41591.159478,204181.23082,77.49372757776477,148.63728552231174,223.7142370150493,320.856601958439,393.9111398142069,2014,0.7662579640021104
14,41562.70514875,204364.9238625,87.51064674441959,145.48373096222485,192.05418988978775,280.3040334114525,338.460598768919,2015,0.7662579640021104
