Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,54.43595147307381,73.303436467383,41.7629821276346,93.35804181695288,98.63380946862674,2001
1,41549.1776,204310.533875,82.58262881293491,81.10983108861087,78.78734800557498,80.47128693311176,81.64262995766035,2002
2,41589.569225,204168.115775,76.75810404255512,72.65999494883144,91.2970595077227,91.39617509562332,79.41623454529704,2003
3,41668.75582,204238.61746666665,94.28127601371575,83.63466209631939,75.10735045649818,82.9228685491984,90.93425130227578,2004
4,41521.489305,204334.882175,65.43427960675766,65.79385567927159,74.77331019099742,87.07770061175687,88.29657291390284,2005
5,41617.044348,204259.03512,48.51872935773179,70.76426405956437,66.50614130018032,94.46201389053428,88.71225492080968,2006
6,41576.955798,204271.22694,72.85330566194457,79.28415732779459,54.34294684597846,95.72123668964475,95.6547554949714,2007
7,41532.757848,204357.01175,79.4704876796776,83.92649407633431,76.51881823506046,72.36932958810554,82.3984167824841,2008
8,41642.451125,204298.9764,62.9651925154077,88.96580182160974,90.55435735938812,85.92563452592876,90.91024488283692,2009
9,41701.9493775,204262.2071625,59.85095673384866,72.42024816392284,67.93961241905916,85.98120335707421,82.67992109792813,2010
10,41513.514865000005,204286.3595,89.1785268757105,59.89204533651796,92.01529412264487,83.34415937707934,93.34993099421445,2011
11,41619.62907333334,204273.00583333336,73.20147173872371,82.81135830717079,65.20931751438003,80.56448850085073,89.26391773573174,2012
12,41684.651975,204247.00405,93.10326421224111,84.12898096675373,94.11911055740984,87.39836240309036,90.74053736344436,2013
13,41591.159478,204181.23082,89.26353400889033,75.41666064198492,95.31889144755134,88.06963138395328,96.35224095200564,2014
14,41562.70514875,204364.9238625,95.395490491525,90.53971941563032,95.3973313209114,69.98673488943197,81.56566401265425,2015
