,Unnamed: 0,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,0,41564.53508,204206.635,20.16685423433948,88.96388754951147,37.24501833334429,77.28690217279971,60.130108914875535,79.45399430534387,94.5555322653338,92.70245539275636,2001,-167.8923104936437
1,1,41548.70351,204311.6093,47.79322814451698,81.21240331482065,61.30018251892324,57.01127102561859,50.30286743599283,82.43568506312896,85.55359778711409,92.01834384200464,2002,-167.8923104936437
2,2,41589.68646,204167.8156,89.0414563289032,78.54384408522426,43.0810919856545,76.4878959908905,89.5319833502756,69.95134260524314,87.654546293874,90.7731832197706,2003,-167.8923104936437
3,3,41668.92012,204238.2888,65.92532138719241,78.92882137239157,84.76793360579671,93.20212661191078,67.16672885092312,74.46431001645605,87.52538616838565,90.36110728025616,2004,-167.8923104936437
4,4,41521.64592,204334.5815,79.05191463637675,78.4033897712226,67.16418290819064,43.02697112868804,79.80591499409637,94.76341241717076,72.50827706840394,88.4181278885614,2005,-167.8923104936437
5,5,41617.05436,204259.0171,74.65919318793735,92.57658945415768,96.85380531869222,81.0536630042335,81.89919180849209,81.66104727612583,66.62362334208798,87.47494735744371,2006,-167.8923104936437
6,6,41576.95294,204271.2311,8.561081997183042,90.24275975262265,92.02968839937176,97.9519344346018,66.72768964973334,80.405850008736,83.54288078867293,96.79637926816582,2007,-167.8923104936437
7,7,41533.54743,204357.0333,74.3276718212288,48.74651238615069,81.23148819925018,83.44273998900613,63.442085000043,76.07015839747223,57.67930123147,93.27275391160416,2008,-167.8923104936437
8,8,41642.94946,204299.055,87.51543892428937,81.46676380894434,59.72590259778021,69.66547021743243,82.95370636088721,20.66256593501478,99.48389722165255,94.59638107686364,2009,-167.8923104936437
9,9,41701.0223,204261.7069,68.45313982848413,74.56103061167633,53.75605568936809,27.060144458946557,70.52871498073888,94.99274782596083,96.36706516290332,94.4814429796254,2010,-167.8923104936437
10,10,41513.61527,204286.1329,83.4348018180676,56.06047158677681,88.8959850320923,71.92486180724883,83.9897514976697,87.86338706632783,70.46401205194945,79.1646021156185,2011,-167.8923104936437
11,11,41619.48192,204273.3088,40.256920831335975,85.65624726856699,75.39463144669429,65.02087840365995,81.38386952502191,82.30421703223924,80.02946416804835,89.26015565517338,2012,-167.8923104936437
12,12,41684.4859,204247.3604,89.17524619266351,60.62736173372038,57.29185427028478,56.323718164351256,40.01212130806801,94.61431702468929,90.54741318919956,93.15016549699912,2013,-167.8923104936437
13,13,41591.14582,204181.2118,30.13549095451448,70.73684688834862,83.61578857206162,55.02885861339056,95.96598106161488,99.84918985835368,72.64142298341552,95.9696869073274,2014,-167.8923104936437
14,14,41563.2081,204364.9004,28.552044924129795,77.06435060005245,67.33363966211256,83.81849627027083,86.64265778207297,93.50636056628444,84.90493228457888,92.77118854126024,2015,-167.8923104936437
