,x,y,EC_0.15,EC_0.37,EC_0.46,EC_0.61,EC_0.81,EC_1.10,EC_1.53,EC_2.15,EC_end,pos
0,107763.8972,183306.3371,28.943774867501816,34.5258661747458,36.2238100416255,50.036791753751665,53.30030659964745,64.08536231066488,56.93786169437829,64.00577667373413,78.90685919439775,11.0
1,107764.0323,183306.1285,51.51334252555029,28.120726522488916,42.831961960808314,28.613017109603337,57.313204986327634,56.78482428226262,50.66287554941458,60.94388605613586,90.50842879629684,12.0
2,107764.3457,183305.6431,47.92346133219906,45.681466330401825,25.950376598025372,50.08432446216493,61.66477678102046,80.41286489115961,78.40132878606936,60.415086192634355,61.60617280004229,13.0
3,107764.6566,183305.1606,48.33313402526321,45.62947096941078,41.40736054786145,59.00821430266682,52.57902458390233,74.92721953277291,79.41351654021643,83.11408499569241,68.27811664804005,14.0
4,107764.9495,183304.7066,61.07288947740725,44.7904837216877,36.4082735140436,45.441151933491206,80.33611891111418,75.73165110977402,67.08473134086739,81.35564101638313,91.12489197620118,15.0
5,107765.2262,183304.2798,62.84386128373758,68.28487550210033,50.33016949904094,67.92029305696124,87.4238008142552,78.64267220906915,71.5595107710322,64.93871696256056,89.55312706169107,16.0
6,107765.5199,183303.8306,88.71134360930996,71.00254045689667,67.6959823464994,65.38306344220659,85.95400790518879,50.777554734539635,79.26333149100233,88.7551895088125,74.38927526511121,17.0
7,107765.665,183303.6102,92.18724782152242,89.77937197415237,50.91677809439567,83.08953784579798,87.02181831300977,77.24778227824848,57.44558197166327,60.39000142255959,78.45944713804256,18.0
8,107765.9775,183303.1391,93.37629734791246,79.90927747533104,60.12398932021993,73.67498783983142,73.7375402950129,68.62751463780913,56.934357919385256,79.88874740939535,96.75507698000045,19.0
9,107766.2798,183302.6873,83.75244121932724,94.66578669552356,76.57840853125767,77.90013842869571,50.363247194877864,66.5496742497256,90.80720189900386,65.3050601532059,94.5987194279328,20.0
10,107766.5826,183302.2372,87.11520481926495,85.83028480386731,88.91475025522635,94.76731471177062,99.29606367471901,72.18151931934084,52.22852728622517,85.85903664855135,96.59594010585857,21.0
11,107766.9205,183301.737,84.8840266201893,79.77669777187505,70.82129685030434,53.02906267328343,67.34588424245413,91.38088305744934,88.40353536698001,76.3690212088779,73.64561590123554,22.0
12,107767.0703,183301.5159,74.60916814540137,87.11460110824585,66.92244343854951,81.95514839085587,98.09697863332799,63.772448041158455,73.75086849345838,95.38412348993953,94.10106086033251,23.0
13,107767.4281,183300.9884,82.05532248051402,71.57726274274113,80.55666879848587,77.92860246551955,35.77907573033697,74.05534152737269,73.15021270655029,57.95672922070353,79.05655469284149,24.0
14,107767.7068,183300.5785,92.38547240197812,80.98306357194654,65.363534400335,90.36989315323692,70.77752956580076,43.6534114347257,81.46148170718732,76.8646147409506,87.07104059227923,25.0
15,107768.029,183300.1056,79.93464499906894,95.35121593340938,77.72994394716896,70.02215007351386,67.70792819190778,76.69332035712908,78.07219596992516,58.28127637744726,64.99937045826287,26.0
16,107768.3297,183299.665,64.20642000957571,40.1901195594758,61.724503082046475,81.04521262433013,90.92111026329826,94.86733228993367,92.26806189084397,89.42223065529122,90.83578764742036,27.0
