,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,41565.59265666668,204206.96052222225,57.717702886449324,55.67878878121393,113.31855531079546,131.95563416756482,260.14884726773454,251.97974203516338,455.92464783999446,351.1177671982934,2001,0.8027916311842977
1,41549.1776,204310.533875,49.59662678119964,85.32220077829703,179.07034621919232,178.2311597593553,201.34593734157673,153.67157672848242,363.55703097636825,315.63405150589676,2002,0.8027916311842977
2,41589.569225,204168.115775,45.0161866387905,33.00376897644163,123.91770920306008,285.4819742428458,292.0834485821894,405.39917660330957,404.97525389238774,367.7028810279482,2003,0.8027916311842977
3,41668.75582,204238.61746666665,44.031724163665,74.12561916816243,100.42832932771621,172.13986160384553,263.7463957930057,307.0741961242309,305.9925519499997,431.2029762505717,2004,0.8027916311842977
4,41521.489305,204334.882175,45.930042310932706,60.22648076942245,137.58344180399953,214.71044174146206,372.8366626284791,453.7244102550016,468.34121988200155,284.90453953628077,2005,0.8027916311842977
5,41617.044348,204259.03512,56.04977203120932,59.3243787858821,77.32261403267748,217.72238177664232,191.29490342488631,244.3117152896028,377.84944091611504,365.2718709366685,2006,0.8027916311842977
6,41576.955798,204271.22694,47.111940241227295,80.15066707762197,135.52031046950435,124.65645464111455,130.03469890126152,273.42702878010203,454.1600085402168,278.7462668803537,2007,0.8027916311842977
7,41532.757848,204357.01175,54.071519376299875,58.860216911081224,73.6682006165663,160.02402160403943,389.9748377854482,465.3195291711025,224.3801142224466,277.29282624483244,2008,0.8027916311842977
8,41642.451125,204298.9764,37.132110863764176,43.97686320727955,113.15408966778475,155.96848118018312,235.84374863372344,323.14709934198663,223.34926747531992,250.79032370593995,2009,0.8027916311842977
9,41701.9493775,204262.2071625,41.76940526700131,57.49178020751447,199.50688963323526,381.7240947656015,320.43824988933477,463.2959242597653,467.02326129095906,377.5640628463545,2010,0.8027916311842977
10,41513.514865000005,204286.3595,61.16404806089682,74.7325375862398,142.97805198288808,229.111274629019,288.9236130749458,433.686780903872,380.7166257941889,281.4221242551797,2011,0.8027916311842977
11,41619.62907333334,204273.00583333336,50.4610623433692,60.53366166514267,123.13587179561709,255.48221165729035,258.7255622455282,187.65667196013467,291.2246636212753,261.30775649372646,2012,0.8027916311842977
12,41684.651975,204247.00405,52.65317681480184,61.21434695013584,224.13265806104855,178.79973369383882,316.9842601308088,407.2339074894089,443.92257602345364,518.8033193554071,2013,0.8027916311842977
13,41591.159478,204181.23082,54.718068828123066,62.4656272366889,157.0679839881296,158.39548459758714,255.83444331364123,376.4660154614212,387.085993404452,378.5097738385661,2014,0.8027916311842977
14,41562.70514875,204364.9238625,47.9756169686262,103.40012550049894,171.58088839090374,278.2523014774904,274.59547025519765,259.2034685315032,214.20458667182427,297.8529152251285,2015,0.8027916311842977
