,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,107719.9979,183326.6793,47.44545818260213,43.16984062636474,99.15142582796496,145.15774899897025,90.14665916279756,1,-0.5045644883968219
1,1,107755.6395,183331.2104,34.64497182299287,62.470981813762286,88.177338669755,120.9291199801412,75.77585537939379,2,-0.5045644883968219
2,2,107797.4476,183278.6469,88.15990423105497,131.77137551418724,178.95211845822794,138.56306654726737,106.24929075884744,3,-0.5045644883968219
3,3,107764.0831,183318.0822,29.68320114743984,37.27882093203751,135.4231567864889,136.08095527021771,76.88988499474215,4,-0.5045644883968219
4,4,107723.0048,183309.1898,51.34869778783222,87.73676201012671,95.13364002327268,108.50734209035576,76.68312443214805,5,-0.5045644883968219
5,5,107742.871,183330.0981,30.652566061756065,41.30241684933438,85.90149092535691,120.04917414464022,84.01244398634132,6,-0.5045644883968219
6,6,107806.7161,183274.99,80.54333027700585,116.66011045261196,142.80746726110505,147.5444810913735,110.81890661866252,7,-0.5045644883968219
7,7,107758.6659,183312.5732,34.148916289152496,67.88309797817675,132.56251164686176,121.40632055518049,83.05272211618986,8,-0.5045644883968219
8,8,107775.383,183309.8767,63.34759825036358,67.20711736795862,108.07827085942657,110.67046051170534,85.58200237911208,9,-0.5045644883968219
9,9,107726.3815,183318.7508,67.68907145297597,90.5823915873195,105.62911816076812,119.57217707474662,73.41733140371791,10,-0.5045644883968219
10,10,107766.4694,183327.2822,41.77281928835291,67.1171263955244,104.04782180505168,110.51297970437668,70.83413825010005,11,-0.5045644883968219
11,11,107777.0025,183299.3846,34.466912577899464,60.437810652569695,105.79402465443334,141.68231707402262,90.21870276067706,12,-0.5045644883968219
12,12,107752.314,183298.7686,48.99243210579701,82.64006182673549,87.10891216614601,107.72444889987548,104.1962463901202,13,-0.5045644883968219
13,13,107732.7209,183327.4299,59.91191215274204,62.65213104865976,97.16903453370855,106.78485723981365,66.00596930645837,14,-0.5045644883968219
14,14,107776.5235,183291.4178,53.80994541354302,91.0215136333768,115.30614512713072,134.4845728490942,90.10139557796126,15,-0.5045644883968219
