,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos,r2inv
0,41564.53508,204206.635,43.284171641788255,60.57751229791773,149.21495163638508,314.4654515522842,224.80401815128246,191.64399849488703,253.47541844964314,365.8514654651188,2001,0.7432114749748886
1,41548.70351,204311.6093,31.51441677944404,76.98603791651563,175.51689992786862,158.5292187713926,185.75354981543325,354.6489640649068,279.3391061399445,321.8654727045194,2002,0.7432114749748886
2,41589.68646,204167.8156,54.401139588869775,70.42751345954252,172.48811049477777,170.20098678798695,237.66152659259632,457.96636437495863,515.2359443479038,341.9057811487985,2003,0.7432114749748886
3,41668.92012,204238.2888,57.79454279003764,54.68041127421591,197.48740974031844,167.59241740095587,234.67339478186142,355.8743643091433,396.28193978698226,379.0734056489531,2004,0.7432114749748886
4,41521.64592,204334.5815,70.04036657386668,65.64603666624552,161.13275606918742,334.6462644217557,194.21885021082917,327.39778650312525,581.4464609603724,298.1801518226203,2005,0.7432114749748886
5,41617.05436,204259.0171,35.1575381761552,97.5364186052713,147.57678256375345,145.68783293926776,146.1871975136682,260.91056953228195,243.00737692672527,404.14846583327807,2006,0.7432114749748886
6,41576.95294,204271.2311,35.35492206049737,94.40564853578553,264.1895114947862,107.8454607069062,179.887441057814,172.03911215653454,320.3556596892487,258.19693678782136,2007,0.7432114749748886
7,41533.54743,204357.0333,26.779859736342996,75.25705249271275,175.7961826690809,428.96860265668226,339.31398996844644,369.6382402788064,319.49335117050157,223.65773939717155,2008,0.7432114749748886
8,41642.94946,204299.055,57.389932645993305,68.77126420803296,194.78142340159906,183.4696814837476,272.4899356075049,235.18916124660166,234.4588012712636,266.408364511242,2009,0.7432114749748886
9,41701.0223,204261.7069,69.91420476981084,84.31822537146186,142.34860891553174,260.03546013222945,207.87253573562793,302.61906915909356,446.4082566344422,456.1920522865621,2010,0.7432114749748886
10,41513.61527,204286.1329,46.112598192056865,73.32355306829169,174.98330039633296,225.25854462074753,438.2219734948819,281.24920099723903,345.0268716698415,268.38154232127386,2011,0.7432114749748886
11,41619.48192,204273.3088,58.4947827964258,68.30610649370549,139.65712370298888,103.03323064444393,292.30273895346585,361.2717170801069,239.86832109372,322.4440807093938,2012,0.7432114749748886
12,41684.4859,204247.3604,37.784323490993565,53.00529201397771,200.96288348611137,308.8625723029789,324.5054280538186,418.4312251180008,506.7340992893482,488.54172990133867,2013,0.7432114749748886
13,41591.14582,204181.2118,65.68678972269134,53.07513271554468,95.91838766327736,176.67475066204616,373.54244234063674,368.03163003411004,393.3824802656251,349.59688644904514,2014,0.7432114749748886
14,41563.2081,204364.9004,48.71996480616159,88.2676452556518,200.05411183123798,353.94123044091157,351.44035742910603,222.26795114617607,498.92850304192666,233.3191959751142,2015,0.7432114749748886
