Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,68.16924104516977,61.71553973611682,86.54107103951775,78.12856088210589,93.41218834017276,2001
1,41549.1776,204310.533875,59.58962453094439,77.29100643899508,67.12668258251713,94.13595810291274,96.33815514860233,2002
2,41589.569225,204168.115775,85.9224193073721,93.59224035562808,57.786369106702246,79.56131032707735,90.40034093465373,2003
3,41668.75582,204238.61746666665,84.89090245140287,86.45312941401372,64.99506653069338,95.65881295086064,93.4295149505993,2004
4,41521.489305,204334.882175,91.42643508147395,90.45446575080612,88.03412015691363,70.80173530997175,93.507907421032,2005
5,41617.044348,204259.03512,90.68121810705186,48.69174725061878,69.97931049870272,70.53733535394372,93.96241572414344,2006
6,41576.955798,204271.22694,84.38182992362235,69.29762310136043,79.78873768955674,95.71363105100188,89.16782279811186,2007
7,41532.757848,204357.01175,85.17551134934217,58.29801241102501,63.854051102017735,81.63085965238096,94.82606433851514,2008
8,41642.451125,204298.9764,77.85263262005402,77.25489663565907,68.94813450009123,83.51410927434556,98.23444956019888,2009
9,41701.9493775,204262.2071625,92.23541243886804,50.524666183412805,90.68749705591031,81.55549273916262,96.37029421050296,2010
10,41513.514865000005,204286.3595,85.19643356766824,84.70624797463074,82.71542637007191,72.35593771721543,92.6663886852856,2011
11,41619.62907333334,204273.00583333336,53.13618702879691,76.19065293470773,60.95371023705511,85.68678424157424,92.3965574683863,2012
12,41684.651975,204247.00405,86.07611467156408,58.50911431671572,87.88205635692792,77.0078128494371,96.0360171997991,2013
13,41591.159478,204181.23082,82.61764326329165,89.91099634790177,83.89312254656049,75.81213325790596,96.36814226521234,2014
14,41562.70514875,204364.9238625,91.0800086461192,73.1004767012733,94.25144385203852,87.42060808683026,84.84953222476345,2015
