,Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,0,41565.59265666668,204206.96052222225,89.88500477683763,54.58240403619924,89.76054126500985,90.64606065041475,95.10604035533169,2001,-560.0347715065074
1,1,41549.1776,204310.533875,61.57095180174816,82.48567299615787,92.0913204331366,76.86873531163519,73.22984102044092,2002,-560.0347715065074
2,2,41589.569225,204168.115775,63.5106784048801,58.64256479611447,70.53645076884175,95.39699154928434,84.31389070761904,2003,-560.0347715065074
3,3,41668.75582,204238.61746666665,90.15327693880262,41.93159308341894,86.32708196203248,91.54379832318476,97.46509343112528,2004,-560.0347715065074
4,4,41521.489305,204334.882175,78.55511215803895,79.2477198124281,88.95808174620845,75.05315949139532,91.54067272444158,2005,-560.0347715065074
5,5,41617.044348,204259.03512,87.94318153661004,78.71712410356226,83.96962704597867,88.4779216399646,98.8030728868674,2006,-560.0347715065074
6,6,41576.955798,204271.22694,85.46796027744477,60.470135819073256,82.97355416710667,92.45685977440895,89.5445056305172,2007,-560.0347715065074
7,7,41532.757848,204357.01175,77.29654541741023,83.53747738698969,80.5410493832693,76.27170167847257,89.10033983292688,2008,-560.0347715065074
8,8,41642.451125,204298.9764,90.7370622404496,86.65426886315733,72.74291059108371,94.78006137813962,92.76166680219715,2009,-560.0347715065074
9,9,41701.9493775,204262.2071625,76.38155879520976,58.34473386141585,70.27071682394022,86.0913953398147,93.11822996250233,2010,-560.0347715065074
10,10,41513.514865000005,204286.3595,93.30404220826732,72.77587724207554,88.81960377108173,79.7417857655321,95.92782309869796,2011,-560.0347715065074
11,11,41619.62907333334,204273.00583333336,84.98023144275228,76.68282800470027,79.46396307868422,75.18617820004036,83.5301255464919,2012,-560.0347715065074
12,12,41684.651975,204247.00405,95.78507383520969,81.49894436367751,72.20118500430488,76.88834499459807,93.8410845156728,2013,-560.0347715065074
13,13,41591.159478,204181.23082,77.17374775174241,78.10731930628353,79.23146217962953,90.82718015732782,89.75318177876179,2014,-560.0347715065074
14,14,41562.70514875,204364.9238625,97.9831357038017,66.72811412715015,91.12901562157856,83.1026440659732,85.79899069304217,2015,-560.0347715065074
