,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos
0,41565.59265666668,204206.96052222225,61.549424552584355,83.86686531979052,62.778492251234546,67.36733802849605,96.1649989826745,51.86083989288204,76.81649586204215,85.5575290444739,2001
1,41549.1776,204310.533875,76.6870092812466,87.3176505302862,89.42396325179331,64.9771807779653,94.46395640479986,81.79375468105599,85.54092147069125,94.20807482293239,2002
2,41589.569225,204168.115775,83.15891807876017,90.02869262905119,43.63194942741361,63.43196117387111,88.77718038616209,57.50920444134456,84.08921717759543,85.61499401075594,2003
3,41668.75582,204238.61746666665,65.21920488858723,50.42707829587491,73.79170447238086,98.65323481253088,73.87573540021901,96.69150791658588,90.50690393026953,87.02153458058196,2004
4,41521.489305,204334.882175,70.3641938622791,74.07792899188068,42.271513240809576,87.40471835479941,56.139040619229654,45.536940474174294,90.09910935550313,86.60065515107249,2005
5,41617.044348,204259.03512,88.33552144173119,82.46470659121188,83.91265360862607,91.21289618343032,65.61316823009469,86.09533287478864,89.799259664738,78.30591453369865,2006
6,41576.955798,204271.22694,88.5671029319189,65.86441047767032,14.225138685232402,98.5076519922752,88.57169763365448,88.65446750214603,71.35874428528827,87.96991601524087,2007
7,41532.757848,204357.01175,83.19167902304994,81.38338298312247,74.98621341426197,49.79563057534618,80.74519042686488,76.34431561207509,90.61750489557247,71.51641380115896,2008
8,41642.451125,204298.9764,69.05193865050275,57.50864398840079,96.26995946330688,73.6560705723823,68.99300896466602,94.2551092545173,74.64180592444407,93.11387264252878,2009
9,41701.9493775,204262.2071625,81.06222289444416,89.8014767001508,74.61504041183075,67.7667502509922,59.96246108364306,89.66171032746664,89.23781008197578,85.69920969824365,2010
10,41513.514865000005,204286.3595,83.42495109176467,65.03219716961496,79.95773136439655,72.4681246445084,72.95048032025805,97.3269597284013,50.712648851991965,83.43016114839871,2011
11,41619.62907333334,204273.00583333336,76.17488336040711,76.62065279827578,62.10160368081712,68.56820841289337,86.78721193555215,83.0637351499293,71.22450348756985,82.1666959523377,2012
12,41684.651975,204247.00405,86.34028658244334,97.84449847560295,61.09482092151285,73.05866838752151,62.291479145861075,76.30904360264951,91.5527380413614,71.81184035773846,2013
13,41591.159478,204181.23082,65.36211339175959,87.33705552203811,98.43585655802796,96.31030912395201,78.78472289544456,67.85693725806398,87.25646332495724,88.82555458238446,2014
14,41562.70514875,204364.9238625,76.23306635249739,83.71272752684129,73.61719144906723,62.50770714909717,72.28403100043133,44.15493718173399,78.21680733653355,72.97267139482268,2015
