,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos
0,41565.59265666668,204206.96052222225,67.8767519537435,67.27566038470198,53.6002913469646,95.50185350214112,86.19580056779628,64.93743727204352,65.80176958116633,91.10289033544903,2001
1,41549.1776,204310.533875,73.60470429639321,78.77239011307903,55.90085468925528,74.55560183959865,69.29628850014564,89.13409452523653,61.13268735648285,90.32358035506117,2002
2,41589.569225,204168.115775,49.23088868590017,69.14367862966958,32.37204787057762,58.09434509805658,87.72372251007107,86.4186281376248,94.08892701985849,90.70665994783229,2003
3,41668.75582,204238.61746666665,68.66019167156165,65.66651816152388,55.913380636539884,65.04067832131034,76.49764835353355,72.20397986896211,76.86243825464884,90.82804711248019,2004
4,41521.489305,204334.882175,82.28085685688481,64.1868410453675,55.99426196398798,62.23791090664206,83.63719281855168,80.52458361012927,80.4046973440287,95.59269084433578,2005
5,41617.044348,204259.03512,83.5398024752758,34.72881059121564,95.849319263862,47.52881178045037,81.42595996457943,82.0400173282788,28.09525921339031,92.64007696474076,2006
6,41576.955798,204271.22694,74.44068877619193,88.88657277037174,42.114919429670366,45.460550975326456,94.59614932819427,71.67058957188232,67.47109005282843,89.9746455870155,2007
7,41532.757848,204357.01175,84.52242565355071,93.1449164214244,51.90645946502482,76.99841156850663,87.12374549063446,77.10241894184146,79.60932905270342,87.64875858450621,2008
8,41642.451125,204298.9764,86.64135237618953,71.01025405603197,79.11625296417245,69.17832793216292,40.124898156561066,71.0984490725019,75.38784583599846,96.73406674737146,2009
9,41701.9493775,204262.2071625,75.53471016005794,62.84016623039327,74.51818942297753,94.37946951205569,69.06203143918678,83.30668962733046,87.3863766727531,97.21736244384651,2010
10,41513.514865000005,204286.3595,72.61925509592862,91.84655094571792,71.08139359957372,65.25353120252896,49.210045988699854,81.7698216359998,52.300269129574836,94.20129867287741,2011
11,41619.62907333334,204273.00583333336,68.4262366329672,45.414323953742276,42.51208733766119,75.6710127461775,81.7121142892972,79.8980649649042,61.973308832273894,96.75025644082383,2012
12,41684.651975,204247.00405,63.7594873822252,58.80646482060219,59.624534273768575,36.94004177832705,79.00782087765316,72.62206948457553,92.58919538292346,93.06369737479092,2013
13,41591.159478,204181.23082,76.46345426715109,92.63003784072058,41.931717805077305,82.37255649414453,71.02305868067036,80.0457451055656,68.98072297694237,91.8065322981438,2014
14,41562.70514875,204364.9238625,58.88093167965217,94.66746736748422,62.37233011617479,49.522062509548675,81.15567854511063,78.95100064121853,84.89685785148687,97.73703405969597,2015
