Unnamed: 0,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos
0,41565.59265666668,204206.96052222225,21.00398172933479,168.1980527623358,213.88449176290203,169.05393624132697,376.6029456531363,2001
1,41549.1776,204310.533875,56.147635816674125,131.0410449104517,175.59194720019303,209.7664585729504,234.99720121232664,2002
2,41589.569225,204168.115775,21.2450815263563,250.06719882570223,245.14432088638156,247.77911372690133,438.28835099708994,2003
3,41668.75582,204238.61746666665,66.15532679382717,86.49739771375471,301.82127253863194,297.4254233722587,432.5464464935757,2004
4,41521.489305,204334.882175,35.34166208273502,301.63684585264605,314.368639375068,278.3663842945186,366.9431334186008,2005
5,41617.044348,204259.03512,27.931716106727716,175.7376801976177,297.58657309316413,232.8187040135117,320.23293999951244,2006
6,41576.955798,204271.22694,27.08191872213626,102.1516693762078,348.6424593109189,194.66330527738015,372.7419472877646,2007
7,41532.757848,204357.01175,54.871750077054784,219.34569619107992,248.98756448124243,204.4682071379321,208.9479860055807,2008
8,41642.451125,204298.9764,44.29904451354789,106.83988953699672,171.736393643171,266.5744045969229,266.1772310156896,2009
9,41701.9493775,204262.2071625,45.342498259158205,220.8668788436189,311.6498602938404,330.7254241500152,488.9515174180816,2010
10,41513.514865000005,204286.3595,64.04470671128989,324.14098790219504,173.16544409599408,237.09897869588855,358.9946859874092,2011
11,41619.62907333334,204273.00583333336,53.49621190289853,145.87906646989444,255.50111216069007,131.52167559644798,212.85746967483212,2012
12,41684.651975,204247.00405,37.872680769383805,184.1324147299104,407.8857915272997,438.2134259837486,476.4616583970727,2013
13,41591.159478,204181.23082,22.893547702865664,136.33292042149932,156.2337140812842,359.0532164568401,489.2361943156921,2014
14,41562.70514875,204364.9238625,45.48711177715687,239.9481081614831,536.524260307007,173.59957884559398,247.21872551359607,2015
