,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos
0,107719.9937888889,183326.6925333333,93.06895452912201,77.3609199304368,60.99039918102171,60.17199325965598,73.78545112637498,55.42300000069106,39.69861469947018,25.510666462792795,1
1,107755.86151818182,183331.1214,36.64176575194998,33.17004000186231,14.85310118817012,26.850664701065238,54.920972735388844,34.57546830441839,31.663519695665048,15.892185733061883,2
2,107797.93544545454,183278.9048727273,74.84927971509775,97.185015122128,40.120788212679216,94.89342852525215,94.88676744356432,51.53819908639036,69.87732193140414,73.79514004034282,3
3,107764.40281538464,183318.4132153846,20.808003084791288,12.702026087529305,46.890429367665234,30.640756297570828,17.28030334648344,15.77008508225443,15.406555536953014,26.134564709123843,4
4,107723.42537142856,183309.4027142857,88.42465826882543,86.64751129042254,30.20429122697932,85.56490794020233,43.66638270480078,71.9731729317694,64.17039207646444,68.34949668316749,5
5,107742.897625,183330.1258375,76.99150499885876,59.62615227574713,38.375341619615256,44.30652546525485,30.503348974900543,52.08528262338112,34.31034944851174,11.103303271987892,6
6,107806.755275,183274.783715,71.728975704476,81.82060026596116,48.105663373841914,95.49116813647639,55.728382794804155,96.66775302160337,77.12054870561587,63.0487008576019,7
7,107758.59206,183312.54344,31.95662265585042,13.362390801637625,25.001909051950015,18.973082432558765,32.46229000579581,13.536162983415233,37.91326155755016,44.624105679124476,8
8,107776.02779,183310.31861,60.909032983599246,86.49357171488803,60.20972119115572,68.63882623826973,75.99898717098496,83.81441751275125,83.67346799692697,92.07983670680913,9
9,107726.3215,183318.8376333333,87.50672508417081,92.88946140276771,67.00259398769002,80.148713384785,75.63075243169895,65.02064918424786,54.094997521175316,62.76335047913443,10
10,107766.74172,183327.35406,62.66078483393603,6.678478190089849,14.439141644461559,34.093734424720566,11.167384690548035,49.54261412757964,24.080121538374403,37.25447582793419,11
11,107777.31210000002,183299.6196181818,81.11368816199473,69.73032799389108,65.39616877568939,60.05823346863989,75.93207824861894,90.47845480842244,57.00978705993007,87.45406434733292,12
12,107751.80372307693,183298.45846153845,83.12351467966452,83.11489190972772,54.86318403415233,93.85598931382314,93.76603059788636,59.739648293384064,57.696749453843395,74.84564343824883,13
13,107732.68432857144,183327.4764857143,89.05455409124008,83.59834101355885,58.59713228698113,55.00422233558903,95.96795746609787,99.71098761719396,63.11393674111227,13.401006266638467,14
14,107776.3765111111,183291.22352222225,79.94476269628457,68.47178515542859,81.66009480389441,56.50107043969791,91.60394874906041,76.23484606168266,91.60819008405578,72.66769128198162,15
