,x,y,EC_0.15,EC_0.38,EC_0.51,EC_0.70,EC_0.99,EC_1.45,EC_2.15,EC_end,pos
0,107719.9937888889,183326.6925333333,85.68989004810125,94.67367511700607,74.09160394434105,66.22500077894331,35.834190887118204,45.44176656721134,51.653657347353565,31.79591393356363,1
1,107755.86151818182,183331.1214,52.703715626353976,21.17688770337329,17.294516072565592,39.192310186433645,21.699256187604828,39.08827095914001,25.675708264618585,25.671278554231257,2
2,107797.93544545454,183278.9048727273,96.66860856277404,86.50757600826941,70.57040221762581,80.91477974287572,92.18393841953785,72.32424346325236,75.95729589914444,85.05297133422314,3
3,107764.40281538464,183318.4132153846,20.749784351750474,13.384121241907815,58.56673507762458,21.26590848603106,27.635264668775417,18.622857892267664,21.062349980364463,14.296491664189267,4
4,107723.42537142856,183309.4027142857,92.05631554680063,94.90986912758875,73.15922169567949,56.9242575271366,88.02218211509772,46.570517366264625,17.261334096609257,73.47641677592907,5
5,107742.897625,183330.1258375,67.1368523714732,72.32867153154403,39.8992471095861,10.148334673281855,51.343614639938856,60.43750295593893,15.60988836048106,23.181009316164594,6
6,107806.755275,183274.783715,71.31315768062316,85.59048274428076,61.76744699028518,63.02689400643082,88.35235019558573,63.68868842864941,62.317591796427244,80.30766269233263,7
7,107758.59206,183312.54344,28.469291444220875,6.633013753590423,63.64301392173351,29.170967246968203,74.44547177506927,42.06907426288858,14.226117533079139,13.662692995311,8
8,107776.02779,183310.31861,83.37621372898329,58.088866502341396,82.47130451046071,72.91462346850291,68.38725724461632,81.9067983204452,93.54576118481725,83.95614074027893,9
9,107726.3215,183318.8376333333,83.78879887919929,85.0377151150027,60.71335547189524,78.85620252154487,89.12241965477952,75.22630979918858,59.839823363520466,62.5626883038544,10
10,107766.74172,183327.35406,15.04956941829689,17.144808135742416,24.384109292241295,19.215613969463075,34.12557428162748,49.96434562078361,41.252709721529286,34.464863013827184,11
11,107777.31210000002,183299.6196181818,70.74693416315057,90.41134309445847,50.78629938110113,96.58224177943084,74.39045198821509,70.10594162097425,80.8609592771983,89.63970238743846,12
12,107751.80372307693,183298.45846153845,83.29029408795996,84.56332335389641,85.93564387182604,92.48965178697243,80.76826525149566,38.180905486678704,75.30439637551224,75.64265158590435,13
13,107732.68432857144,183327.4764857143,86.99369857541325,88.18376596298923,70.3556047413694,78.84233644570854,57.333545216239585,62.48073569714604,60.415087929996126,55.40630663124362,14
14,107776.3765111111,183291.22352222225,80.08419728500937,59.82808857865604,89.1288570236073,96.73828304585014,53.26632178493964,98.50444375261613,91.75186807068772,86.6331261461524,15
