,x,y,EC_0.30,EC_0.60,EC_1.00,EC_2.00,EC_end,pos,r2inv
0,41565.59265666668,204206.96052222225,85.26675406531065,73.2422449600896,82.67600204889611,72.87340874776228,88.19423467149251,2001,-591.5264548691514
1,41549.1776,204310.533875,82.73455507773286,77.03319114142914,88.6404387193542,92.83371036962686,90.95277939992232,2002,-591.5264548691514
2,41589.569225,204168.115775,78.50832257812831,92.11885676594207,77.65605740393345,91.15083270850742,73.51810682933856,2003,-591.5264548691514
3,41668.75582,204238.61746666665,76.13110864238615,96.33694636006334,69.28420552762967,89.93642424452047,82.16323134120725,2004,-591.5264548691514
4,41521.489305,204334.882175,88.90961621594953,62.723991067149726,90.11730419471772,87.27305211594263,94.42224844040555,2005,-591.5264548691514
5,41617.044348,204259.03512,63.41621553519947,89.67877301947162,78.23726336028705,75.10871164825735,87.88194067767755,2006,-591.5264548691514
6,41576.955798,204271.22694,91.11040708358883,93.71492144329532,52.53457591412857,91.10949887017276,98.38395620516938,2007,-591.5264548691514
7,41532.757848,204357.01175,88.92625941837726,66.59430096993968,71.24953815275809,77.82367519105243,94.32158828076508,2008,-591.5264548691514
8,41642.451125,204298.9764,75.91263912939999,80.17877533651722,72.58988142760751,84.99320819691548,83.52706085724992,2009,-591.5264548691514
9,41701.9493775,204262.2071625,79.89145674893044,82.99537474880526,71.01180583392562,78.62835893448342,84.76443490081286,2010,-591.5264548691514
10,41513.514865000005,204286.3595,67.26237291687997,54.02007238422533,89.49944171666255,67.31582755850972,97.49853187317318,2011,-591.5264548691514
11,41619.62907333334,204273.00583333336,82.06233088559397,82.15321794541086,74.87470925952454,96.58710603063557,95.6939411482751,2012,-591.5264548691514
12,41684.651975,204247.00405,75.84422062529869,83.23719085012065,78.78388471621653,82.66365262370495,93.11733514902723,2013,-591.5264548691514
13,41591.159478,204181.23082,69.13753142294186,57.95686179221365,95.29024696749697,96.12211610571364,99.91301441003517,2014,-591.5264548691514
14,41562.70514875,204364.9238625,82.31191837688141,48.68548187462068,95.00798632082945,79.09191848474022,98.99788397469182,2015,-591.5264548691514
