DATE,GPS_TIME,GPS_FIX,WGS84_LON,WGS84_LAT,WGS84_ALT,WGS84_HAE,SPEED_KPH,STATION_ID,REMARK,AUX_X0,AUX_X1,AUX_X2,AUX_X3,AUX_X4,AUX_X5,AUX_X6,AUX_X7,AUX_X8,AUX_X9,AUX_X10,AUX_X11,AUX_X12
20230428,124450.75,,,,,,,,,$PDLMH,152532.681,+18.7,+0.89,+8.9,+0.79,,,,,,,
20230428,124450.76,,,,,,,,,$PDLM1,152532.681,+38.4,+0.90,+17.5,+0.12,,,,,,,
20230428,124450.78,,,,,,,,,$PDLM2,152532.681,+51.3,+1.30,+30.7,-2.49,,,,,,,
20230428,124450.85,,,,,,,,,$PDLMH,152532.781,+18.8,+0.89,+9.0,+0.79,,,,,,,
20230428,124450.86,,,,,,,,,$PDLM1,152532.781,+38.3,+0.91,+17.5,+0.13,,,,,,,
20230428,124450.88,,,,,,,,,$PDLM2,152532.781,+51.6,+1.30,+30.8,-2.50,,,,,,,
20230428,124450.95,,,,,,,,,$PDLMH,152532.881,+18.8,+0.89,+9.1,+0.79,,,,,,,
20230428,124450.97,,,,,,,,,$PDLM1,152532.881,+38.1,+0.91,+17.3,+0.13,,,,,,,
20230428,124450.98,,,,,,,,,$PDLM2,152532.881,+51.4,+1.28,+30.8,-2.51,,,,,,,
20230428,124451.05,,,,,,,,,$PDLMH,152532.981,+18.7,+0.89,+9.0,+0.79,,,,,,,
20230428,124451.07,,,,,,,,,$PDLM1,152532.981,+38.0,+0.92,+17.2,+0.13,,,,,,,
20230428,124451.08,,,,,,,,,$PDLM2,152532.981,+51.2,+1.26,+30.9,-2.51,,,,,,,
20230428,124451.15,,,,,,,,,$PDLMH,152533.081,+18.5,+0.89,+9.0,+0.79,,,,,,,
20230428,124451.17,,,,,,,,,$PDLM1,152533.081,+37.9,+0.92,+17.3,+0.13,,,,,,,
20230428,124451.18,,,,,,,,,$PDLM2,152533.081,+51.1,+1.26,+30.8,-2.51,,,,,,,
20230428,124451.25,,,,,,,,,$PDLMH,152533.181,+18.4,+0.89,+9.1,+0.79,,,,,,,
20230428,124451.27,,,,,,,,,$PDLM1,152533.181,+38.1,+0.92,+17.4,+0.13,,,,,,,
20230428,124451.28,,,,,,,,,$PDLM2,152533.181,+51.0,+1.29,+30.8,-2.51,,,,,,,
20230428,124451.35,,,,,,,,,$PDLMH,152533.281,+18.4,+0.89,+9.1,+0.79,,,,,,,
20230428,124451.37,,,,,,,,,$PDLM1,152533.281,+38.2,+0.92,+17.4,+0.13,,,,,,,
20230428,124451.39,,,,,,,,,$PDLM2,152533.281,+50.8,+1.32,+30.9,-2.49,,,,,,,
20230428,124451.45,,,,,,,,,$PDLMH,152533.381,+18.3,+0.89,+9.1,+0.79,,,,,,,
20230428,124451.47,,,,,,,,,$PDLM1,152533.381,+38.1,+0.91,+17.4,+0.13,,,,,,,
20230428,124451.49,,,,,,,,,$PDLM2,152533.381,+50.8,+1.34,+30.8,-2.49,,,,,,,
20230428,124451.55,,,,,,,,,$PDLMH,152533.481,+18.2,+0.89,+9.0,+0.79,,,,,,,
20230428,124451.57,,,,,,,,,$PDLM1,152533.481,+38.1,+0.91,+17.5,+0.13,,,,,,,
20230428,124451.6,,,,,,,,,$PDLM2,152533.481,+51.2,+1.33,+30.6,-2.49,,,,,,,
20230428,124451.65,,,,,,,,,$PDLMH,152533.581,+18.4,+0.89,+8.9,+0.79,,,,,,,
20230428,124451.68,,,,,,,,,$PDLM1,152533.581,+38.2,+0.91,+17.6,+0.13,,,,,,,
