DATE,GPS_TIME,GPS_FIX,WGS84_LON,WGS84_LAT,WGS84_ALT,WGS84_HAE,SPEED_KPH,STATION_ID,REMARK,AUX_X0,AUX_X1,AUX_X2,AUX_X3,AUX_X4,AUX_X5,AUX_X6,AUX_X7,AUX_X8,AUX_X9,AUX_X10,AUX_X11,AUX_X12
20220817,141127.46,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.6,,,,,,,,
20220817,141127.56,,,,,,,,,$PDLM1,152256,+72.7,+0.83,+22.6,-0.05,,,,,,,
20220817,141127.6,,,,,,,,,$PDLM2,152256,+121.9,+4.75,+63.2,+1.23,,,,,,,
20220817,141127.63,,,,,,,,,$PDLM4,152256,+147.1,+16.13,+130.3,+7.60,,,,,,,
20220817,141127.66,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.6,,,,,,,,
20220817,141127.76,,,,,,,,,$PDLM1,152256,+72.8,+0.83,+22.6,-0.05,,,,,,,
20220817,141127.78,,,,,,,,,$PDLM2,152256,+121.9,+4.74,+63.0,+1.25,,,,,,,
20220817,141127.8,,,,,,,,,$PDLM4,152256,+147.1,+16.04,+130.4,+7.74,,,,,,,
20220817,141127.81,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.6,,,,,,,,
20220817,141127.96,,,,,,,,,$PDLM1,152257,+71.7,+0.82,+22.9,-0.05,,,,,,,
20220817,141128,20908,2.8180822,51.1390115,2,46.5,0,136,gps,,,,,,,,,,,,,
20220817,141128.01,,,,,,,,,$PDLM2,152257,+121.4,+4.71,+63.6,+1.30,,,,,,,
20220817,141128.03,,,,,,,,,$PDLM4,152257,+146.9,+15.92,+130.4,+7.92,,,,,,,
20220817,141128.04,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.6,,,,,,,,
20220817,141128.18,,,,,,,,,$PDLM1,152257,+66.0,+0.78,+24.7,-0.04,,,,,,,
20220817,141128.19,,,,,,,,,$PDLM2,152257,+118.7,+4.47,+67.3,+1.33,,,,,,,
20220817,141128.22,,,,,,,,,$PDLM4,152257,+145.6,+15.53,+132.3,+8.03,,,,,,,
20220817,141128.23,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.7,,,,,,,,
20220817,141128.38,,,,,,,,,$PDLM1,152257,+65.6,+0.78,+24.7,-0.04,,,,,,,
20220817,141128.4,,,,,,,,,$PDLM2,152257,+118.3,+4.44,+67.6,+1.35,,,,,,,
20220817,141128.43,,,,,,,,,$PDLM4,152257,+145.5,+15.50,+132.5,+8.09,,,,,,,
20220817,141128.44,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.7,,,,,,,,
20220817,141128.58,,,,,,,,,$PDLM1,152257,+71.6,+0.82,+22.9,-0.05,,,,,,,
20220817,141128.6,,,,,,,,,$PDLM2,152257,+121.3,+4.69,+63.9,+1.33,,,,,,,
20220817,141128.63,,,,,,,,,$PDLM4,152257,+146.7,+15.87,+130.7,+7.89,,,,,,,
20220817,141128.64,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.7,,,,,,,,
20220817,141128.78,,,,,,,,,$PDLM1,152257,+72.5,+0.83,+23.1,-0.05,,,,,,,
20220817,141128.8,,,,,,,,,$PDLM2,152257,+122.1,+4.72,+63.2,+1.33,,,,,,,
20220817,141128.83,,,,,,,,,$PDLM4,152257,+147.0,+15.96,+130.9,+7.87,,,,,,,
20220817,141128.85,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.7,,,,,,,,
20220817,141128.98,,,,,,,,,$PDLM1,152258,+72.4,+0.83,+23.1,-0.04,,,,,,,
20220817,141129,20908,2.8180822,51.1390115,2,46.5,0,136,gps,,,,,,,,,,,,,
20220817,141129.02,,,,,,,,,$PDLM2,152258,+121.8,+4.74,+63.3,+1.34,,,,,,,
20220817,141129.04,,,,,,,,,$PDLM4,152258,+147.2,+16.02,+131.1,+7.95,,,,,,,
20220817,141129.06,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.6,,,,,,,,
20220817,141129.17,,,,,,,,,$PDLM1,152258,+72.1,+0.83,+22.8,-0.04,,,,,,,
20220817,141129.2,,,,,,,,,$PDLM2,152258,+121.5,+4.75,+63.5,+1.34,,,,,,,
20220817,141129.23,,,,,,,,,$PDLM4,152258,+147.2,+16.04,+130.9,+7.95,,,,,,,
20220817,141129.25,,,,,,,,,$PDLMA,+12.45,+24.8,-0.3,-4.6,,,,,,,,
20220817,141129.37,,,,,,,,,$PDLM1,152258,+71.4,+0.82,+22.8,-0.05,,,,,,,
20220817,141129.4,,,,,,,,,$PDLM2,152258,+121.2,+4.73,+64.0,+1.32,,,,,,,
20220817,141129.42,,,,,,,,,$PDLM4,152258,+147.0,+16.04,+130.7,+7.75,,,,,,,
20220817,141129.45,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.7,,,,,,,,
20220817,141129.57,,,,,,,,,$PDLM1,152258,+65.3,+0.82,+24.5,-0.07,,,,,,,
20220817,141129.6,,,,,,,,,$PDLM2,152258,+118.4,+4.53,+66.7,+1.14,,,,,,,
20220817,141129.62,,,,,,,,,$PDLM4,152258,+145.6,+15.80,+132.4,+7.63,,,,,,,
20220817,141129.65,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.7,,,,,,,,
20220817,141129.77,,,,,,,,,$PDLM1,152258,+64.1,+0.82,+24.8,-0.07,,,,,,,
20220817,141129.8,,,,,,,,,$PDLM2,152258,+117.8,+4.48,+67.2,+1.11,,,,,,,
20220817,141129.83,,,,,,,,,$PDLM4,152258,+145.2,+15.71,+132.7,+7.73,,,,,,,
20220817,141129.86,,,,,,,,,$PDLMA,+12.48,+24.8,-0.3,-4.6,,,,,,,,
20220817,141129.97,,,,,,,,,$PDLM1,152259,+71.0,+0.82,+23.0,-0.04,,,,,,,
20220817,141130,20908,2.8180822,51.1390115,2,46.5,0,136,gps,,,,,,,,,,,,,
20220817,141130.03,,,,,,,,,$PDLM2,152259,+120.8,+4.69,+63.7,+1.32,,,,,,,
20220817,141130.06,,,,,,,,,$PDLM4,152259,+146.9,+15.98,+130.5,+8.08,,,,,,,
20220817,141130.08,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.6,,,,,,,,
20220817,141130.16,,,,,,,,,$PDLM1,152259,+72.6,+0.83,+22.9,-0.04,,,,,,,
20220817,141130.19,,,,,,,,,$PDLM2,152259,+121.4,+4.75,+63.4,+1.33,,,,,,,
20220817,141130.22,,,,,,,,,$PDLM4,152259,+146.9,+16.05,+130.3,+8.03,,,,,,,
20220817,141130.26,,,,,,,,,$PDLMA,+12.45,+24.8,-0.3,-4.7,,,,,,,,
20220817,141130.36,,,,,,,,,$PDLM1,152259,+72.3,+0.83,+22.9,-0.04,,,,,,,
20220817,141130.39,,,,,,,,,$PDLM2,152259,+121.8,+4.76,+63.3,+1.30,,,,,,,
20220817,141130.4,,,,,,,,,$PDLM4,152259,+146.8,+16.07,+130.5,+7.83,,,,,,,
20220817,141130.42,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.7,,,,,,,,
20220817,141130.56,,,,,,,,,$PDLM1,152259,+72.1,+0.82,+22.8,-0.05,,,,,,,
20220817,141130.58,,,,,,,,,$PDLM2,152259,+122.3,+4.73,+63.1,+1.30,,,,,,,
20220817,141130.6,,,,,,,,,$PDLM4,152259,+146.9,+16.05,+130.2,+7.81,,,,,,,
20220817,141130.61,,,,,,,,,$PDLMA,+12.47,+24.8,-0.3,-4.7,,,,,,,,
20220817,141130.76,,,,,,,,,$PDLM1,152259,+72.2,+0.83,+22.7,-0.04,,,,,,,
20220817,141130.78,,,,,,,,,$PDLM2,152259,+122.2,+4.71,+62.6,+1.30,,,,,,,
20220817,141130.8,,,,,,,,,$PDLM4,152259,+147.0,+16.03,+129.6,+7.83,,,,,,,
20220817,141130.81,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141130.96,,,,,,,,,$PDLM1,152300,+72.5,+0.82,+22.4,-0.04,,,,,,,
20220817,141131,20908,2.8180822,51.1390115,1.9,46.4,0,136,gps,,,,,,,,,,,,,
20220817,141131.01,,,,,,,,,$PDLM2,152300,+122.8,+4.64,+62.1,+1.39,,,,,,,
20220817,141131.03,,,,,,,,,$PDLM4,152300,+148.1,+15.70,+128.4,+8.25,,,,,,,
20220817,141131.04,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141131.18,,,,,,,,,$PDLM1,152300,+72.8,+0.82,+22.4,-0.04,,,,,,,
20220817,141131.19,,,,,,,,,$PDLM2,152300,+123.0,+4.62,+62.4,+1.42,,,,,,,
20220817,141131.22,,,,,,,,,$PDLM4,152300,+148.7,+15.60,+129.0,+8.35,,,,,,,
20220817,141131.24,,,,,,,,,$PDLMA,+12.44,+24.8,-0.3,-4.6,,,,,,,,
20220817,141131.38,,,,,,,,,$PDLM1,152300,+72.6,+0.83,+22.8,-0.04,,,,,,,
20220817,141131.4,,,,,,,,,$PDLM2,152300,+121.8,+4.71,+63.6,+1.32,,,,,,,
20220817,141131.43,,,,,,,,,$PDLM4,152300,+147.5,+16.01,+130.2,+7.98,,,,,,,
20220817,141131.44,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.6,,,,,,,,
20220817,141131.58,,,,,,,,,$PDLM1,152300,+72.2,+0.83,+22.9,-0.05,,,,,,,
20220817,141131.6,,,,,,,,,$PDLM2,152300,+121.8,+4.74,+63.5,+1.28,,,,,,,
20220817,141131.63,,,,,,,,,$PDLM4,152300,+147.3,+16.09,+130.2,+7.82,,,,,,,
20220817,141131.65,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141131.78,,,,,,,,,$PDLM1,152300,+72.2,+0.83,+22.7,-0.05,,,,,,,
20220817,141131.8,,,,,,,,,$PDLM2,152300,+122.2,+4.74,+62.9,+1.28,,,,,,,
20220817,141131.83,,,,,,,,,$PDLM4,152300,+147.3,+16.06,+129.7,+7.66,,,,,,,
20220817,141131.85,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141131.98,,,,,,,,,$PDLM1,152301,+72.1,+0.82,+22.6,-0.05,,,,,,,
20220817,141132,20908,2.8180823,51.1390115,2,46.5,0,136,gps,,,,,,,,,,,,,
20220817,141132.02,,,,,,,,,$PDLM2,152301,+121.7,+4.75,+62.9,+1.32,,,,,,,
20220817,141132.04,,,,,,,,,$PDLM4,152301,+147.2,+16.07,+129.7,+7.55,,,,,,,
20220817,141132.07,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.6,,,,,,,,
20220817,141132.16,,,,,,,,,$PDLM1,152301,+71.9,+0.83,+22.6,-0.05,,,,,,,
20220817,141132.19,,,,,,,,,$PDLM2,152301,+121.6,+4.74,+63.2,+1.34,,,,,,,
20220817,141132.21,,,,,,,,,$PDLM4,152301,+147.2,+16.02,+130.2,+7.72,,,,,,,
20220817,141132.24,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.6,,,,,,,,
20220817,141132.36,,,,,,,,,$PDLM1,152301,+72.3,+0.82,+22.7,-0.04,,,,,,,
20220817,141132.39,,,,,,,,,$PDLM2,152301,+122.6,+4.66,+63.2,+1.33,,,,,,,
20220817,141132.42,,,,,,,,,$PDLM4,152301,+148.0,+15.55,+130.5,+8.00,,,,,,,
20220817,141132.44,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141132.56,,,,,,,,,$PDLM1,152301,+72.7,+0.81,+22.6,-0.03,,,,,,,
20220817,141132.59,,,,,,,,,$PDLM2,152301,+123.1,+4.61,+62.9,+1.35,,,,,,,
20220817,141132.62,,,,,,,,,$PDLM4,152301,+148.2,+15.34,+130.5,+8.26,,,,,,,
20220817,141132.65,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.6,,,,,,,,
20220817,141132.76,,,,,,,,,$PDLM1,152301,+72.3,+0.82,+22.6,-0.04,,,,,,,
20220817,141132.79,,,,,,,,,$PDLM2,152301,+122.2,+4.70,+62.7,+1.35,,,,,,,
20220817,141132.82,,,,,,,,,$PDLM4,152301,+147.2,+15.92,+130.2,+8.24,,,,,,,
20220817,141132.86,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141132.96,,,,,,,,,$PDLM1,152302,+72.2,+0.83,+22.6,-0.04,,,,,,,
20220817,141133,20908,2.8180823,51.1390115,2,46.5,0,136,gps,,,,,,,,,,,,,
20220817,141133.03,,,,,,,,,$PDLM2,152302,+121.7,+4.76,+62.9,+1.33,,,,,,,
20220817,141133.06,,,,,,,,,$PDLM4,152302,+147.2,+16.11,+130.3,+8.12,,,,,,,
20220817,141133.08,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141133.16,,,,,,,,,$PDLM1,152302,+72.1,+0.83,+22.8,-0.04,,,,,,,
20220817,141133.17,,,,,,,,,$PDLM2,152302,+121.6,+4.76,+63.2,+1.29,,,,,,,
20220817,141133.19,,,,,,,,,$PDLM4,152302,+147.2,+16.11,+130.3,+7.92,,,,,,,
20220817,141133.2,,,,,,,,,$PDLMA,+12.44,+24.8,-0.3,-4.6,,,,,,,,
20220817,141133.36,,,,,,,,,$PDLM1,152302,+72.0,+0.83,+22.7,-0.04,,,,,,,
20220817,141133.37,,,,,,,,,$PDLM2,152302,+121.8,+4.74,+63.4,+1.28,,,,,,,
20220817,141133.39,,,,,,,,,$PDLM4,152302,+147.0,+16.07,+130.1,+7.84,,,,,,,
20220817,141133.41,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141133.56,,,,,,,,,$PDLM1,152302,+72.2,+0.83,+22.7,-0.04,,,,,,,
20220817,141133.57,,,,,,,,,$PDLM2,152302,+121.7,+4.74,+63.0,+1.28,,,,,,,
20220817,141133.6,,,,,,,,,$PDLM4,152302,+147.0,+16.04,+129.9,+7.97,,,,,,,
20220817,141133.61,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141133.76,,,,,,,,,$PDLM1,152302,+71.7,+0.83,+23.0,-0.04,,,,,,,
20220817,141133.77,,,,,,,,,$PDLM2,152302,+120.7,+4.72,+63.5,+1.33,,,,,,,
20220817,141133.8,,,,,,,,,$PDLM4,152302,+145.6,+15.74,+130.3,+8.23,,,,,,,
20220817,141133.82,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.6,,,,,,,,
20220817,141133.96,,,,,,,,,$PDLM1,152303,+71.7,+0.82,+23.8,-0.04,,,,,,,
20220817,141134,20908,2.8180823,51.1390115,2,46.5,0,136,gps,,,,,,,,,,,,,
20220817,141134.02,,,,,,,,,$PDLM2,152303,+120.0,+4.71,+65.1,+1.33,,,,,,,
20220817,141134.03,,,,,,,,,$PDLM4,152303,+144.7,+15.53,+133.6,+8.25,,,,,,,
20220817,141134.05,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.7,,,,,,,,
20220817,141134.18,,,,,,,,,$PDLM1,152303,+72.3,+0.82,+23.5,-0.04,,,,,,,
20220817,141134.2,,,,,,,,,$PDLM2,152303,+121.2,+4.74,+64.3,+1.32,,,,,,,
20220817,141134.22,,,,,,,,,$PDLM4,152303,+146.4,+15.89,+132.4,+8.24,,,,,,,
20220817,141134.24,,,,,,,,,$PDLMA,+12.44,+24.8,-0.3,-4.7,,,,,,,,
20220817,141134.37,,,,,,,,,$PDLM1,152303,+72.5,+0.83,+23.1,-0.04,,,,,,,
20220817,141134.39,,,,,,,,,$PDLM2,152303,+121.6,+4.71,+63.8,+1.29,,,,,,,
20220817,141134.42,,,,,,,,,$PDLM4,152303,+146.9,+16.04,+130.6,+8.01,,,,,,,
20220817,141134.45,,,,,,,,,$PDLMA,+12.46,+24.8,-0.3,-4.6,,,,,,,,
20220817,141134.58,,,,,,,,,$PDLM1,152303,+72.3,+0.83,+22.9,-0.05,,,,,,,
