Target,BestFeatureLT,LT,BestFeatureLS,LS,BestFeatureLS2,LS2,BestFeature10,Top_layer,BestFeature50,Bottom_layer
vwc,bulk_ec_inv,-0.1905,bulk_ec_inv,0.1345,bulk_ec_inv,0.189,bulk_ec_inv,0.3015,bulk_ec_inv,-0.1955
CEC,bulk_ec_inv,-0.1085,bulk_ec_inv,-0.0515,bulk_ec_inv,-0.0515,bulk_ec_inv,-0.20350000000000001,bulk_ec_inv,-0.2135
clay,bulk_ec_inv,-0.057999999999999996,bulk_ec_inv,-0.006500000000000001,bulk_ec_inv,-0.006500000000000001,bulk_ec_inv,-0.315,bulk_ec_inv,-0.1785
bd,bulk_ec_inv,-0.119,bulk_ec_inv,0.0175,bulk_ec_inv,0.049,bulk_ec_inv,0.409,bulk_ec_inv,-0.198
water_ec_hp,bulk_ec_inv,-0.087,bulk_ec_inv,0.0625,bulk_ec_inv,0.064,bulk_ec_inv,-0.146,bulk_ec_inv,-0.175
