Target,BestFeatureLT,LT,BestFeatureLS,LS,BestFeatureLS2,LS2,BestFeature10,Top_layer,BestFeature50,Bottom_layer
vwc,HCPHQP,-0.088,PRPHQP,0.3115,PRPHQP,0.314,HCPHQP,-0.2645,PRPHQP,0.2505
CEC,HCPHQP,-0.1075,PRPHQP,0.5405,PRPHQP,0.5405,PRPHQP,0.406,PRPHQP,0.449
clay,HCPHQP,-0.08,PRPHQP,0.5185,PRPHQP,0.5185,PRPHQP,0.276,PRPHQP,0.357
bd,PRPHQP,-0.1145,PRPHQP,0.402,PRPHQP,0.4195,HCPHQP,-0.20500000000000002,PRPHQP,0.432
water_ec_hp,HCPHQP,-0.08,PRPHQP,0.575,PRPHQP,0.6365000000000001,PRPHQP,0.5005,PRPHQP,0.3475
