Target,Best Feature LT,R2 LT,Best Feature ID,R2 ID,Best Feature LS,R2 LS,Best Feature 10,R2 10,Best Feature 50,R2 50
vwc,bulk_ec_inv,-6.2795000000000005,bulk_ec_inv,-9.3515,bulk_ec_inv,-6.713,bulk_ec_inv,-351.0695,bulk_ec_inv,-0.83
