Target,BestFeatureLT,LT,BestFeatureLS,LS,BestFeatureLS2,LS2,BestFeature10,Top_layer,BestFeature50,Bottom_layer
vwc,HCP1QP,-0.1905,HCP4QP,0.1475,HCP4QP,0.1475,HCP4QP,0.117,HCP4QP,0.004999999999999999
CEC,HCP1QP,-0.1085,HCP4QP,0.1455,HCP4QP,0.1455,HCP4QP,0.036500000000000005,HCP4QP,-0.1285
clay,HCP1QP,-0.057999999999999996,HCP1QP,-0.006500000000000001,HCP1QP,-0.006500000000000001,HCP1QP,-0.315,HCP1QP,-0.1785
bd,HCP1QP,-0.119,PRP2QP,0.068,PRP2QP,0.078,PRP1QP,0.34650000000000003,PRP4QP,0.023
water_ec_hp,HCP1QP,-0.087,HCP4QP,0.414,HCP4QP,0.414,HCP4QP,0.2745,HCP2QP,-0.119
