Target,Best Feature LT,R2 LT,Best Feature ID,R2 ID,Best Feature LS,R2 LS,Best Feature 10,R2 10,Best Feature 50,R2 50
vwc,bulk_ec_inv,-15.401,bulk_ec_inv,-12.989,bulk_ec_inv,-14.849499999999999,bulk_ec_inv,-9.192,bulk_ec_inv,-30.351
