Target,Best Feature LT,R2 LT,Best Feature ID,R2 ID,Best Feature LS,R2 LS,Best Feature 10,R2 10,Best Feature 50,R2 50
vwc,bulk_ec_inv,-9.572500000000002,bulk_ec_inv,-8.653,bulk_ec_inv,-9.2185,bulk_ec_inv,-11.2385,bulk_ec_inv,-6.157
